row_id,canonical_tag,category,post_count,source_audit_verdict,effective_action,current_display_ja,current_search_ja,proposed_display_ja,proposed_search_ja,reason_code,confidence,decision_source
I70-033292,crossbow_hybrid_(chainsaw_man),Character,55,FIX_DISPLAY,FIX_DISPLAY,弩箭恶魔,,crossbow hybrid (chainsaw man),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,character_unverified_variant_fallback_batch043.csv
I70-033299,donnel_(fire_emblem),Character,55,FIX_DISPLAY,FIX_DISPLAY,ドニ,,ドニ（ファイアーエムブレム）,,ADD_COPYRIGHT_CONTEXT_TO_AMBIGUOUS_SHORT_CHARACTER_NAME,HIGH,character_context_disambiguation_batch013.csv
I70-033301,dorothy_(fire_emblem),Character,55,FIX_DISPLAY,FIX_DISPLAY,ドロシー,ドロシー(封印の剣),ドロシー（ファイアーエムブレム）,,ADD_UNIQUE_COPYRIGHT_CONTEXT_TO_ACCEPTED_DUPLICATE_CHARACTER,HIGH,character_unique_copyright_context_batch027.csv
I70-033304,dusk_of_oolacile,Character,55,FIX_DISPLAY,FIX_DISPLAY,Oolacileの夕暮れ,,dusk of oolacile,,REJECT_UNVERIFIED_UNCERTAIN_JA_USE_CANONICAL_FALLBACK,HIGH,character_uncertain_raw_fallback_batch044.csv
I70-033305,eika_(strinova),Character,55,FIX_DISPLAY,FIX_DISPLAY,艾卡,,eika (strinova),,REJECT_UNVERIFIED_SHORT_JA_CANDIDATE_CANONICAL_IDENTITY_FALLBACK,HIGH,character_shortname_fallback_expanded_batch032.csv
I70-033306,eita_(koi_to_senrigan_to_aonisai),Character,55,FIX_DISPLAY,FIX_DISPLAY,英太(恋と千里眼と青二才),,eita (koi to senrigan to aonisai),,REJECT_UNVERIFIED_SHORT_JA_CANDIDATE_USE_CANONICAL_FALLBACK,HIGH,character_unverified_shortname_fallback_batch023.csv
I70-033308,eldridge_(the_inquisitive_recluse)_(azur_lane),Character,55,FIX_DISPLAY,FIX_DISPLAY,空き教室の不思議,,エルドリッジ（空き教室の不思議）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,character_variant_identity_restore_batch014.csv
I70-033310,electra_(nadia),Character,55,FIX_DISPLAY,FIX_DISPLAY,エレクトラ,,electra (nadia),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,character_unverified_variant_fallback_batch043.csv
I70-033316,epis,Character,55,FIX_DISPLAY,FIX_DISPLAY,エピス,,epis,,REJECT_UNVERIFIED_SHORT_JA_CANDIDATE_USE_CANONICAL_FALLBACK,HIGH,character_unverified_shortname_fallback_batch023.csv
I70-033319,ex_(original)_(grimms_notes),Character,55,FIX_DISPLAY,FIX_DISPLAY,エクス(グリムノーツ),,エクス（グリムノーツ・オリジナル）,,VARIANT_ORIGINAL_VISIBLE,MEDIUM,variant_lost_qualifier_batch003_03.csv
I70-033321,excel_(excel_saga),Character,55,FIX_DISPLAY,FIX_DISPLAY,エクセル,,excel (excel saga),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,character_unverified_variant_fallback_batch043.csv
I70-033325,fatui_pyro_agent_(genshin_impact),Character,55,FIX_DISPLAY,FIX_DISPLAY,Fatui Pyroエージェント（Genshin Impact）,,fatui pyro agent (genshin impact),,REJECT_UNVERIFIED_UNCERTAIN_JA_USE_CANONICAL_FALLBACK,HIGH,character_uncertain_raw_fallback_batch044.csv
I70-033327,felix_(golden_sun),Character,55,FIX_DISPLAY,FIX_DISPLAY,ガルシア,,ガルシア（黄金の太陽）,,ADD_UNIQUE_COPYRIGHT_CONTEXT_TO_ACCEPTED_DUPLICATE_CHARACTER,HIGH,character_unique_copyright_context_batch027.csv
I70-033329,fenrir_(housamo),Character,55,FIX_DISPLAY,FIX_DISPLAY,フェンリル,,fenrir (housamo),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,character_unverified_variant_fallback_batch043.csv
I70-033333,fleur_(personal_ami),Character,55,FIX_DISPLAY,FIX_DISPLAY,fleur（個人的なami）,,fleur (personal ami),,REJECT_UNVERIFIED_UNCERTAIN_JA_USE_CANONICAL_FALLBACK,HIGH,character_uncertain_raw_fallback_batch044.csv
I70-033334,fox_girl_(mdf_an),Character,55,FIX_DISPLAY,FIX_DISPLAY,フォックスガール（MDF AN）,,fox girl (mdf an),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,character_unverified_variant_fallback_batch043.csv
I70-033338,fuha_mika_(akagi_asahito),Character,55,FIX_DISPLAY,FIX_DISPLAY,フハミカ,,fuha mika (akagi asahito),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,character_unverified_variant_fallback_batch043.csv
I70-033340,furen_e_lustario_(4th_costume),Character,55,FIX_DISPLAY,FIX_DISPLAY,フレン・E・ルスタリオ(冬服),,フレン・E・ルスタリオ（4th costume）,,BASE_IDENTITY_PLUS_CANONICAL_VARIANT_FALLBACK,HIGH,character_canonical_variant_fallback_batch028.csv
I70-033341,furen_e_lustario_(7th_costume),Character,55,FIX_DISPLAY,FIX_DISPLAY,フレン・E・ルスタリオ(チャイナ),,フレン・E・ルスタリオ（7th costume）,,BASE_IDENTITY_PLUS_CANONICAL_VARIANT_FALLBACK,HIGH,character_canonical_variant_fallback_batch028.csv
I70-033347,gareth_(swimsuit_saber)_(first_ascension)_(fate),Character,55,FIX_DISPLAY,FIX_DISPLAY,ガレス(水着),,ガレス（水着・第1再臨）,,RESTORE_CHARACTER_IDENTITY_IN_VARIANT_DISPLAY,HIGH,character_duplicate_variant_identity_batch012.csv
I70-033353,gogo_(ff6),Character,55,FIX_DISPLAY,FIX_DISPLAY,ゴゴ,,ゴゴ（ファイナルファンタジー）,,ADD_COPYRIGHT_CONTEXT_TO_AMBIGUOUS_SHORT_CHARACTER_NAME,HIGH,character_context_disambiguation_batch013.csv
I70-033357,gouden_leeuw_(an_intimate_cleaning)_(azur_lane),Character,55,FIX_DISPLAY,FIX_DISPLAY,慈愛の清め合いっこ,,ハウデン・リーウ（慈愛の清め合いっこ）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,character_variant_identity_restore_batch014.csv
I70-033360,grapple_pilot_(titanfall_2),Character,55,FIX_DISPLAY,FIX_DISPLAY,グラップルパイロット（タイタンフォール2）,,grapple pilot (titanfall 2),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,character_unverified_variant_fallback_batch043.csv
I70-033362,gyari_(bird),Character,55,FIX_DISPLAY,FIX_DISPLAY,gyari（鳥）,,gyari (bird),,REJECT_UNVERIFIED_UNCERTAIN_JA_USE_CANONICAL_FALLBACK,HIGH,character_uncertain_raw_fallback_batch044.csv
I70-033363,hachiko_(dog),Character,55,FIX_DISPLAY,FIX_DISPLAY,忠犬ハチ公,,hachiko (dog),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,character_unverified_variant_fallback_batch043.csv
I70-033364,hakka_(suimya),Character,55,FIX_DISPLAY,FIX_DISPLAY,白花,,hakka (suimya),,REJECT_UNVERIFIED_SHORT_JA_CANDIDATE_CANONICAL_IDENTITY_FALLBACK,HIGH,character_shortname_fallback_expanded_batch032.csv
I70-033365,haku_(utawarerumono),Character,55,FIX_DISPLAY,FIX_DISPLAY,ハク,,ハク（うたわれるもの）,,ADD_COPYRIGHT_CONTEXT_TO_AMBIGUOUS_SHORT_CHARACTER_NAME,HIGH,character_context_disambiguation_batch013.csv
I70-033369,hatsune_miku_(vintage_dress),Character,55,FIX_DISPLAY,FIX_DISPLAY,ヴィンテージドレス,,初音ミク（ヴィンテージドレス）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,character_variant_identity_restore_batch014.csv
I70-033370,hawkeye_(fire_emblem),Character,55,FIX_DISPLAY,FIX_DISPLAY,ホークアイ,ホークアイ（火の紋章）,ホークアイ（ファイアーエムブレム）,,ADD_UNIQUE_COPYRIGHT_CONTEXT_TO_ACCEPTED_DUPLICATE_CHARACTER,HIGH,character_unique_copyright_context_batch027.csv
I70-033374,heidr_(fire_emblem),Character,55,FIX_DISPLAY,FIX_DISPLAY,ヘイズ(ファイアーエムブレム),,heidr (fire emblem),,REJECT_UNVERIFIED_SHORT_JA_CANDIDATE_USE_CANONICAL_FALLBACK,HIGH,character_unverified_shortname_fallback_batch023.csv
I70-033380,himeko_(joshi_kousei_rich_thots),Character,55,FIX_DISPLAY,FIX_DISPLAY,ヒメコ（空中）,,himeko (joshi kousei rich thots),,REJECT_UNVERIFIED_SHORT_JA_CANDIDATE_USE_CANONICAL_FALLBACK,HIGH,character_unverified_shortname_fallback_batch023.csv
I70-033390,iberis_(ogami_kazuki),Character,55,FIX_DISPLAY,FIX_DISPLAY,イベリス,,iberis (ogami kazuki),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,character_unverified_variant_fallback_batch043.csv
I70-033391,ibuki_douji_(first_ascension)_(fate),Character,55,FIX_DISPLAY,FIX_DISPLAY,イブキ・ドゥジ（最初の昇天）（運命）,,ibuki douji (first ascension) (fate),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,character_unverified_variant_fallback_batch043.csv
I70-033393,imibi_(zizi_niisan),Character,55,FIX_DISPLAY,FIX_DISPLAY,忌火,,imibi (zizi niisan),,REJECT_UNVERIFIED_SHORT_JA_CANDIDATE_CANONICAL_IDENTITY_FALLBACK,HIGH,character_shortname_fallback_expanded_batch032.csv
I70-033394,implacable_(her_beauty_runneth_over)_(azur_lane),Character,55,FIX_DISPLAY,FIX_DISPLAY,馨香靡く盃,,インプラカブル（馨香靡く盃）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,character_variant_identity_restore_batch014.csv
I70-033395,ingo_(special_costume)_(pokemon),Character,55,FIX_DISPLAY,FIX_DISPLAY,ノボリ_(スペシャル),,ノボリ（special costume）,,REJECT_UNVERIFIED_SHORT_JA_CANDIDATE_BASE_IDENTITY_PLUS_CANONICAL_VARIANT_FALLBACK,HIGH,character_shortname_fallback_expanded_batch032.csv
I70-033396,interceptor_(ff6),Character,55,FIX_DISPLAY,FIX_DISPLAY,インターセプター,,interceptor (ff6),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,character_unverified_variant_fallback_batch043.csv
I70-033397,internet_explorer_(merryweather),Character,55,FIX_DISPLAY,FIX_DISPLAY,インターネットエクスプローラー（メリーウェザー）,,internet explorer (merryweather),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,character_unverified_variant_fallback_batch043.csv
I70-033400,isshiki_ichika_(murakami_suigun),Character,55,FIX_DISPLAY,FIX_DISPLAY,イスシキ・イチカ（村上suigun）,,isshiki ichika (murakami suigun),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,character_unverified_variant_fallback_batch043.csv
I70-033401,ivy_(saijaku_tamer),Character,55,FIX_DISPLAY,FIX_DISPLAY,アイビー,アイビー(最弱テイマー),アイビー（最弱テイマーはゴミ拾いの旅を始めました。）,,ADD_UNIQUE_COPYRIGHT_CONTEXT_TO_ACCEPTED_DUPLICATE_CHARACTER,HIGH,character_unique_copyright_context_batch027.csv
I70-033409,kai_(rune_factory),Character,55,FIX_DISPLAY,FIX_DISPLAY,カイ(ルーンファクトリー),,kai (rune factory),,REJECT_UNVERIFIED_SHORT_JA_CANDIDATE_USE_CANONICAL_FALLBACK,HIGH,character_unverified_shortname_fallback_batch023.csv
I70-033411,kaisei_(1st_costume)_(nijisanji),Character,55,FIX_DISPLAY,FIX_DISPLAY,魁星(通常),,kaisei (1st costume) (nijisanji),,REJECT_UNVERIFIED_SHORT_JA_CANDIDATE_USE_CANONICAL_FALLBACK,HIGH,character_unverified_shortname_fallback_batch023.csv
I70-033413,kamen_rider_geats_ix,Character,55,FIX_DISPLAY,FIX_DISPLAY,仮面ライダーギーツIX,,kamen rider geats ix,,REJECT_UNVERIFIED_UNCERTAIN_JA_USE_CANONICAL_FALLBACK,HIGH,character_uncertain_raw_fallback_batch044.csv
I70-033414,kamen_rider_gotchard_(steamhopper),Character,55,FIX_DISPLAY,FIX_DISPLAY,スチームホッパー,,仮面ライダーガッチャード（スチームホッパー）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,character_variant_identity_restore_batch014.csv
I70-033418,kanae_(5th_costume)_(nijisanji),Character,55,FIX_DISPLAY,FIX_DISPLAY,叶(クリスマス衣装),,kanae (5th costume) (nijisanji),,REJECT_UNVERIFIED_SHORT_JA_CANDIDATE_USE_CANONICAL_FALLBACK,HIGH,character_unverified_shortname_fallback_batch023.csv
I70-033423,kara_(sam_yang),Character,55,FIX_DISPLAY,FIX_DISPLAY,カラ（サムヤン）,,kara (sam yang),,REJECT_UNVERIFIED_SHORT_JA_CANDIDATE_USE_CANONICAL_FALLBACK,HIGH,character_unverified_shortname_fallback_batch023.csv
I70-033424,karasuba,Character,55,FIX_DISPLAY,FIX_DISPLAY,鴉羽,,karasuba,,REJECT_UNVERIFIED_SHORT_JA_CANDIDATE_USE_CANONICAL_FALLBACK,HIGH,character_unverified_shortname_fallback_batch023.csv
I70-033426,kasumi_(senran_kagura),Character,55,FIX_DISPLAY,FIX_DISPLAY,霞(閃乱カグラ),,kasumi (senran kagura),,REJECT_UNVERIFIED_SHORT_JA_CANDIDATE_USE_CANONICAL_FALLBACK,HIGH,character_unverified_shortname_fallback_batch023.csv
I70-033429,kent_(azur_lane),Character,55,FIX_DISPLAY,FIX_DISPLAY,ケント(アズールレーン),,kent (azur lane),,REJECT_UNVERIFIED_SHORT_JA_CANDIDATE_USE_CANONICAL_FALLBACK,HIGH,character_unverified_shortname_fallback_batch023.csv
I70-033432,kim_yoon_(gondom),Character,55,FIX_DISPLAY,FIX_DISPLAY,キム・ユン（ゴンドム）,,kim yoon (gondom),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,character_unverified_variant_fallback_batch043.csv
I70-033439,kitakoji_hisui_(2nd_costume),Character,55,FIX_DISPLAY,FIX_DISPLAY,北小路ヒスイ(5万人記念衣装),,北小路ヒスイ（2nd costume）,,BASE_IDENTITY_PLUS_CANONICAL_VARIANT_FALLBACK,HIGH,character_canonical_variant_fallback_batch028.csv
I70-033443,kodama_rin_(sakura_yuki),Character,55,FIX_DISPLAY,FIX_DISPLAY,児玉(妹),,kodama rin (sakura yuki),,REJECT_UNVERIFIED_SHORT_JA_CANDIDATE_USE_CANONICAL_FALLBACK,HIGH,character_unverified_shortname_fallback_batch023.csv
I70-033448,konno_yuuki_(sao),Character,55,FIX_DISPLAY,FIX_DISPLAY,こんのゆうき,,konno yuuki (sao),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,character_unverified_variant_fallback_batch043.csv
I70-033450,ko-yuyuko_(shin'en),Character,55,FIX_DISPLAY,FIX_DISPLAY,子ゆゆこ,,ko-yuyuko (shin'en),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,character_unverified_variant_fallback_batch043.csv
I70-033455,kuro_(doko_demo_issyo),Character,55,FIX_DISPLAY,FIX_DISPLAY,クロ(どこでもいっしょ),,kuro (doko demo issyo),,REJECT_UNVERIFIED_SHORT_JA_CANDIDATE_USE_CANONICAL_FALLBACK,HIGH,character_unverified_shortname_fallback_batch023.csv
I70-033459,lakshmi_(p&d),Character,55,FIX_DISPLAY,FIX_DISPLAY,ラクシュミー,,lakshmi (p&d),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,character_unverified_variant_fallback_batch043.csv
I70-033461,l'audacieux_(azur_lane),Character,55,FIX_SEARCH,FIX_SEARCH,ローダシュー,ローダシュー(アズールレーン),,ローダシュー | ローダシュー(アズールレーン),APPEND_CONFIRMED_DISPLAY_TO_SEARCH,HIGH,character_remaining_clean_sample_decisions_batch030.csv
I70-033462,leah_(pokemon),Character,55,FIX_DISPLAY,FIX_DISPLAY,リア,,リア（ポケットモンスター）,,ADD_COPYRIGHT_CONTEXT_TO_AMBIGUOUS_SHORT_CHARACTER_NAME,HIGH,character_context_disambiguation_batch013.csv
I70-033468,lisia_(new_year's_2023)_(pokemon),Character,55,FIX_DISPLAY,FIX_DISPLAY,ルチア(23シーズン),,lisia (new year's 2023) (pokemon),,REJECT_UNVERIFIED_SHORT_JA_CANDIDATE_USE_CANONICAL_FALLBACK,HIGH,character_unverified_shortname_fallback_batch023.csv
I70-033471,long_island_(long_island_-_indoor_slacker)_(azur_lane),Character,55,FIX_DISPLAY,FIX_DISPLAY,干物三連!,,ロング・アイランド（干物三連!）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,character_variant_identity_restore_batch014.csv
I70-033472,long-haired_girl_(ishiyumi),Character,55,FIX_DISPLAY,FIX_DISPLAY,長髪の少女（石yumi）,,long-haired girl (ishiyumi),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,character_unverified_variant_fallback_batch043.csv
I70-033476,luka_(zombie_stage),Character,55,FIX_DISPLAY,FIX_DISPLAY,ルカ,,luka (zombie stage),,REJECT_UNVERIFIED_SHORT_JA_CANDIDATE_CANONICAL_IDENTITY_FALLBACK,HIGH,character_shortname_fallback_expanded_batch032.csv
I70-033477,m1014_(girls'_frontline),Character,55,FIX_DISPLAY,FIX_DISPLAY,M1014(ドールズフロントライン),,m1014 (girls' frontline),,REJECT_UNVERIFIED_UNCERTAIN_JA_USE_CANONICAL_FALLBACK,HIGH,character_uncertain_raw_fallback_batch044.csv
I70-033481,maine_(cyberpunk),Character,55,FIX_DISPLAY,FIX_DISPLAY,曼因,,maine (cyberpunk),,REJECT_UNVERIFIED_SHORT_JA_CANDIDATE_CANONICAL_IDENTITY_FALLBACK,HIGH,character_shortname_fallback_expanded_batch032.csv
I70-033484,mamiya_(hokuto_no_ken),Character,55,FIX_DISPLAY,FIX_DISPLAY,マミヤ,,マミヤ（北斗の拳）,,ADD_COPYRIGHT_CONTEXT_TO_AMBIGUOUS_SHORT_CHARACTER_NAME,HIGH,character_context_disambiguation_batch013.csv
I70-033485,marci_(dota),Character,55,FIX_DISPLAY,FIX_DISPLAY,マルシ（ドタ）,,marci (dota),,REJECT_UNVERIFIED_SHORT_JA_CANDIDATE_USE_CANONICAL_FALLBACK,HIGH,character_unverified_shortname_fallback_batch023.csv
I70-033486,maria_(housamo),Character,55,FIX_DISPLAY,FIX_DISPLAY,マリア,,マリア（放サモ）,,ADD_COPYRIGHT_CONTEXT_TO_AMBIGUOUS_SHORT_CHARACTER_NAME,HIGH,character_context_disambiguation_batch013.csv
I70-033491,matsuda_tsubaki,Character,55,FIX_DISPLAY,FIX_DISPLAY,松田tsubaki,,matsuda tsubaki,,REJECT_UNVERIFIED_UNCERTAIN_JA_USE_CANONICAL_FALLBACK,HIGH,character_uncertain_raw_fallback_batch044.csv
I70-033497,melc_(ogami_kazuki),Character,55,FIX_DISPLAY,FIX_DISPLAY,湿地魔女メルク,,melc (ogami kazuki),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,character_unverified_variant_fallback_batch043.csv
I70-033499,merc_(merc_storia),Character,55,FIX_DISPLAY,FIX_DISPLAY,メルク,,メルク（メルクストーリア）,,ADD_COPYRIGHT_CONTEXT_TO_AMBIGUOUS_SHORT_CHARACTER_NAME,HIGH,character_context_disambiguation_batch013.csv
I70-033500,mg42_(girls'_frontline),Character,55,FIX_DISPLAY,FIX_DISPLAY,MG42(ドールズフロントライン),,mg42 (girls' frontline),,REJECT_UNVERIFIED_UNCERTAIN_JA_USE_CANONICAL_FALLBACK,HIGH,character_uncertain_raw_fallback_batch044.csv
I70-033509,miyu_(vampire_princess_miyu),Character,55,FIX_DISPLAY,FIX_DISPLAY,ミユ（ヴァンパイア王女ミユ）,,miyu (vampire princess miyu),,REJECT_UNVERIFIED_SHORT_JA_CANDIDATE_USE_CANONICAL_FALLBACK,HIGH,character_unverified_shortname_fallback_batch023.csv
I70-033510,miyu_edelfelt_(swimsuit_lancer)_(third_ascension),Character,55,FIX_DISPLAY,FIX_DISPLAY,美遊・エーデルフェルト(水着),,美遊・エーデルフェルト（swimsuit lancer / third ascension）,,BASE_IDENTITY_PLUS_CANONICAL_VARIANT_FALLBACK,HIGH,character_canonical_variant_fallback_batch028.csv
I70-033511,mofukoyo_(hakui_koyori),Character,55,FIX_DISPLAY,FIX_DISPLAY,もふこよ,,mofukoyo (hakui koyori),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,character_unverified_variant_fallback_batch043.csv
I70-033512,mogami_(swimsuit)_(kancolle),Character,55,FIX_DISPLAY,FIX_DISPLAY,最上(水着),,mogami (swimsuit) (kancolle),,REJECT_UNVERIFIED_SHORT_JA_CANDIDATE_USE_CANONICAL_FALLBACK,HIGH,character_unverified_shortname_fallback_batch023.csv
I70-033513,momo_(zephyr)_(infinity_nikki),Character,55,FIX_DISPLAY,FIX_DISPLAY,モモのマント・清風,,momo (zephyr) (infinity nikki),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,character_unverified_variant_fallback_batch043.csv
I70-033516,mr._c.b._(dazzling_kabuki_flower)_(umamusume),Character,55,FIX_DISPLAY,FIX_DISPLAY,絢爛花道歌舞く君,,ミスターシービー（絢爛花道歌舞く君）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,character_variant_identity_restore_batch014.csv
I70-033518,nagachichi_chika_idol-chan_(yue_(show-ei)),Character,55,FIX_DISPLAY,FIX_DISPLAY,長乳地下アイドルちゃん,,nagachichi chika idol-chan (yue (show-ei)),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,character_unverified_variant_fallback_batch043.csv
I70-033520,nakamura_kazuha,Character,55,FIX_DISPLAY,FIX_DISPLAY,カズハ,,nakamura kazuha,,REJECT_UNVERIFIED_SHORT_JA_CANDIDATE_USE_CANONICAL_FALLBACK,HIGH,character_unverified_shortname_fallback_batch023.csv
I70-033521,nana_(krt_girls),Character,55,FIX_DISPLAY,FIX_DISPLAY,耐耐,,nana (krt girls),,REJECT_UNVERIFIED_SHORT_JA_CANDIDATE_CANONICAL_IDENTITY_FALLBACK,HIGH,character_shortname_fallback_expanded_batch032.csv
I70-033523,nanami_sai,Character,55,FIX_DISPLAY,FIX_DISPLAY,七海SAI,,nanami sai,,REJECT_UNVERIFIED_UNCERTAIN_JA_USE_CANONICAL_FALLBACK,HIGH,character_uncertain_raw_fallback_batch044.csv
I70-033524,nanashi_(megami_tensei),Character,55,FIX_DISPLAY,FIX_DISPLAY,ナナシ(真IVF),,nanashi (megami tensei),,REJECT_UNVERIFIED_SHORT_JA_CANDIDATE_USE_CANONICAL_FALLBACK,HIGH,character_unverified_shortname_fallback_batch023.csv
I70-033530,nemo_(nadia),Character,55,FIX_DISPLAY,FIX_DISPLAY,ネモ,,ネモ（ふしぎの海のナディア）,,ADD_COPYRIGHT_CONTEXT_TO_AMBIGUOUS_SHORT_CHARACTER_NAME,HIGH,character_context_disambiguation_batch013.csv
I70-033531,neru_(swimsuit)_(blue_archive),Character,55,FIX_DISPLAY,FIX_DISPLAY,美甘尼禄(泳装),,美甘ネル（swimsuit）,,BASE_IDENTITY_PLUS_CANONICAL_VARIANT_FALLBACK,HIGH,character_canonical_variant_fallback_batch028.csv
I70-033532,nether_angel_(housamo),Character,55,FIX_DISPLAY,FIX_DISPLAY,冥のエンジェル,,nether angel (housamo),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,character_unverified_variant_fallback_batch043.csv
I70-033534,night_strait_princess_(white),Character,55,FIX_DISPLAY,FIX_DISPLAY,海峡夜棲姫,,night strait princess (white),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,character_unverified_variant_fallback_batch043.csv
I70-033558,pi_(.hack//),Character,55,FIX_DISPLAY,FIX_DISPLAY,パイ(.hack//G.U.),,pi (.hack//),,REJECT_UNVERIFIED_SHORT_JA_CANDIDATE_USE_CANONICAL_FALLBACK,HIGH,character_unverified_shortname_fallback_batch023.csv
I70-033559,ping_hai_(osmanthus_moon_rabbit)_(azur_lane),Character,55,FIX_DISPLAY,FIX_DISPLAY,モクセイラビット,,平海（モクセイラビット）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,character_variant_identity_restore_batch014.csv
I70-033560,pink-haired_nun_(404notfound),Character,55,FIX_DISPLAY,FIX_DISPLAY,ピンクの髪の修道女（歪つ）,,pink-haired nun (404notfound),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,character_unverified_variant_fallback_batch043.csv
I70-033566,putty_(phantom_brave),Character,55,FIX_DISPLAY,FIX_DISPLAY,パテ（ファントムブレイブ）,,putty (phantom brave),,REJECT_UNVERIFIED_SHORT_JA_CANDIDATE_USE_CANONICAL_FALLBACK,HIGH,character_unverified_shortname_fallback_batch023.csv
I70-033568,raising_heart_(cannon_mode),Character,55,FIX_DISPLAY,FIX_DISPLAY,カノンモード,,レイジングハート（カノンモード）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,character_variant_identity_restore_batch014.csv
I70-033569,ramona_(the_prey),Character,55,FIX_DISPLAY,FIX_DISPLAY,ラモナ（獲物）,,ramona (the prey),,REJECT_UNVERIFIED_SHORT_JA_CANDIDATE_USE_CANONICAL_FALLBACK,HIGH,character_unverified_shortname_fallback_batch023.csv
I70-033571,red_(dq8),Character,55,FIX_DISPLAY,FIX_DISPLAY,ゲルダ,,ゲルダ（ドラクエ）,,ADD_COPYRIGHT_CONTEXT_TO_AMBIGUOUS_SHORT_CHARACTER_NAME,HIGH,character_context_disambiguation_batch013.csv
I70-033572,red_(sygna_suit)_(thunderbolt)_(pokemon),Character,55,FIX_DISPLAY,FIX_DISPLAY,マジコスレッド_(アナザー),,レッド（ポケモン）（sygna suit / thunderbolt）,,BASE_IDENTITY_PLUS_CANONICAL_VARIANT_FALLBACK,HIGH,character_canonical_variant_fallback_batch028.csv
I70-033573,reimu_endou_(anniversary_dress),Character,55,FIX_DISPLAY,FIX_DISPLAY,遠藤霊夢(ハートの女王),,遠藤霊夢（anniversary dress）,,BASE_IDENTITY_PLUS_CANONICAL_VARIANT_FALLBACK,HIGH,character_canonical_variant_fallback_batch028.csv
I70-033574,ren_(fragile),Character,55,FIX_DISPLAY,FIX_DISPLAY,レン(FRAGILE〜さよなら月の廃墟〜),,ren (fragile),,REJECT_UNVERIFIED_SHORT_JA_CANDIDATE_USE_CANONICAL_FALLBACK,HIGH,character_unverified_shortname_fallback_batch023.csv
I70-033576,reno_(summer_spin-off)_(azur_lane),Character,55,FIX_DISPLAY,FIX_DISPLAY,サマー・スピンオフ,,リノ（サマー・スピンオフ）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,character_variant_identity_restore_batch014.csv
