row_id,canonical_tag,source_aliases,verified_aliases,existing_candidate_ja,existing_display_ja,existing_search_ja
I70-052870,suna_(sunaipu),,,スナ（スナイプ）,,
I70-052873,toruneko,,,トルネコ,,
I70-052874,tsuchii_(ramakifrau),,,ツチー（ラマキフラウ）,,
I70-052875,ukimukai,,,ウキムカイ,,
I70-052878,wani_(perfect_han),perfect_han,perfect han,ワニ（パーフェクトハン）,,
I70-052880,yokota_takumi,tatsumin,tatsumin,タクミヨコタ,,
I70-052882,anima_(togashi),,,アニマ（tog）,,
I70-052884,ayacho,,,アヤチョ,,
I70-052886,batacchi_(mashimashi_butter),batabata0015,batabata0015,バタッチ（松田バター）,,
I70-052888,elegant_(sumisumi4268),sumisumi4268,sumisumi4268,エレガント（sumisumi4268）,,
I70-052890,fuyuno_yuuki,ancoloyuki,ancoloyuki,フユノユーキ,,
I70-052892,gambler_club,,,ギャンブラークラブ,,
I70-052893,giryu,,,ギリウ,,
I70-052895,harada_(basashi),,,谷田（仏教）,,
I70-052896,harumiya,,,ハルミヤ,,
I70-052897,hebino_rai,ot-nm,ot-nm,ヘビーノ・ライ,,
I70-052899,ishikawa_hideki,,,石川秀樹,,
I70-052900,jin_young-in,ei_(pakirapakira),ei (pakirapakira),ジン・ヤングイン,,
I70-052902,karbo,,,カルボ,,
I70-052904,kemonomichi_(blue_black),,,ケモノミチ（ブルーブラック）,,
I70-052905,kurokin,,,クロキン,,
I70-052907,maka_(maka04021),reki_(user_rcrd4534),reki (user rcrd4534),Reki（ユーザーRCRD4534）,,
I70-052908,mototenn,,,モトテン,,
I70-052911,nagareboshi,,,ナガレボシ,,
I70-052912,namahamu_(hmhm_81),,,ナマハム（hmhm81）,,
I70-052913,nenbuta,"amano_jack_(paradise_jack),amano_jaku_(kyabosean)",amano jack (paradise jack) | amano jaku (kyabosean),ネンブタ,,
I70-052916,piro_(orip),,,ピロ（orip）,,
I70-052918,retorillo,,,レトリロ,,
I70-052920,saine,,,セイン,,
I70-052924,uni_ikura,,,ユニ・イクラ,,
I70-052926,wei_(promise_0820),,,wei（約束0820）,,
I70-052928,yonaga_(masa07240),masa07240,masa07240,ヨナガ（MASA07240）,,
I70-052929,yukiguni_yuu,,,ユキグニユー,,
I70-052933,araki_(qbthgry),qbthgry,qbthgry,アラキ（qbthgry）,,
I70-052934,azumi_akitake,,,アズミ・アキタケ,,
I70-052935,balnom,,,バルノム,,
I70-052936,dickbomber,leewh1515,leewh1515,ディックボンバー,,
I70-052938,gohanduck,"iks+,meiyoumingzi",iks+ | meiyoumingzi,ゴハンドック,,
I70-052939,haijin,22_(291085645),22 (291085645),ハジン,,
I70-052944,kaninn,,,カニン,,
I70-052945,kavka,,,カブカ,,
I70-052947,kurasawa_moko,yukinezumi,yukinezumi,黒崎moko,,
I70-052951,madogawa,,,マドガワ,,
I70-052952,meipoi,,,メイポイ,,
I70-052953,mikoto_akemi,,,ミコトアケミ,,
I70-052954,mizuno_(okn66),,,ミズノ（okn66）,,
I70-052958,namagome_negi,,,ナマゴメ・ネガ,,
I70-052959,nawakena,,,ナワケナ,,
I70-052962,painter-lhb,,,画家-LHB,,
I70-052964,ryokuno_green,,,リョクノグリーン,,
I70-052966,sangobob,heok_bam,heok bam,サンゴボブ,,
I70-052970,tsuchikure,,,ツチクレ,,
I70-052971,yakou_(4507770),,,ヤコウ（4507770）,,
I70-052975,akihiyo,,,アキヒヨ,,
I70-052977,asterozoa,,,アスタゾア,,
I70-052978,ata_(tsumari),,,ata（うつ病）,,
I70-052979,bee_doushi,,,ビー・ドーヒ,,
I70-052982,chutohampa,,,チュトハンパ,,
I70-052987,ghosty_(xiaobai),,,幽霊（Xiaobai）,,
I70-052994,haganemaru_kennosuke,,,西性kennosuke,,
I70-052996,hamashima_shigeo,,,島島史,,
I70-052997,ikada_kai,,,イカダカイ,,
I70-052999,izumo_neru,,,イズモ・ネル,,
I70-053000,james_turner,,,ジェームズ・ターナー,,
