canonical,source_batch,source_global_row,old_primary_path,new_primary_path,old_secondary_paths,new_secondary_paths,rule
walfie_(style),34,29250,STYLE_QUALITY_META/STYLE,STYLE_QUALITY_META,[],[],top_level_fallback:STYLE
walk-in,34,29251,PLACE_BACKGROUND/INDOOR,PLACE_BACKGROUND,[],[],top_level_fallback:INDOOR
walk_cycle,34,29252,STYLE_QUALITY_META/MEDIUM,STYLE_QUALITY_META,[],[],top_level_fallback:MEDIUM
walkie-talkie,34,29254,OBJECT_PROP/DEVICE,OBJECT_PROP,[],[],top_level_fallback:DEVICE
walking,34,29255,POSE_MOVEMENT/MOVEMENT,POSE_MOVEMENT,[],[],top_level_fallback:MOVEMENT
walking_away,34,29256,POSE_MOVEMENT/MOVEMENT,POSE_MOVEMENT,[],[],top_level_fallback:MOVEMENT
walking_backwards,34,29257,POSE_MOVEMENT/MOVEMENT,POSE_MOVEMENT,[],[],top_level_fallback:MOVEMENT
walking_on_liquid,34,29258,POSE_MOVEMENT/MOVEMENT,POSE_MOVEMENT,[],[],top_level_fallback:MOVEMENT
walking_towards_viewer,34,29259,POSE_MOVEMENT/MOVEMENT,POSE_MOVEMENT,[],[],top_level_fallback:MOVEMENT
walkman,34,29260,OBJECT_PROP/DEVICE,OBJECT_PROP,[],[],top_level_fallback:DEVICE
walkman_e_series,34,29261,OBJECT_PROP/DEVICE,OBJECT_PROP,[],[],top_level_fallback:DEVICE
walkman_nw-s203f,34,29262,OBJECT_PROP/DEVICE,OBJECT_PROP,[],[],top_level_fallback:DEVICE
walkway,34,29264,PLACE_BACKGROUND/OUTDOOR,PLACE_BACKGROUND,[],[],top_level_fallback:OUTDOOR
wall-eyed,34,29265,EXPRESSION_EMOTION/EXPRESSION,EXPRESSION_EMOTION,[],[],top_level_fallback:EXPRESSION
wall_clock,34,29266,OBJECT_PROP/PROP,OBJECT_PROP,[],[],top_level_fallback:PROP
wall_cross-section,34,29267,COMPOSITION_CAMERA/FRAMING,COMPOSITION_CAMERA,[],[],top_level_fallback:FRAMING
wall_lamp,34,29268,OBJECT_PROP/PROP,OBJECT_PROP,[],[],top_level_fallback:PROP
wall_mirror,34,29269,OBJECT_PROP/FURNITURE_OBJECT,OBJECT_PROP/DAILY,[],[],explicit_alias:FURNITURE_OBJECT->DAILY
wall_shelf,34,29271,OBJECT_PROP/FURNITURE_OBJECT,OBJECT_PROP/DAILY,[],[],explicit_alias:FURNITURE_OBJECT->DAILY
wallet,34,29272,OBJECT_PROP/PROP,OBJECT_PROP,[],[],top_level_fallback:PROP
wallet_chain,34,29273,CLOTHING/ACCESSORIES,CLOTHING/ACCESSORY,[],[],explicit_alias:ACCESSORIES->ACCESSORY
wallpaper_(object),34,29274,OBJECT_PROP/PROP,OBJECT_PROP,[],[],top_level_fallback:PROP
walrus,34,29276,LIVING_NATURE/ANIMAL,LIVING_NATURE/CREATURE,[],[],explicit_alias:ANIMAL->CREATURE
walrus_boy,34,29277,LIVING_NATURE/ANIMAL,LIVING_NATURE/CREATURE,[],[],explicit_alias:ANIMAL->CREATURE
waltz_(dance),34,29282,POSE_MOVEMENT/MOVEMENT,POSE_MOVEMENT,[],[],top_level_fallback:MOVEMENT
wand_in_head,34,29285,ACTION_CONTACT/HOLDING_CARRYING,ACTION_CONTACT/OBJECT_USE,[],[],explicit_alias:HOLDING_CARRYING->OBJECT_USE
wandenreich_uniform,34,29288,CLOTHING/DRESSES_OUTFITS,CLOTHING,[],[],top_level_fallback:DRESSES_OUTFITS
wanderer_(genshin_impact)_(cosplay),34,29289,CLOTHING/DRESSES_OUTFITS,CLOTHING,[],[],top_level_fallback:DRESSES_OUTFITS
war,34,29293,STYLE_QUALITY_META/METADATA,STYLE_QUALITY_META,[],[],top_level_fallback:METADATA
war_banner,34,29294,TEXT_SYMBOL/SIGNAGE,TEXT_SYMBOL,[],[],top_level_fallback:SIGNAGE
war_paint,34,29298,COLOR_APPEARANCE/PATTERN,COLOR_APPEARANCE,[],[],top_level_fallback:PATTERN
waraji,34,29299,CLOTHING/FOOTWEAR,CLOTHING/EVERYDAY,[],[],explicit_alias:FOOTWEAR->EVERYDAY
warbonnet,34,29300,CLOTHING/HEADWEAR,CLOTHING/EVERYDAY,[],[],explicit_alias:HEADWEAR->EVERYDAY
wardrobe,34,29301,OBJECT_PROP/FURNITURE_OBJECT,OBJECT_PROP/DAILY,[],[],explicit_alias:FURNITURE_OBJECT->DAILY
wardrobe_error,34,29302,CLOTHING_STATE_EXPOSURE/CLOTHING_STATE,CLOTHING_STATE_EXPOSURE,[],[],top_level_fallback:CLOTHING_STATE
wardrobe_malfunction,34,29303,CLOTHING_STATE_EXPOSURE/CLOTHING_STATE,CLOTHING_STATE_EXPOSURE,[],[],top_level_fallback:CLOTHING_STATE
warehouse,34,29304,PLACE_BACKGROUND/OUTDOOR,PLACE_BACKGROUND,[],[],top_level_fallback:OUTDOOR
wariza,34,29305,POSE_MOVEMENT/STANDING_SITTING,POSE_MOVEMENT,[],[],top_level_fallback:STANDING_SITTING
warm_colors,34,29306,COLOR_APPEARANCE/COLOR,COLOR_APPEARANCE,[],[],top_level_fallback:COLOR
warming,34,29307,ACTION_CONTACT/DAILY_ACTION,ACTION_CONTACT,[],[],top_level_fallback:DAILY_ACTION
warming_hands,34,29308,ACTION_CONTACT/DAILY_ACTION,ACTION_CONTACT,[],[],top_level_fallback:DAILY_ACTION
warp_pipe,34,29310,OBJECT_PROP/PROP,OBJECT_PROP,[],[],top_level_fallback:PROP
warrior_(dq3)_(cosplay),34,29313,CLOTHING/DRESSES_OUTFITS,CLOTHING,[],[],top_level_fallback:DRESSES_OUTFITS
warspite_(kancolle)_(cosplay),34,29315,CLOTHING/DRESSES_OUTFITS,CLOTHING,[],[],top_level_fallback:DRESSES_OUTFITS
warts,34,29316,BODY_PART/ANATOMY,BODY_PART,[],[],top_level_fallback:ANATOMY
wash_cloth,34,29318,OBJECT_PROP/PROP,OBJECT_PROP,[],[],top_level_fallback:PROP
washboard,34,29319,OBJECT_PROP/PROP,OBJECT_PROP,[],[],top_level_fallback:PROP
washbowl,34,29320,OBJECT_PROP/PROP,OBJECT_PROP,[],[],top_level_fallback:PROP
washing_another,34,29321,ACTION_CONTACT/DAILY_ACTION,ACTION_CONTACT,[],[],top_level_fallback:DAILY_ACTION
washing_back,34,29322,ACTION_CONTACT/DAILY_ACTION,ACTION_CONTACT,[],[],top_level_fallback:DAILY_ACTION
washing_clothes,34,29323,CLOTHING/DRESSES_OUTFITS,CLOTHING,[],[],top_level_fallback:DRESSES_OUTFITS
washing_face,34,29324,ACTION_CONTACT/DAILY_ACTION,ACTION_CONTACT,[],[],top_level_fallback:DAILY_ACTION
washing_hair,34,29325,ACTION_CONTACT/DAILY_ACTION,ACTION_CONTACT,[],[],top_level_fallback:DAILY_ACTION
washing_hands,34,29326,ACTION_CONTACT/DAILY_ACTION,ACTION_CONTACT,[],[],top_level_fallback:DAILY_ACTION
washing_machine,34,29327,OBJECT_PROP/DEVICE,OBJECT_PROP,[],[],top_level_fallback:DEVICE
washing_vehicle,34,29328,ACTION_CONTACT/DAILY_ACTION,ACTION_CONTACT,[],[],top_level_fallback:DAILY_ACTION
washitsu,34,29329,PLACE_BACKGROUND/INDOOR,PLACE_BACKGROUND,[],[],top_level_fallback:INDOOR
washtub,34,29330,OBJECT_PROP/PROP,OBJECT_PROP,[],[],top_level_fallback:PROP
wasp,34,29331,LIVING_NATURE/ANIMAL,LIVING_NATURE/CREATURE,[],[],explicit_alias:ANIMAL->CREATURE
wasp_girl,34,29332,LIVING_NATURE/ANIMAL,LIVING_NATURE/CREATURE,[],[],explicit_alias:ANIMAL->CREATURE
wasteland,34,29333,PLACE_BACKGROUND/BACKGROUND,PLACE_BACKGROUND,[],[],top_level_fallback:BACKGROUND
wataboushi,34,29334,CLOTHING/HEADWEAR,CLOTHING/EVERYDAY,[],[],explicit_alias:HEADWEAR->EVERYDAY
watanabe_akio_(style),34,29335,STYLE_QUALITY_META/STYLE,STYLE_QUALITY_META,[],[],top_level_fallback:STYLE
watch,34,29337,OBJECT_PROP/DEVICE,OBJECT_PROP,[],[],top_level_fallback:DEVICE
watching_movie,34,29338,ACTION_CONTACT/DAILY_ACTION,ACTION_CONTACT,[],[],top_level_fallback:DAILY_ACTION
watching_pornography,34,29339,ACTION_CONTACT/DAILY_ACTION,ACTION_CONTACT,[],[],top_level_fallback:DAILY_ACTION
watching_television,34,29340,ACTION_CONTACT/DAILY_ACTION,ACTION_CONTACT,[],[],top_level_fallback:DAILY_ACTION
watchtower,34,29341,PLACE_BACKGROUND/ARCHITECTURE,PLACE_BACKGROUND,[],[],top_level_fallback:ARCHITECTURE
water,34,29342,LIVING_NATURE/NATURE,LIVING_NATURE,[],[],top_level_fallback:NATURE
water_balloon,34,29343,OBJECT_PROP/PROP,OBJECT_PROP,[],[],top_level_fallback:PROP
water_boiler,34,29344,OBJECT_PROP/PROP,OBJECT_PROP,[],[],top_level_fallback:PROP
water_bottle,34,29345,OBJECT_PROP/PROP,OBJECT_PROP,[],[],top_level_fallback:PROP
water_censor,34,29346,STYLE_QUALITY_META/METADATA,STYLE_QUALITY_META,[],[],top_level_fallback:METADATA
water_cooler,34,29347,OBJECT_PROP/PROP,OBJECT_PROP,[],[],top_level_fallback:PROP
water_dress,34,29349,CLOTHING/DRESSES_OUTFITS,CLOTHING,[],[],top_level_fallback:DRESSES_OUTFITS
water_drop,34,29350,LIVING_NATURE/NATURE,LIVING_NATURE,[],[],top_level_fallback:NATURE
water_drop_hair_ornament,34,29351,HAIR_FACE/HAIR_ORNAMENT,HAIR_FACE,[],[],top_level_fallback:HAIR_ORNAMENT
water_fight,34,29353,ACTION_CONTACT/DAILY_ACTION,ACTION_CONTACT,[],[],top_level_fallback:DAILY_ACTION
water_masturbation,34,29356,ACTION_CONTACT/CONTACT,ACTION_CONTACT/INTERACTION,[],[],explicit_alias:CONTACT->INTERACTION
water_on_glass,34,29357,COMPOSITION_CAMERA/CAMERA,COMPOSITION_CAMERA,[],[],top_level_fallback:CAMERA
water_pump,34,29358,OBJECT_PROP/PROP,OBJECT_PROP,[],[],top_level_fallback:PROP
water_slide,34,29359,OBJECT_PROP/PROP,OBJECT_PROP,[],[],top_level_fallback:PROP
water_stone,34,29360,OBJECT_PROP/PROP,OBJECT_PROP,[],[],top_level_fallback:PROP
water_stream,34,29361,LIVING_NATURE/NATURE,LIVING_NATURE,[],[],top_level_fallback:NATURE
water_tank,34,29362,OBJECT_PROP/PROP,OBJECT_PROP,[],[],top_level_fallback:PROP
water_tower,34,29363,OBJECT_PROP/PROP,OBJECT_PROP,[],[],top_level_fallback:PROP
water_type_theme_(pokemon),34,29364,STYLE_QUALITY_META/METADATA,STYLE_QUALITY_META,[],[],top_level_fallback:METADATA
water_wheel,34,29365,OBJECT_PROP/PROP,OBJECT_PROP,[],[],top_level_fallback:PROP
water_world,34,29366,PLACE_BACKGROUND/BACKGROUND,PLACE_BACKGROUND,[],[],top_level_fallback:BACKGROUND
water_yoyo,34,29367,OBJECT_PROP/PROP,OBJECT_PROP,[],[],top_level_fallback:PROP
watercolor_background,34,29368,STYLE_QUALITY_META/STYLE,STYLE_QUALITY_META,[],[],top_level_fallback:STYLE
watercolor_effect,34,29369,STYLE_QUALITY_META/STYLE,STYLE_QUALITY_META,[],[],top_level_fallback:STYLE
waterfall,34,29371,LIVING_NATURE/NATURE,LIVING_NATURE,[],[],top_level_fallback:NATURE
waterfall_shower,34,29373,ACTION_CONTACT/DAILY_ACTION,ACTION_CONTACT,[],[],top_level_fallback:DAILY_ACTION
watering,34,29374,ACTION_CONTACT/DAILY_ACTION,ACTION_CONTACT,[],[],top_level_fallback:DAILY_ACTION
watering_can,34,29375,OBJECT_PROP/PROP,OBJECT_PROP,[],[],top_level_fallback:PROP
watermark,34,29376,STYLE_QUALITY_META/METADATA,STYLE_QUALITY_META,[],[],top_level_fallback:METADATA
watermark_grid,34,29377,STYLE_QUALITY_META/METADATA,STYLE_QUALITY_META,[],[],top_level_fallback:METADATA
watermelon_between_thighs,34,29381,ACTION_CONTACT/HOLDING_CARRYING,ACTION_CONTACT/OBJECT_USE,[],[],explicit_alias:HOLDING_CARRYING->OBJECT_USE
watermelon_print,34,29384,COLOR_APPEARANCE/PATTERN,COLOR_APPEARANCE,[],[],top_level_fallback:PATTERN
waterpark,34,29387,PLACE_BACKGROUND/OUTDOOR,PLACE_BACKGROUND,[],[],top_level_fallback:OUTDOOR
watson_amelia_(cosplay),34,29389,CLOTHING/DRESSES_OUTFITS,CLOTHING,[],[],top_level_fallback:DRESSES_OUTFITS
wave_print,34,29392,COLOR_APPEARANCE/PATTERN,COLOR_APPEARANCE,[],[],top_level_fallback:PATTERN
wavebox,34,29393,OBJECT_PROP/DEVICE,OBJECT_PROP,[],[],top_level_fallback:DEVICE
waveform,34,29394,STYLE_QUALITY_META/STYLE,STYLE_QUALITY_META,[],[],top_level_fallback:STYLE
waves,34,29395,LIVING_NATURE/NATURE,LIVING_NATURE,[],[],top_level_fallback:NATURE
waving,34,29396,POSE_MOVEMENT/ARM_HAND_POSE,POSE_MOVEMENT,[],[],top_level_fallback:ARM_HAND_POSE
waving_another's_arm,34,29397,POSE_MOVEMENT/ARM_HAND_POSE,POSE_MOVEMENT,[],[],top_level_fallback:ARM_HAND_POSE
waving_arms,34,29398,POSE_MOVEMENT/ARM_HAND_POSE,POSE_MOVEMENT,[],[],top_level_fallback:ARM_HAND_POSE
waving_hands,34,29400,POSE_MOVEMENT/ARM_HAND_POSE,POSE_MOVEMENT,[],[],top_level_fallback:ARM_HAND_POSE
