canonical,display_ja,search_ja,candidate_display_ja,candidate_search_ja,final_state,route,reason,reason_codes,risk_class
maid,,,,,FALLBACK_ENGLISH,FALLBACK,ENGLISH_CANONICAL_FALLBACK_AFTER_ROUTE_EXHAUSTION,ENGLISH_CANONICAL_FALLBACK_AFTER_ROUTE_EXHAUSTION|NO_MACHINE_CANDIDATE,LOW
maid_apron,メイドエプロン,メイドエプロン,メイドエプロン,メイドエプロン,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
maid_headdress,ホワイトブリム,ホワイトブリム,ホワイトブリム,ホワイトブリム,STRICT_ACCEPT,CARRY_FORWARD,PRIOR_CAMPAIGN_READY_CARRY_FORWARD,PRIOR_CAMPAIGN_READY_CARRY_FORWARD,LOW
makeup,化粧,化粧,化粧,化粧,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
mask,マスク,マスク,マスク,マスク,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
meme,,,ミーム,ミーム,REVIEW,STRICT,STRICT_REVIEW_REQUIRED,STRICT_REVIEW_REQUIRED|STRICT_ROUTE_REQUIRED,LOW
messy_hair,乱れ髪,乱れ髪,乱れ髪,乱れ髪,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
micro_bikini,マイクロビキニ,マイクロビキニ,マイクロビキニ,マイクロビキニ,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
military,軍装,軍装,軍装,軍装,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
military_uniform,軍服,軍服,軍服,軍服,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
miniskirt,ミニスカート,ミニスカート,ミニスカート,ミニスカート,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
mob_cap,,,,,FALLBACK_ENGLISH,FALLBACK,ENGLISH_CANONICAL_FALLBACK_AFTER_ROUTE_EXHAUSTION,ENGLISH_CANONICAL_FALLBACK_AFTER_ROUTE_EXHAUSTION|NO_MACHINE_CANDIDATE,LOW
mole,ほくろ,ほくろ,ほくろ,ほくろ,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
monochrome,モノクロ,モノクロ,モノクロ,モノクロ,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
monster_girl,,,,,FALLBACK_ENGLISH,FALLBACK,ENGLISH_CANONICAL_FALLBACK_AFTER_ROUTE_EXHAUSTION,ENGLISH_CANONICAL_FALLBACK_AFTER_ROUTE_EXHAUSTION|NO_MACHINE_CANDIDATE,LOW
moon,月,月,月,月,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
mosaic_censoring,モザイク修正,モザイク修正,モザイク修正,モザイク修正,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
motion_lines,動線,動線,動線,動線,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
motor_vehicle,自動車,自動車,自動車,自動車,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
mouth_hold,,,,,FALLBACK_ENGLISH,FALLBACK,ENGLISH_CANONICAL_FALLBACK_AFTER_ROUTE_EXHAUSTION,ENGLISH_CANONICAL_FALLBACK_AFTER_ROUTE_EXHAUSTION|NO_MACHINE_CANDIDATE,LOW
multicolored_eyes,多色の目,多色の目,多色の目,多色の目,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,MEDIUM
multiple_tails,,,複数の尾,複数の尾,REVIEW,STRICT,STRICT_REVIEW_REQUIRED,STRICT_REVIEW_REQUIRED|STRICT_ROUTE_REQUIRED,CRITICAL
muscular,筋肉質,筋肉質,筋肉質,筋肉質,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
muscular_male,筋肉質の男性,筋肉質の男性,筋肉質の男性,筋肉質の男性,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
musical_note,音符,音符,音符,音符,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
neck_ribbon,首リボン,首リボン,首リボン,首リボン,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
neckerchief,スカーフ,スカーフ,スカーフ,スカーフ,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
necktie,ネクタイ,ネクタイ,ネクタイ,ネクタイ,STRICT_ACCEPT,CARRY_FORWARD,PRIOR_CAMPAIGN_READY_CARRY_FORWARD,PRIOR_CAMPAIGN_READY_CARRY_FORWARD,LOW
night,よる,よる,よる,よる,STRICT_ACCEPT,CARRY_FORWARD,PRIOR_CAMPAIGN_READY_CARRY_FORWARD,PRIOR_CAMPAIGN_READY_CARRY_FORWARD,LOW
no_bra,ノーブラ,ノーブラ,ノーブラ,ノーブラ,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
no_humans,,,人間なし,人間なし,REVIEW,STRICT,STRICT_REVIEW_REQUIRED,STRICT_REVIEW_REQUIRED|STRICT_ROUTE_REQUIRED,LOW
no_pants,ズボンなし,ズボンなし,ズボンなし,ズボンなし,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
no_shoes,靴なし,靴なし,靴なし,靴なし,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
nose_blush,鼻赤面,鼻赤面,鼻赤面,鼻赤面,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
notice_lines,,,,,FALLBACK_ENGLISH,FALLBACK,ENGLISH_CANONICAL_FALLBACK_AFTER_ROUTE_EXHAUSTION,ENGLISH_CANONICAL_FALLBACK_AFTER_ROUTE_EXHAUSTION|NO_MACHINE_CANDIDATE,LOW
ocean,海,海,海,海,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
official_alternate_costume,,,,,FALLBACK_ENGLISH,FALLBACK,ENGLISH_CANONICAL_FALLBACK_AFTER_ROUTE_EXHAUSTION,ENGLISH_CANONICAL_FALLBACK_AFTER_ROUTE_EXHAUSTION|NO_MACHINE_CANDIDATE|RELATION_OR_PROVENANCE_AMBIGUITY|STRICT_ROUTE_REQUIRED,LOW
official_alternate_hairstyle,,,,,FALLBACK_ENGLISH,FALLBACK,ENGLISH_CANONICAL_FALLBACK_AFTER_ROUTE_EXHAUSTION,ENGLISH_CANONICAL_FALLBACK_AFTER_ROUTE_EXHAUSTION|NO_MACHINE_CANDIDATE|RELATION_OR_PROVENANCE_AMBIGUITY|STRICT_ROUTE_REQUIRED,LOW
on_bed,,,,,FALLBACK_ENGLISH,FALLBACK,ENGLISH_CANONICAL_FALLBACK_AFTER_ROUTE_EXHAUSTION,ENGLISH_CANONICAL_FALLBACK_AFTER_ROUTE_EXHAUSTION|NO_MACHINE_CANDIDATE,LOW
one-piece_swimsuit,ワンピース水着,ワンピース水着,ワンピース水着,ワンピース水着,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
one_eye_closed,片目閉じ,片目閉じ,片目閉じ,片目閉じ,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,MEDIUM
one_side_up,片側アップ,片側アップ,片側アップ,片側アップ,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
open_coat,開いたコート,開いたコート,開いたコート,開いたコート,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
open_shirt,開いたシャツ,開いたシャツ,開いたシャツ,開いたシャツ,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
outline,輪郭線,輪郭線,輪郭線,輪郭線,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
outside_border,,,,,FALLBACK_ENGLISH,FALLBACK,ENGLISH_CANONICAL_FALLBACK_AFTER_ROUTE_EXHAUSTION,ENGLISH_CANONICAL_FALLBACK_AFTER_ROUTE_EXHAUSTION|NO_MACHINE_CANDIDATE,LOW
outstretched_arm,伸ばした腕,伸ばした腕,伸ばした腕,伸ばした腕,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
outstretched_arms,伸ばした両腕,伸ばした両腕,伸ばした両腕,伸ばした両腕,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
own_hands_together,自分の手を合わせる,自分の手を合わせる,自分の手を合わせる,自分の手を合わせる,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
pale_skin,色白の肌,色白の肌,色白の肌,色白の肌,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
pants,ズボン,ズボン,ズボン,ズボン,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
pantyhose,パンスト,パンスト,パンスト,パンスト,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
parody,パロディ,パロディ,パロディ,パロディ,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
parted_bangs,分けた前髪,分けた前髪,分けた前髪,分けた前髪,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
parted_lips,開いた唇,開いた唇,開いた唇,開いた唇,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
pauldrons,,,,,FALLBACK_ENGLISH,FALLBACK,ENGLISH_CANONICAL_FALLBACK_AFTER_ROUTE_EXHAUSTION,ENGLISH_CANONICAL_FALLBACK_AFTER_ROUTE_EXHAUSTION|NO_MACHINE_CANDIDATE,LOW
peaked_cap,,,,,FALLBACK_ENGLISH,FALLBACK,ENGLISH_CANONICAL_FALLBACK_AFTER_ROUTE_EXHAUSTION,ENGLISH_CANONICAL_FALLBACK_AFTER_ROUTE_EXHAUSTION|NO_MACHINE_CANDIDATE,LOW
pectorals,,,,,FALLBACK_ENGLISH,FALLBACK,ENGLISH_CANONICAL_FALLBACK_AFTER_ROUTE_EXHAUSTION,ENGLISH_CANONICAL_FALLBACK_AFTER_ROUTE_EXHAUSTION|NO_MACHINE_CANDIDATE,LOW
pelvic_curtain,骨盤カーテン,骨盤カーテン,骨盤カーテン,骨盤カーテン,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
pencil_skirt,,,,,FALLBACK_ENGLISH,FALLBACK,ENGLISH_CANONICAL_FALLBACK_AFTER_ROUTE_EXHAUSTION,ENGLISH_CANONICAL_FALLBACK_AFTER_ROUTE_EXHAUSTION|NO_MACHINE_CANDIDATE,LOW
petals,,,,,FALLBACK_ENGLISH,FALLBACK,ENGLISH_CANONICAL_FALLBACK_AFTER_ROUTE_EXHAUSTION,ENGLISH_CANONICAL_FALLBACK_AFTER_ROUTE_EXHAUSTION|NO_MACHINE_CANDIDATE,LOW
phone,電話,電話,電話,電話,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
pillow,枕,枕,枕,枕,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
pink_eyes,ピンクの目,ピンクの目,ピンクの目,ピンクの目,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
pink_flower,ピンクの花,ピンクの花,ピンクの花,ピンクの花,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
pink_hair,ピンク髪,ピンク髪,ピンク髪,ピンク髪,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
pink_nails,ピンクの爪,ピンクの爪,ピンクの爪,ピンクの爪,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
pink_panties,ピンクのパンツ,ピンクのパンツ,ピンクのパンツ,ピンクのパンツ,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
pink_ribbon,ピンクのリボン,ピンクのリボン,ピンクのリボン,ピンクのリボン,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
pink_skirt,ピンクのスカート,ピンクのスカート,ピンクのスカート,ピンクのスカート,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
plaid_clothes,チェック柄の服,チェック柄の服,チェック柄の服,チェック柄の服,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
plaid_skirt,チェック柄のスカート,チェック柄のスカート,チェック柄のスカート,チェック柄のスカート,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
plate,皿,皿,皿,皿,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
playboy_bunny,,,,,FALLBACK_ENGLISH,FALLBACK,ENGLISH_CANONICAL_FALLBACK_AFTER_ROUTE_EXHAUSTION,ENGLISH_CANONICAL_FALLBACK_AFTER_ROUTE_EXHAUSTION|NO_MACHINE_CANDIDATE,LOW
pleated_skirt,,,,,FALLBACK_ENGLISH,FALLBACK,ENGLISH_CANONICAL_FALLBACK_AFTER_ROUTE_EXHAUSTION,ENGLISH_CANONICAL_FALLBACK_AFTER_ROUTE_EXHAUSTION|NO_MACHINE_CANDIDATE,LOW
pocket,ポケット,ポケット,ポケット,ポケット,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
pointing,,,,,FALLBACK_ENGLISH,FALLBACK,ENGLISH_CANONICAL_FALLBACK_AFTER_ROUTE_EXHAUSTION,ENGLISH_CANONICAL_FALLBACK_AFTER_ROUTE_EXHAUSTION|NO_MACHINE_CANDIDATE,LOW
pointy_ears,尖った耳,尖った耳,尖った耳,尖った耳,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
pokemon_(creature),,,,,FALLBACK_ENGLISH,FALLBACK,ENGLISH_CANONICAL_FALLBACK_AFTER_ROUTE_EXHAUSTION,ENGLISH_CANONICAL_FALLBACK_AFTER_ROUTE_EXHAUSTION|NO_MACHINE_CANDIDATE|STRICT_ROUTE_REQUIRED,LOW
polka_dot,水玉模様,水玉模様,水玉模様,水玉模様,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
pom_pom_(clothes),,,,,FALLBACK_ENGLISH,FALLBACK,ENGLISH_CANONICAL_FALLBACK_AFTER_ROUTE_EXHAUSTION,ENGLISH_CANONICAL_FALLBACK_AFTER_ROUTE_EXHAUSTION|NO_MACHINE_CANDIDATE,LOW
ponytail,ポニーテール,ポニーテール,ポニーテール,ポニーテール,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
portrait,肖像,肖像,肖像,肖像,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
pouch,ポーチ,ポーチ,ポーチ,ポーチ,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
pov,主観視点,主観視点,主観視点,主観視点,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
pubic_hair,,,,,FALLBACK_ENGLISH,FALLBACK,ENGLISH_CANONICAL_FALLBACK_AFTER_ROUTE_EXHAUSTION,ENGLISH_CANONICAL_FALLBACK_AFTER_ROUTE_EXHAUSTION|NO_MACHINE_CANDIDATE,LOW
puffy_short_sleeves,,,,,FALLBACK_ENGLISH,FALLBACK,ENGLISH_CANONICAL_FALLBACK_AFTER_ROUTE_EXHAUSTION,ENGLISH_CANONICAL_FALLBACK_AFTER_ROUTE_EXHAUSTION|NO_MACHINE_CANDIDATE,MEDIUM
puffy_sleeves,パフスリーブ,パフスリーブ,パフスリーブ,パフスリーブ,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
purple_bow,紫のリボン,紫のリボン,紫のリボン,紫のリボン,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,MEDIUM
purple_dress,紫のドレス,紫のドレス,紫のドレス,紫のドレス,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,MEDIUM
purple_flower,紫の花,紫の花,紫の花,紫の花,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,MEDIUM
purple_hair,紫髪,紫髪,紫髪,紫髪,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,MEDIUM
purple_shirt,紫のシャツ,紫のシャツ,紫のシャツ,紫のシャツ,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,MEDIUM
purple_skirt,紫のスカート,紫のスカート,紫のスカート,紫のスカート,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,MEDIUM
rabbit_ears,ウサギ耳,ウサギ耳,ウサギ耳,ウサギ耳,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LOW
red_bow,赤いリボン,赤いリボン,赤いリボン,赤いリボン,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,MEDIUM
red_bowtie,赤い蝶ネクタイ,赤い蝶ネクタイ,赤い蝶ネクタイ,赤い蝶ネクタイ,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,MEDIUM
red_dress,赤いドレス,赤いドレス,赤いドレス,赤いドレス,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,MEDIUM
red_flower,赤い花,赤い花,赤い花,赤い花,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,MEDIUM
red_gloves,赤い手袋,赤い手袋,赤い手袋,赤い手袋,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,MEDIUM
red_hair,赤髪,赤髪,赤髪,赤髪,AUTO_ACCEPT,LIGHTWEIGHT,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,LIGHTWEIGHT_ACCEPT_TRANSPARENT_MACHINE_RENDERING,MEDIUM
