identity_key,is_general,is_special,general_canonical,general_status,general_primary_path,general_secondary_paths,general_confidence,special_id,special_tag,generation_family,generation_role,promotion_status,meaning_status,issue104_reviewed,issue104_review_source,issue104_product_fit_decision,issue104_adult_domains,issue104_post_count,sample_stratum,sample_rank,candidate_class,candidate_status,reviewed_class,review_reason,signal_conflict
straitjacket,YES,YES,straitjacket,PROPOSED,CLOTHING/EVERYDAY,[],HIGH,3003,straitjacket,RESTRAINT_IMPLEMENT,restraint_implement,APPROVED_STATIC,SOURCE_CLEAR,YES,STRICT_CANONICAL_ADULT_PRIORITY,SPECIAL_CANDIDATE,BDSM_RESTRAINT,1907,ISSUE104_REVIEWED_RISK,dccf23da58af31bf55c843085d4a55e8166ea77c3184660a027693aa3ef39759,,,,,
breasts_on_shoulders,YES,NO,breasts_on_shoulders,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,,,,,,,YES,STRICT_CANONICAL_ADULT_PRIORITY,GENERAL_ONLY_APPROPRIATE,BREAST_NIPPLE_AREOLA,75,ISSUE104_REVIEWED_RISK,dda41124eef91d4ad6366c6ffe8819a4ef0d92951a8457f1c38bdd3acb0696b5,,,,,
chain_between_breasts,YES,NO,chain_between_breasts,PROPOSED,CLOTHING/ACCESSORY,"[""BODY_PART""]",HIGH,,,,,,,YES,STRICT_CANONICAL_ADULT_PRIORITY,GENERAL_ONLY_APPROPRIATE,BREAST_NIPPLE_AREOLA,294,ISSUE104_REVIEWED_RISK,de659ebd3fbf9de8514fa8ceae67195add015a407d8190c44c464cb063c342a0,,,,,
extra_breasts,YES,YES,extra_breasts,PROPOSED,BODY_PART,[],HIGH,3030,extra_breasts,BODY_ATTRIBUTE,body_target_or_attribute,APPROVED_STATIC,SOURCE_CLEAR,YES,STRICT_CANONICAL_ADULT_PRIORITY,SPECIAL_CANDIDATE,BREAST_NIPPLE_AREOLA,332,ISSUE104_REVIEWED_RISK,df14d3deef5609d38b4aa23c9370a7c21a6e8fd1440893752d726c5610f70db1,,,,,
bleeding_heart_(flower),YES,NO,bleeding_heart_(flower),PROPOSED,LIVING_NATURE/PLANT,[],HIGH,,,,,,,YES,STRICT_CANONICAL_ADULT_PRIORITY,REJECT_NONCONTENT_REASON,R18G_INJURY,55,ISSUE104_REVIEWED_RISK,df8425ef9ea3fdc427f2f43b957a241d4a93b22f0e16008c66aab9787bd48626,,,,,
kissing_breast,YES,YES,kissing_breast,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,3058,kissing_breast,ACTION_INTERACTION,action,APPROVED_STATIC,SOURCE_CLEAR,YES,STRICT_CANONICAL_ADULT_PRIORITY,SPECIAL_CANDIDATE,BREAST_NIPPLE_AREOLA,142,ISSUE104_REVIEWED_RISK,e048aad398af8b20dba3ddc96e1510d4de50adea04e7cfe483630e821e2062f2,,,,,
small_breasts,YES,NO,small_breasts,PROPOSED,BODY_PART,[],HIGH,,,,,,,YES,STRICT_CANONICAL_ADULT_PRIORITY,GENERAL_ONLY_APPROPRIATE,BREAST_NIPPLE_AREOLA,713639,ISSUE104_REVIEWED_RISK,e081bd68456701bad914ac2c66ba0408d734bb64797a1de37bf7bf22f8a3b081,,,,,
drooling_blood,YES,NO,drooling_blood,PROPOSED,EXPRESSION_EMOTION,[],HIGH,,,,,,,YES,STRICT_CANONICAL_ADULT_PRIORITY,GENERAL_ONLY_APPROPRIATE,FLUID_EXCRETION,51,ISSUE104_REVIEWED_RISK,e18e62471b5eab83137d6377a98bfd78bd2804c2fef90a7e7f30aff833c7f741,,,,,
mole_on_areola,YES,YES,mole_on_areola,PROPOSED,BODY_PART,[],HIGH,3043,mole_on_areola,BODY_ATTRIBUTE,body_target_or_attribute,APPROVED_STATIC,SOURCE_CLEAR,YES,STRICT_CANONICAL_ADULT_PRIORITY,SPECIAL_CANDIDATE,BREAST_NIPPLE_AREOLA,223,ISSUE104_REVIEWED_RISK,e4b0efb25d4b7b97a2d90a4d8554a29b299f85e5ec68820cb8fe5de1e6b39ce8,,,,,
chain_leash,YES,NO,chain_leash,PROPOSED,OBJECT_PROP,[],HIGH,,,,,,,YES,STRICT_CANONICAL_ADULT_PRIORITY,GENERAL_ONLY_APPROPRIATE,BDSM_RESTRAINT,6139,ISSUE104_REVIEWED_RISK,e4d13daf6aacdff35e5755bda48a997ee478ba788e044db5c4aafcff43d4a1df,,,,,
smelly_armpits,YES,YES,smelly_armpits,PROPOSED,BODY_PART,[],HIGH,3035,smelly_armpits,BODY_STATE,body_state,APPROVED_STATIC,SOURCE_CLEAR,YES,HIGH_FREQUENCY_UNFLAGGED_RESCUE,SPECIAL_CANDIDATE,,319,ISSUE104_REVIEWED_RISK,e54e73190e93394fe28b14c4296afb78cba72e6db12006ebde161a766dabbe48,,,,,
armless_amputee,YES,NO,armless_amputee,PROPOSED,BODY_PART,[],HIGH,,,,,,,YES,STRICT_CANONICAL_ADULT_PRIORITY,GENERAL_ONLY_APPROPRIATE,R18G_INJURY,658,ISSUE104_REVIEWED_RISK,e680aded8961a96dfe9958412c31b625f98ec5696ad89fcfc2510d62270f4604,,,,,
breast_reduction,YES,YES,breast_reduction,PROPOSED,BODY_PART,[],HIGH,3064,breast_reduction,BODY_STATE,body_state,APPROVED_STATIC,SOURCE_CLEAR,YES,STRICT_CANONICAL_ADULT_PRIORITY,SPECIAL_CANDIDATE,BREAST_NIPPLE_AREOLA,117,ISSUE104_REVIEWED_RISK,e7613f9424e6ef34eae68fd541a35914704448e6e4dea4d93b71cf84b9368bb2,,,,,
towel_around_breasts,YES,NO,towel_around_breasts,PROPOSED,BODY_PART,[],HIGH,,,,,,,YES,STRICT_CANONICAL_ADULT_PRIORITY,GENERAL_ONLY_APPROPRIATE,BREAST_NIPPLE_AREOLA,107,ISSUE104_REVIEWED_RISK,e91d40055866742b59ff160613f997ce73180efc401aba82f6101566d956a353,,,,,
intestine_clothing,YES,YES,intestine_clothing,PROPOSED,CLOTHING/COSTUME,[],MEDIUM,3047,intestine_clothing,DAMAGE_STATE_ACTION,state_or_action,APPROVED_STATIC,SOURCE_CLEAR,YES,STRICT_CANONICAL_ADULT_PRIORITY,SPECIAL_CANDIDATE,R18G_INJURY,194,ISSUE104_REVIEWED_RISK,ea60c9345a72b0d62e446e32898c906870e99c9ef01f31a127b596bc2eb02f99,,,,,
book_on_breasts,YES,NO,book_on_breasts,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,,,,,,,YES,STRICT_CANONICAL_ADULT_PRIORITY,GENERAL_ONLY_APPROPRIATE,BREAST_NIPPLE_AREOLA,97,ISSUE104_REVIEWED_RISK,ebb34d73deb2f8664181dccfc0045aed155caac65f7ea1dc02eb9fcc2eafeb76,,,,,
yuri_(object),YES,NO,yuri_(object),UNRESOLVED,,[],LOW,,,,,,,YES,STRICT_CANONICAL_ADULT_PRIORITY,REJECT_NONCONTENT_REASON,OPAQUE_ADULT_SURFACE,188,ISSUE104_REVIEWED_RISK,edc37d62ee794a0d5225db8a66192eb9d758a3d153876fe0e275c14fc8dea15f,,,,,
powerful_breasts,YES,YES,powerful_breasts,PROPOSED,BODY_PART,[],HIGH,3037,powerful_breasts,BODY_STATE,body_state,APPROVED_STATIC,SOURCE_CLEAR,YES,STRICT_CANONICAL_ADULT_PRIORITY,SPECIAL_CANDIDATE,BREAST_NIPPLE_AREOLA,312,ISSUE104_REVIEWED_RISK,ef2df8f35c56534838cdda9d112609593f601ccbf9c412cc8591ce404b796071,,,,,
neckerchief_between_breasts,YES,NO,neckerchief_between_breasts,PROPOSED,CLOTHING_STATE_EXPOSURE,[],HIGH,,,,,,,YES,STRICT_CANONICAL_ADULT_PRIORITY,GENERAL_ONLY_APPROPRIATE,BREAST_NIPPLE_AREOLA,404,ISSUE104_REVIEWED_RISK,ef3de63f005b428d655049a508ea9e0d0a927b33de3068c07b4d608ea84e3c5f,,,,,
saliva_trail_between_teeth,YES,NO,saliva_trail_between_teeth,PROPOSED,BODY_PART,[],HIGH,,,,,,,YES,STRICT_CANONICAL_ADULT_PRIORITY,GENERAL_ONLY_APPROPRIATE,FLUID_EXCRETION,354,ISSUE104_REVIEWED_RISK,f0f88a587403eb7d1e51d8ce717ef08646940c3abd188fb7915d7960454bd0cc,,,,,
male_underwear_aside,YES,YES,male_underwear_aside,PROPOSED,CLOTHING_STATE_EXPOSURE,[],HIGH,3022,male_underwear_aside,CLOTHING_EXPOSURE,visual_state,APPROVED_STATIC,SOURCE_CLEAR,YES,HIGH_FREQUENCY_UNFLAGGED_RESCUE,SPECIAL_CANDIDATE,,465,ISSUE104_REVIEWED_RISK,f1e9bac0ad7dca7dc90ce18b9b0b1a32dd80ae0ffff917694ecc29ea4de3f2b2,,,,,
rope_around_neck,YES,YES,rope_around_neck,PROPOSED,COLOR_APPEARANCE,[],MEDIUM,3018,rope_around_neck,RESTRAINT_IMPLEMENT,restraint_implement,APPROVED_STATIC,SOURCE_CLEAR,YES,HIGH_FREQUENCY_UNFLAGGED_RESCUE,SPECIAL_CANDIDATE,,572,ISSUE104_REVIEWED_RISK,f2c79280be5b697161344bade53e0a628995cf8ba84698b69307d8a7c36ccdee,,,,,
colored_saliva,YES,NO,colored_saliva,PROPOSED,BODY_PART,"[""COLOR_APPEARANCE""]",HIGH,,,,,,,YES,STRICT_CANONICAL_ADULT_PRIORITY,GENERAL_ONLY_APPROPRIATE,FLUID_EXCRETION,96,ISSUE104_REVIEWED_RISK,f398517279db8852e83e457f187c50ed40883e549cbc0b7b0f7c730a58f67851,,,,,
presenting_own_armpit,YES,YES,presenting_own_armpit,PROPOSED,POSE_MOVEMENT,[],HIGH,2984,presenting_own_armpit,POSE_COMPOSITION,pose_camera,APPROVED_STATIC,SOURCE_CLEAR,YES,HIGH_FREQUENCY_UNFLAGGED_RESCUE,SPECIAL_CANDIDATE,,16082,ISSUE104_REVIEWED_RISK,f3ea074f1570aadd59001428a892fa94203f2abdc99148a78bdc73ce5ba4c4e9,,,,,
food_on_breasts,YES,NO,food_on_breasts,PROPOSED,ACTION_CONTACT/OBJECT_USE,[],HIGH,,,,,,,YES,STRICT_CANONICAL_ADULT_PRIORITY,GENERAL_ONLY_APPROPRIATE,BREAST_NIPPLE_AREOLA,1825,ISSUE104_REVIEWED_RISK,f49e5e379606fe2ac5e378194f6e0b9eaaf310355f8ec9a6a1feb8d058e08213,,,,,
buttjob_over_clothes,YES,YES,buttjob_over_clothes,PROPOSED,ACTION_CONTACT/INTIMATE,[],HIGH,3016,buttjob_over_clothes,ACTION_INTERACTION,action,APPROVED_STATIC,SOURCE_CLEAR,YES,STRICT_CANONICAL_ADULT_PRIORITY,SPECIAL_CANDIDATE,SEX_ACT_RELATION,679,ISSUE104_REVIEWED_RISK,f5be90e97e1ab1bb6180860dc331e5930f776e9b72ab1d02f194f358f3c58dc8,,,,,
holding_handcuffs,YES,NO,holding_handcuffs,PROPOSED,ACTION_CONTACT/OBJECT_USE,[],HIGH,,,,,,,YES,STRICT_CANONICAL_ADULT_PRIORITY,GENERAL_ONLY_APPROPRIATE,BDSM_RESTRAINT,1363,ISSUE104_REVIEWED_RISK,f64e7bc7187bc29cd71ea9e8df073d5f3f9449995d5d85decd3add954f2dfad0,,,,,
breast_pocket,YES,NO,breast_pocket,PROPOSED,CLOTHING/ACCESSORY,[],HIGH,,,,,,,YES,STRICT_CANONICAL_ADULT_PRIORITY,GENERAL_ONLY_APPROPRIATE,BREAST_NIPPLE_AREOLA,32202,ISSUE104_REVIEWED_RISK,f99c949476e0e0fbda40acf4c7d170162ec0554f7369d3087b553c7d6a91415e,,,,,
seatbelt_between_breasts,YES,NO,seatbelt_between_breasts,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,,,,,,,YES,STRICT_CANONICAL_ADULT_PRIORITY,GENERAL_ONLY_APPROPRIATE,BREAST_NIPPLE_AREOLA,122,ISSUE104_REVIEWED_RISK,fa208ed88a8e4f455f8a38fbf63adab5045c680f9bee4bbcc2112f43ab4ed5d1,,,,,
twisted_breasts,YES,NO,twisted_breasts,PROPOSED,BODY_PART,[],HIGH,,,,,,,YES,STRICT_CANONICAL_ADULT_PRIORITY,GENERAL_ONLY_APPROPRIATE,BREAST_NIPPLE_AREOLA,98,ISSUE104_REVIEWED_RISK,facaa70600fcf829a43910f74e894e3dea01ef443e259c5fa5c3a0cd1f7643a6,,,,,
finger_between_breasts,YES,NO,finger_between_breasts,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,,,,,,,YES,STRICT_CANONICAL_ADULT_PRIORITY,GENERAL_ONLY_APPROPRIATE,BREAST_NIPPLE_AREOLA,65,ISSUE104_REVIEWED_RISK,fb7fc5bb6d8c3d21307de9bf269792e7f5307ca5d4db10e562fae3032c125192,,,,,
cream_on_breasts,YES,NO,cream_on_breasts,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,,,,,,,YES,STRICT_CANONICAL_ADULT_PRIORITY,GENERAL_ONLY_APPROPRIATE,BREAST_NIPPLE_AREOLA,401,ISSUE104_REVIEWED_RISK,fc9f3e175e75e7e4a026d207cf4d9d053c7e22ab7b6ff989c913982b3eeb09a7,,,,,
condom_thigh_strap,YES,YES,condom_thigh_strap,PROPOSED,CLOTHING/ACCESSORY,[],MEDIUM,3019,condom_thigh_strap,IMPLEMENT_OBJECT,implement,APPROVED_STATIC,SOURCE_CLEAR,YES,HIGH_FREQUENCY_UNFLAGGED_RESCUE,SPECIAL_CANDIDATE,,568,ISSUE104_REVIEWED_RISK,ff1af1f8207444909fcff1d4b5eb3fe5c30549d1bb4351e2f27e4d6b6d6d857c,,,,,
bound_thighs,YES,YES,bound_thighs,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,1907,bound thighs,RESTRAINT_ACTION,restraint_action,APPROVED_STATIC,SOURCE_CLEAR,NO,,,,,BOUNDARY_OVERLAP,002208de99a9bac5c2336bca8bd6960d204b6b6a9a6be110a7b6479df997c3ce,,,,,
implied_pregnancy,YES,YES,implied_pregnancy,PROPOSED,BODY_PART,[],MEDIUM,2873,implied_pregnancy,BODY_STATE,body_state,APPROVED_STATIC,SOURCE_CLEAR,NO,,,,,BOUNDARY_OVERLAP,003b9caf45a20994a134f9581e4fb5accf22a17c2dc8248fa4e3efe2a2f04de1,,,,,
prostitution,YES,YES,prostitution,PROPOSED,ACTION_CONTACT/INTIMATE,[],HIGH,663,prostitution,SCENE_CONTEXT,scene_context,APPROVED_STATIC,SOURCE_CLEAR,NO,,,,,BOUNDARY_OVERLAP,005006bec5e1c4c9183e7899bfd3d808f71fb388cc130ab4826691ef2a950db4,,,,,
nipple_bar,YES,YES,nipple_bar,PROPOSED,CLOTHING/ACCESSORY,[],HIGH,746,nipple bar,IMPLEMENT_OBJECT,implement,APPROVED_STATIC,SOURCE_CLEAR,NO,,,,,BOUNDARY_OVERLAP,0069f7a11de65656b6b37ecc394e7d70eeb186d0ff5acc47485b16bf8e0ffa55,,,,,
four-finger_handjob,YES,YES,four-finger_handjob,PROPOSED,ACTION_CONTACT/INTIMATE,[],HIGH,1126,four-finger handjob,,,PROVISIONAL,,NO,,,,,BOUNDARY_OVERLAP,0076ff64bc834c25851d732842498155caf0a36f7bbe68e6259bdb0c02f0d831,,,,,
sadism,YES,YES,sadism,PROPOSED,ACTION_CONTACT/INTIMATE,[],HIGH,1959,sadism,RELATION_ROLE_CONTEXT,relation_context,APPROVED_STATIC,SOURCE_CLEAR,NO,,,,,BOUNDARY_OVERLAP,00933212ffffd69b82110f4904962b19a88d55a7c3c58b5e9f8333c906920a58,,,,,
hand_between_own_legs,YES,YES,hand_between_own_legs,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,2805,hand_between_own_legs,CLOTHING_EXPOSURE,visual_state,APPROVED_STATIC,SOURCE_CLEAR,NO,,,,,BOUNDARY_OVERLAP,0097d5b718af8b5e6778477ffe4067b2591f8b9317974b47f2541303a330b578,,,,,
thigh_freckles,YES,YES,thigh_freckles,PROPOSED,BODY_PART,[],HIGH,2917,thigh_freckles,BODY_STATE,body_state,APPROVED_STATIC,SOURCE_CLEAR,NO,,,,,BOUNDARY_OVERLAP,00d853b9e6d599d449139dc5fc4034d001c79cdd1cec1bdca1e95c886518ed88,,,,,
bikini_bottom_around_leg,YES,YES,bikini_bottom_around_leg,PROPOSED,CLOTHING_STATE_EXPOSURE,[],HIGH,2918,bikini_bottom_around_leg,CLOTHING_EXPOSURE,visual_state,APPROVED_STATIC,SOURCE_CLEAR,NO,,,,,BOUNDARY_OVERLAP,00e5ca87b295ec85d1c097c8d8ebdb8d492fdae4a7eabb4df363379d2475e21e,,,,,
unbuttoned,YES,YES,unbuttoned,PROPOSED,CLOTHING_STATE_EXPOSURE,[],HIGH,2058,unbuttoned,CLOTHING_EXPOSURE,visual_state,APPROVED_STATIC,SOURCE_CLEAR,NO,,,,,BOUNDARY_OVERLAP,00eec1e2e0dd37cccd201ef797d1fbc44acb78e232ea595a6a462ab8d53c2515,,,,,
clitoris_torture,YES,YES,clitoris_torture,PROPOSED,ACTION_CONTACT/INTIMATE,[],HIGH,569,clitoris torture,RESTRAINT_ACTION,restraint_action,APPROVED_STATIC,SOURCE_CLEAR,NO,,,,,BOUNDARY_OVERLAP,011bf523366adad7325f329ec221fb0781707202a74c3018dc0b13582de508cc,,,,,
peeing_on_viewer,YES,YES,peeing_on_viewer,PROPOSED,ACTION_CONTACT/INTIMATE,[],HIGH,1981,peeing on viewer,FLUID_STATE_ACTION,effect_or_action,APPROVED_STATIC,SOURCE_CLEAR,NO,,,,,BOUNDARY_OVERLAP,012221e4b3df708fa131578a1daa5924478c0a5ce46ab3c0ebf96487a410ed0b,,,,,
holding_sex_toy,YES,YES,holding_sex_toy,PROPOSED,ACTION_CONTACT/OBJECT_USE,[],HIGH,750,holding sex toy,ACTION_INTERACTION,action,APPROVED_STATIC,SOURCE_CLEAR,NO,,,,,BOUNDARY_OVERLAP,012ff9ddf67e6eced43593bade92229a96ac6ce5758736ab79101ac556c94841,,,,,
chemise,YES,YES,chemise,PROPOSED,CLOTHING/EVERYDAY,[],HIGH,2085,chemise,CLOTHING_EXPOSURE,visual_state,APPROVED_STATIC,SOURCE_CLEAR,NO,,,,,BOUNDARY_OVERLAP,0141bc4fd27953a3998f88d290dfa37cdd8572b6d81358f06d942d9b356da11b,,,,,
naked_raincoat,YES,YES,naked_raincoat,PROPOSED,CLOTHING_STATE_EXPOSURE,[],HIGH,2429,naked raincoat,,,PROVISIONAL,,NO,,,,,BOUNDARY_OVERLAP,0172dbc595b31eed388c06252cd31356af07a39d0456c09be1e9bfaf155960a6,,,,,
bra,YES,YES,bra,PROPOSED,CLOTHING/EVERYDAY,[],HIGH,2081,bra,CLOTHING_EXPOSURE,visual_state,APPROVED_STATIC,SOURCE_CLEAR,NO,,,,,BOUNDARY_OVERLAP,0182dc7a5248d1366a97549b43f5d212e0c57b19a09199f6f339da5ee4b2edcc,,,,,
pig_penis,YES,YES,pig_penis,PROPOSED,BODY_PART,[],HIGH,1083,pig penis,,body_attribute,APPROVED_CORRECTION_METADATA,KNOWN_CATEGORY_MISCLASSIFICATION,NO,,,,,BOUNDARY_OVERLAP,018db2cfbf66d63656bf4828fd1fd4d66383a35a55f7879ac9d32e103d2077a8,,,,,
enema,YES,YES,enema,PROPOSED,ACTION_CONTACT/INTIMATE,[],HIGH,453,enema,FLUID_STATE_ACTION,effect_or_action,APPROVED_STATIC,SOURCE_CLEAR,NO,,,,,BOUNDARY_OVERLAP,019af9b980bb98e85df8013a5cb17f5bb83a2aee13e076bf46a5aeb2c3e99581,,,,,
imminent_object_insertion,YES,YES,imminent_object_insertion,PROPOSED,ACTION_CONTACT/INTIMATE,[],HIGH,1152,imminent object insertion,CONTEXT_MODIFIER,semantic_support,APPROVED_STATIC,SOURCE_CLEAR,NO,,,,,BOUNDARY_OVERLAP,01f766406f6fd4f52a3f06aedcaddf50c2cce970b2befb536d504a3793ec2a3a,,,,,
spooning,YES,YES,spooning,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,1755,spooning,POSE_COMPOSITION,pose_camera,APPROVED_STATIC,SOURCE_CLEAR,NO,,,,,BOUNDARY_OVERLAP,02047d8c5e36c58dbd7c5be5b808f5d488bc4fa36902a056bf2e217fff2c4c57,,,,,
anus,YES,YES,anus,PROPOSED,BODY_PART,[],HIGH,1,anus,BODY_ATTRIBUTE,body_target_or_attribute,APPROVED_STATIC,SOURCE_CLEAR,NO,,,,,BOUNDARY_OVERLAP,02095d7bb40e9b67d0d91726da40b075df95370d0ec413656ab8521d23971688,,,,,
cumdrip_through_panties,YES,YES,cumdrip_through_panties,PROPOSED,ACTION_CONTACT/INTIMATE,[],HIGH,2953,cumdrip_through_panties,CLOTHING_EXPOSURE,visual_state,APPROVED_STATIC,SOURCE_CLEAR,NO,,,,,BOUNDARY_OVERLAP,022a1878c27c4d8129f69da08de1ad459ae469d08c060caa3deb2b0273b84785,,,,,
rope_gag,YES,YES,rope_gag,PROPOSED,ACTION_CONTACT/INTIMATE,[],HIGH,2513,rope gag,RESTRAINT_IMPLEMENT,restraint,APPROVED_STATIC,SOURCE_CLEAR,NO,,,,,BOUNDARY_OVERLAP,028bd5db099c3a18e55c4c5658b3c667112e093ed51f97505b161758456f39d0,,,,,
nipple_rings,YES,YES,nipple_rings,PROPOSED,CLOTHING/ACCESSORY,[],HIGH,744,nipple rings,BODY_ATTRIBUTE,body_target_or_attribute,APPROVED_STATIC,SOURCE_CLEAR,NO,,,,,BOUNDARY_OVERLAP,02aeed166aad04c75604c840583777bd830572185341de2b3665a8fdc2b94c48,,,,,
untying,YES,YES,untying,PROPOSED,CLOTHING_STATE_EXPOSURE,[],HIGH,2261,untying,CLOTHING_EXPOSURE,visual_state,APPROVED_STATIC,SOURCE_CLEAR,NO,,,,,BOUNDARY_OVERLAP,02f0cd6bb960194529f677ac3a412462a0d4956c86a52bc9ed0561a635b63489,,,,,
cowgirl_position,YES,YES,cowgirl_position,PROPOSED,POSE_MOVEMENT,[],HIGH,119,cowgirl position,POSE_COMPOSITION,pose_camera,APPROVED_STATIC,SOURCE_CLEAR,NO,,,,,BOUNDARY_OVERLAP,02f59873e857e72534d5175889bfce1f8e5958135ae3cd79324fd766c4ac2c23,,,,,
unworn_gag,YES,YES,unworn_gag,PROPOSED,CLOTHING_STATE_EXPOSURE,[],HIGH,2518,unworn gag,RESTRAINT_IMPLEMENT,restraint,APPROVED_STATIC,SOURCE_CLEAR,NO,,,,,BOUNDARY_OVERLAP,02fd74852a54b6fbae07dfc0ecb0d57b66f3d45aa3306ed666aad912a25972ce,,,,,
naked_gloves,YES,YES,naked_gloves,PROPOSED,CLOTHING_STATE_EXPOSURE,[],HIGH,2430,naked gloves,,,PROVISIONAL,,NO,,,,,BOUNDARY_OVERLAP,030d1fba8349928e0d9d1e0408217ed4589279279abfbcede0575abd556208c3,,,,,
body_writing,YES,YES,body_writing,PROPOSED,TEXT_SYMBOL/TEXT,"[""BODY_PART""]",HIGH,1896,body writing,RESTRAINT_ACTION,restraint_action,APPROVED_STATIC,SOURCE_CLEAR,NO,,,,,BOUNDARY_OVERLAP,031667a3d4a7a80afc5c4c83126ede4657d48c6b381c8679fc783a8545aeeddc,,,,,
penis_on_tongue,YES,YES,penis_on_tongue,PROPOSED,ACTION_CONTACT/INTIMATE,[],HIGH,1161,penis on tongue,DIRECT_COMPOSITE,compound_visual,APPROVED_STATIC,SOURCE_CLEAR,NO,,,,,BOUNDARY_OVERLAP,03208f359921c6f193046642a8a46960ca9ceff00dbe68814c42c959997b7399,,,,,
cum_on_self,YES,YES,cum_on_self,PROPOSED,ACTION_CONTACT/INTIMATE,[],HIGH,379,cum on self,FLUID_STATE_ACTION,effect_or_action,APPROVED_STATIC,SOURCE_CLEAR,NO,,,,,BOUNDARY_OVERLAP,0336fa453cee0fae8da6eb4a8036ac03ba0bc1ad5d90b86830a167ed13fd1306,,,,,
fellatio_gesture,YES,YES,fellatio_gesture,PROPOSED,ACTION_CONTACT/INTIMATE,[],HIGH,745,fellatio gesture,CONTEXT_MODIFIER,semantic_support,APPROVED_STATIC,SOURCE_CLEAR,NO,,,,,BOUNDARY_OVERLAP,03702ebf1130f688c88ba89b7143188dd2622657e1738a34755a09523dd80338,,,,,
peeing,YES,YES,peeing,PROPOSED,ACTION_CONTACT/INTIMATE,[],HIGH,1980,peeing,FLUID_STATE_ACTION,effect_or_action,APPROVED_STATIC,SOURCE_CLEAR,NO,,,,,BOUNDARY_OVERLAP,0373f8d54c262531429814321220ec5e1be5b204a6e76d60dec1a45282881026,,,,,
riding_machine,YES,YES,riding_machine,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,311,riding machine,MACHINE_STRUCTURED,compound_concept,APPROVED_STATIC,SOURCE_CLEAR,NO,,,,,BOUNDARY_OVERLAP,03cefd99ec29b80132aa1045cb14d359176417d295128535bc7a88e2355a318c,,,,,
bouncing_testicles,YES,YES,bouncing_testicles,PROPOSED,POSE_MOVEMENT,"[""BODY_PART""]",HIGH,845,bouncing testicles,BODY_ATTRIBUTE,body_target_or_attribute,APPROVED_STATIC,SOURCE_CLEAR,NO,,,,,BOUNDARY_OVERLAP,03d6db7c0fa117e7928069bb76e7031610ff0a1df6b9c0b8b77b315f3c8ff4b6,,,,,
rectum,YES,YES,rectum,PROPOSED,BODY_PART,[],HIGH,2767,rectum,BODY_ATTRIBUTE,body_target_or_attribute,APPROVED_STATIC,SOURCE_CLEAR,NO,,,,,BOUNDARY_OVERLAP,0441ef727aed41014cb13891ff48c7a3d3c045a2cf1a4e8f381e5a8afc304c26,,,,,
smelling_pantyhose,YES,YES,smelling_pantyhose,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,2335,smelling pantyhose,ACTION_INTERACTION,action,APPROVED_STATIC,SOURCE_CLEAR,NO,,,,,BOUNDARY_OVERLAP,044abd363cbb9dd386dc2ff9e17aefb4d5bb82f4322b1e351f3cf336cef89481,,,,,
cupless_bikini,YES,YES,cupless_bikini,PROPOSED,CLOTHING_STATE_EXPOSURE,[],HIGH,2096,cupless bikini,CLOTHING_EXPOSURE,visual_state,APPROVED_STATIC,SOURCE_CLEAR,NO,,,,,BOUNDARY_OVERLAP,0482c28f2640834807bae9b04ddef61be6e31e7882726e92f195bfb78a8a8913,,,,,
food_on_penis,YES,YES,food_on_penis,PROPOSED,ACTION_CONTACT/OBJECT_USE,[],HIGH,1017,food on penis,DIRECT_COMPOSITE,compound_visual,APPROVED_STATIC,SOURCE_CLEAR,NO,,,,,BOUNDARY_OVERLAP,04cf78cd7b3dad119e37d347c378f19fc7ccd1d9625235ee56108cb9f6c1e224,,,,,
erect_clitoris,YES,YES,erect_clitoris,PROPOSED,BODY_PART,[],HIGH,522,erect clitoris,BODY_ATTRIBUTE,body_target_or_attribute,APPROVED_STATIC,SOURCE_CLEAR,NO,,,,,BOUNDARY_OVERLAP,04d32352a32e0e9db661a72016bef7a6437103a6bc1ac018836d6250e0aa39ed,,,,,
spanking,YES,YES,spanking,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,1966,spanking,RESTRAINT_ACTION,restraint_action,APPROVED_STATIC,SOURCE_CLEAR,NO,,,,,BOUNDARY_OVERLAP,0532cd8e9835dbd3da4ac613b7ff18756c3b839cf2aac7fe25cdaca6f515eb60,,,,,
nursing_paizuri,YES,YES,nursing_paizuri,PROPOSED,ACTION_CONTACT/INTIMATE,[],HIGH,1202,nursing paizuri,,,PROVISIONAL,,NO,,,,,BOUNDARY_OVERLAP,05fdd9502df2bd2e6a4d28f08c36b9fa9b62af92683f094fc3ceffba3107ce34,,,,,
