global_row,canonical,classification_status,primary_path,secondary_paths,confidence,classification_reason,source_batch,source_global_row,correction_ids
20223,pink_bandana,PROPOSED,CLOTHING/EVERYDAY,[],HIGH,衣服・装飾の種類として発見する,25,20223,[]
20224,pink_bandeau,PROPOSED,CLOTHING/EVERYDAY,[],HIGH,衣服・装飾の種類として発見する,25,20224,[]
20225,pink_belt,PROPOSED,CLOTHING/EVERYDAY,[],HIGH,衣服・装飾の種類として発見する,25,20225,[]
20226,pink_bikini,PROPOSED,CLOTHING/EVERYDAY,[],HIGH,衣服・装飾の種類として発見する,25,20226,[]
20227,pink_bird,PROPOSED,LIVING_NATURE/CREATURE,[],HIGH,動物・空想生物として発見する,25,20227,[]
20228,pink_blanket,PROPOSED,OBJECT_PROP/DAILY,[],HIGH,色修飾より物体identityを主経路にする,25,20228,[]
20229,pink_blood,PROPOSED,BODY_PART,[],HIGH,身体部位・身体状態を表す,25,20229,[]
20230,pink_bloomers,PROPOSED,CLOTHING/EVERYDAY,[],HIGH,衣服・装飾の種類として発見する,25,20230,[]
20231,pink_bodysuit,PROPOSED,CLOTHING/EVERYDAY,[],HIGH,衣服・装飾の種類として発見する,25,20231,[]
20232,pink_bonnet,PROPOSED,CLOTHING/EVERYDAY,[],HIGH,衣服・装飾の種類として発見する,25,20232,[]
20233,pink_boots,PROPOSED,CLOTHING/EVERYDAY,[],HIGH,衣服・装飾の種類として発見する,25,20233,[]
20234,pink_border,PROPOSED,COLOR_APPEARANCE,[],HIGH,色・柄・形の特徴として発見する,25,20234,[]
20235,pink_bow,PROPOSED,CLOTHING/ACCESSORY,[],HIGH,衣服・装飾の種類として発見する,25,20235,[]
20236,pink_bowtie,PROPOSED,CLOTHING/ACCESSORY,[],HIGH,衣服・装飾の種類として発見する,25,20236,[]
20237,pink_bra,PROPOSED,CLOTHING/EVERYDAY,[],HIGH,衣服・装飾の種類として発見する,25,20237,[]
20238,pink_bridal_gauntlets,PROPOSED,CLOTHING/EVERYDAY,[],HIGH,衣服・装飾の種類として発見する,25,20238,[]
20239,pink_buruma,PROPOSED,CLOTHING/EVERYDAY,[],HIGH,衣服・装飾の種類として発見する,25,20239,[]
20240,pink_butterfly,PROPOSED,LIVING_NATURE/CREATURE,[],HIGH,動物・空想生物として発見する,25,20240,[]
20241,pink_camisole,PROPOSED,CLOTHING/EVERYDAY,[],HIGH,衣服・装飾の種類として発見する,25,20241,[]
20242,pink_cape,PROPOSED,CLOTHING/EVERYDAY,[],HIGH,衣服・装飾の種類として発見する,25,20242,[]
20243,pink_capelet,PROPOSED,CLOTHING/EVERYDAY,[],HIGH,衣服・装飾の種類として発見する,25,20243,[]
20244,pink_car,PROPOSED,OBJECT_PROP/VEHICLE,[],HIGH,色修飾より乗り物identityを主経路にする,25,20244,[]
20245,pink_cardigan,PROPOSED,CLOTHING/EVERYDAY,[],HIGH,衣服・装飾の種類として発見する,25,20245,[]
20246,pink_carnation,PROPOSED,LIVING_NATURE/PLANT,[],HIGH,植物として発見する,25,20246,[]
20247,pink_carpet,PROPOSED,OBJECT_PROP/VEHICLE,[],HIGH,色修飾より乗り物identityを主経路にする,25,20247,[]
20248,pink_cat,PROPOSED,LIVING_NATURE/CREATURE,[],HIGH,動物・空想生物として発見する,25,20248,[]
20249,pink_check_school_(idolmaster),UNRESOLVED,,[],LOW,固有名・ミーム等で実用経路を安全に確定できない,25,20249,[]
20250,pink_chemise,PROPOSED,CLOTHING/EVERYDAY,[],HIGH,衣服・装飾の種類として発見する,25,20250,[]
20251,pink_choker,PROPOSED,CLOTHING/ACCESSORY,[],HIGH,衣服・装飾の種類として発見する,25,20251,[]
20252,pink_claws,PROPOSED,BODY_PART,[],HIGH,身体部位・身体状態を表す,25,20252,[]
20253,pink_cloak,PROPOSED,CLOTHING/EVERYDAY,[],HIGH,衣服・装飾の種類として発見する,25,20253,[]
20254,pink_coat,PROPOSED,CLOTHING/EVERYDAY,[],HIGH,衣服・装飾の種類として発見する,25,20254,[]
20255,pink_collar,PROPOSED,CLOTHING/ACCESSORY,[],HIGH,衣服・装飾の種類として発見する,25,20255,[]
20256,pink_corset,PROPOSED,CLOTHING/EVERYDAY,[],HIGH,衣服・装飾の種類として発見する,25,20256,[]
20257,pink_crown,PROPOSED,CLOTHING/ACCESSORY,[],HIGH,衣服・装飾の種類として発見する,25,20257,[]
20258,pink_diamond_765_(idolmaster),UNRESOLVED,,[],LOW,固有名・ミーム等で実用経路を安全に確定できない,25,20258,[]
20259,pink_dog,PROPOSED,LIVING_NATURE/CREATURE,[],HIGH,動物・空想生物として発見する,25,20259,[]
20260,pink_donut,PROPOSED,OBJECT_PROP/FOOD,[],HIGH,色修飾より食べ物identityを主経路にする,25,20260,[]
20261,pink_dress,PROPOSED,CLOTHING/EVERYDAY,[],HIGH,衣服・装飾の種類として発見する,25,20261,[]
20262,pink_eyeliner,PROPOSED,HAIR_FACE,[],HIGH,髪・顔・目などの外見特徴を表す,25,20262,[]
20263,pink_eyes,PROPOSED,HAIR_FACE,[],HIGH,髪・顔・目などの外見特徴を表す,25,20263,[]
20264,pink_eyeshadow,PROPOSED,HAIR_FACE,[],HIGH,髪・顔・目などの外見特徴を表す,25,20264,[]
20265,pink_feathers,PROPOSED,BODY_PART,[],HIGH,身体の部位・模様・状態として発見する,25,20265,[]
20266,pink_fire,PROPOSED,LIGHT_TIME_WEATHER,[],HIGH,光・発光状態として発見する,25,20266,[]
20267,pink_flower,PROPOSED,LIVING_NATURE/PLANT,[],HIGH,植物として発見する,25,20267,[]
20268,pink_frills,PROPOSED,CLOTHING/EVERYDAY,[],HIGH,衣服・装飾の種類として発見する,25,20268,[]
20269,pink_fur,PROPOSED,BODY_PART,[],HIGH,身体の部位・模様・状態として発見する,25,20269,[]
20270,pink_garter,PROPOSED,CLOTHING/EVERYDAY,[],HIGH,衣服・装飾の種類として発見する,25,20270,[]
20271,pink_garter_belt,PROPOSED,CLOTHING/EVERYDAY,[],HIGH,衣服・装飾の種類として発見する,25,20271,[]
20272,pink_garter_straps,PROPOSED,CLOTHING/EVERYDAY,[],HIGH,衣服・装飾の種類として発見する,25,20272,[]
20273,pink_gem,PROPOSED,OBJECT_PROP/DAILY,[],HIGH,色修飾より物体identityを主経路にする,25,20273,[]
20274,pink_gloves,PROPOSED,CLOTHING/EVERYDAY,[],HIGH,衣服・装飾の種類として発見する,25,20274,[]
20275,pink_hair,PROPOSED,HAIR_FACE,[],HIGH,髪・顔・目などの外見特徴を表す,25,20275,[]
20276,pink_hairband,PROPOSED,CLOTHING/ACCESSORY,[],HIGH,衣服・装飾の種類として発見する,25,20276,[]
20277,pink_hakama,PROPOSED,CLOTHING/EVERYDAY,[],HIGH,衣服・装飾の種類として発見する,25,20277,[]
20278,pink_halo,PROPOSED,CLOTHING/ACCESSORY,[],HIGH,衣服・装飾の種類として発見する,25,20278,[]
20279,pink_hanbok,PROPOSED,CLOTHING/EVERYDAY,[],HIGH,衣服・装飾の種類として発見する,25,20279,[]
20280,pink_hanfu,PROPOSED,CLOTHING/EVERYDAY,[],HIGH,衣服・装飾の種類として発見する,25,20280,[]
20281,pink_haori,PROPOSED,CLOTHING/EVERYDAY,[],HIGH,衣服・装飾の種類として発見する,25,20281,[]
20282,pink_hat,PROPOSED,CLOTHING/EVERYDAY,[],HIGH,衣服・装飾の種類として発見する,25,20282,[]
20283,pink_headband,PROPOSED,CLOTHING/ACCESSORY,[],HIGH,衣服・装飾の種類として発見する,25,20283,[]
20284,pink_headdress,PROPOSED,CLOTHING/ACCESSORY,[],HIGH,衣服・装飾の種類として発見する,25,20284,[]
20285,pink_headscarf,PROPOSED,CLOTHING/ACCESSORY,[],HIGH,衣服・装飾の種類として発見する,25,20285,[]
20286,pink_helmet,PROPOSED,CLOTHING/EVERYDAY,[],HIGH,衣服・装飾の種類として発見する,25,20286,[]
20287,pink_hijab,PROPOSED,CLOTHING/EVERYDAY,[],HIGH,衣服・装飾の種類として発見する,25,20287,[]
20288,pink_hiphighs,PROPOSED,CLOTHING/EVERYDAY,[],HIGH,衣服・装飾の種類として発見する,25,20288,[]
20289,pink_hood,PROPOSED,CLOTHING/EVERYDAY,[],HIGH,衣服・装飾の種類として発見する,25,20289,[]
20290,pink_hoodie,PROPOSED,CLOTHING/EVERYDAY,[],HIGH,衣服・装飾の種類として発見する,25,20290,[]
20291,pink_horns,PROPOSED,BODY_PART,[],HIGH,身体部位・身体状態を表す,25,20291,[]
20292,pink_jacket,PROPOSED,CLOTHING/EVERYDAY,[],HIGH,衣服・装飾の種類として発見する,25,20292,[]
20293,pink_jumpsuit,PROPOSED,CLOTHING/EVERYDAY,[],HIGH,衣服・装飾の種類として発見する,25,20293,[]
20294,pink_kimono,PROPOSED,CLOTHING/EVERYDAY,[],HIGH,衣服・装飾の種類として発見する,25,20294,[]
20295,pink_leaf,PROPOSED,LIVING_NATURE/PLANT,[],HIGH,植物として発見する,25,20295,[]
20296,pink_leash,PROPOSED,OBJECT_PROP/DAILY,[],HIGH,色修飾より物体identityを主経路にする,25,20296,[]
20297,pink_leg_warmers,PROPOSED,CLOTHING/EVERYDAY,[],HIGH,衣服・装飾の種類として発見する,25,20297,[]
20298,pink_leggings,PROPOSED,CLOTHING/EVERYDAY,[],HIGH,衣服・装飾の種類として発見する,25,20298,[]
20299,pink_leotard,PROPOSED,CLOTHING/EVERYDAY,[],HIGH,衣服・装飾の種類として発見する,25,20299,[]
20300,pink_leotard_(dq),PROPOSED,CLOTHING/EVERYDAY,[],HIGH,衣服・装飾の種類として発見する,25,20300,[]
20301,pink_light,PROPOSED,LIGHT_TIME_WEATHER,[],HIGH,光・発光状態として発見する,25,20301,[]
20302,pink_lips,PROPOSED,HAIR_FACE,[],HIGH,髪・顔・目などの外見特徴を表す,25,20302,[]
20303,pink_liquid,PROPOSED,BODY_PART,[],HIGH,身体部位・身体状態を表す,25,20303,[]
20304,pink_male_swimwear,PROPOSED,CLOTHING/EVERYDAY,[],HIGH,衣服・装飾の種類として発見する,25,20304,[]
20305,pink_male_underwear,PROPOSED,CLOTHING/EVERYDAY,[],HIGH,衣服・装飾の種類として発見する,25,20305,[]
20306,pink_mask,PROPOSED,CLOTHING/EVERYDAY,[],HIGH,衣服・装飾の種類として発見する,25,20306,[]
20307,pink_mittens,PROPOSED,CLOTHING/EVERYDAY,[],HIGH,衣服・装飾の種類として発見する,25,20307,[]
20308,pink_moon,PROPOSED,PLACE_BACKGROUND,[],HIGH,天体・背景要素として発見する,25,20308,[]
20309,pink_moon_stick,PROPOSED,OBJECT_PROP/DAILY,[],HIGH,色修飾より物体identityを主経路にする,25,20309,[]
20310,pink_nails,PROPOSED,BODY_PART,[],HIGH,爪という身体部位の色を表すため身体・部位から探す。,25,20310,"[""SEMANTIC_PINK_NAILS""]"
20311,pink_neckerchief,PROPOSED,CLOTHING/EVERYDAY,[],HIGH,衣服・装飾の種類として発見する,25,20311,[]
20312,pink_necktie,PROPOSED,CLOTHING/ACCESSORY,[],HIGH,衣服・装飾の種類として発見する,25,20312,[]
20313,pink_negligee,PROPOSED,CLOTHING/EVERYDAY,[],HIGH,衣服・装飾の種類として発見する,25,20313,[]
20314,pink_nightgown,PROPOSED,CLOTHING/EVERYDAY,[],HIGH,衣服・装飾の種類として発見する,25,20314,[]
20315,pink_nose,PROPOSED,BODY_PART,[],HIGH,身体部位・身体状態を表す,25,20315,[]
20316,pink_one-piece_swimsuit,PROPOSED,CLOTHING/EVERYDAY,[],HIGH,衣服・装飾の種類として発見する,25,20316,[]
20317,pink_outline,PROPOSED,COLOR_APPEARANCE,[],HIGH,色・柄・形の特徴として発見する,25,20317,[]
20318,pink_overalls,PROPOSED,CLOTHING/EVERYDAY,[],HIGH,衣服・装飾の種類として発見する,25,20318,[]
20319,pink_overskirt,PROPOSED,CLOTHING/EVERYDAY,[],HIGH,衣服・装飾の種類として発見する,25,20319,[]
20320,pink_pajamas,PROPOSED,CLOTHING/EVERYDAY,[],HIGH,衣服・装飾の種類として発見する,25,20320,[]
20321,pink_panties,PROPOSED,CLOTHING/EVERYDAY,[],HIGH,衣服・装飾の種類として発見する,25,20321,[]
20322,pink_pants,PROPOSED,CLOTHING/EVERYDAY,[],HIGH,衣服・装飾の種類として発見する,25,20322,[]
20323,pink_pantyhose,PROPOSED,CLOTHING/EVERYDAY,[],HIGH,衣服・装飾の種類として発見する,25,20323,[]
20324,pink_petals,PROPOSED,LIVING_NATURE/PLANT,[],HIGH,色修飾より植物identityを主経路にする,25,20324,[]
20325,pink_pillow,PROPOSED,OBJECT_PROP/DAILY,[],HIGH,色修飾より物体identityを主経路にする,25,20325,[]
20326,pink_pubic_hair,PROPOSED,BODY_PART,[],HIGH,身体部位・身体状態を表す,25,20326,[]
20327,pink_pupils,PROPOSED,HAIR_FACE,[],HIGH,髪・顔・目などの外見特徴を表す,25,20327,[]
20328,pink_raincoat,PROPOSED,CLOTHING/EVERYDAY,[],HIGH,衣服・装飾の種類として発見する,25,20328,[]
20329,pink_ribbon,PROPOSED,CLOTHING/ACCESSORY,[],HIGH,衣服・装飾の種類として発見する,25,20329,[]
20330,pink_robe,PROPOSED,CLOTHING/EVERYDAY,[],HIGH,衣服・装飾の種類として発見する,25,20330,[]
20331,pink_rope,PROPOSED,OBJECT_PROP/DAILY,[],HIGH,色修飾より物体identityを主経路にする,25,20331,[]
20332,pink_rose,PROPOSED,LIVING_NATURE/PLANT,[],HIGH,植物として発見する,25,20332,[]
20333,pink_sailor_collar,PROPOSED,CLOTHING/ACCESSORY,[],HIGH,衣服・装飾の種類として発見する,25,20333,[]
20334,pink_sandals,PROPOSED,CLOTHING/EVERYDAY,[],HIGH,衣服・装飾の種類として発見する,25,20334,[]
20335,pink_sarong,PROPOSED,CLOTHING/EVERYDAY,[],HIGH,衣服・装飾の種類として発見する,25,20335,[]
20336,pink_sash,PROPOSED,CLOTHING/ACCESSORY,[],HIGH,衣服・装飾の種類として発見する,25,20336,[]
20337,pink_scales,PROPOSED,BODY_PART,[],HIGH,身体部位・身体状態を表す,25,20337,[]
20338,pink_scarf,PROPOSED,CLOTHING/ACCESSORY,[],HIGH,衣服・装飾の種類として発見する,25,20338,[]
20339,pink_sclera,PROPOSED,HAIR_FACE,[],HIGH,髪・顔・目などの外見特徴を表す,25,20339,[]
20340,pink_scrunchie,PROPOSED,CLOTHING/ACCESSORY,[],HIGH,衣服・装飾の種類として発見する,25,20340,[]
20341,pink_serafuku,PROPOSED,CLOTHING/UNIFORM,[],HIGH,衣服・装飾の種類として発見する,25,20341,[]
20342,pink_shawl,PROPOSED,CLOTHING/EVERYDAY,[],HIGH,衣服・装飾の種類として発見する,25,20342,[]
20343,pink_shirt,PROPOSED,CLOTHING/EVERYDAY,[],HIGH,衣服・装飾の種類として発見する,25,20343,[]
20344,pink_shoes,PROPOSED,CLOTHING/EVERYDAY,[],HIGH,衣服・装飾の種類として発見する,25,20344,[]
20345,pink_shorts,PROPOSED,CLOTHING/EVERYDAY,[],HIGH,衣服・装飾の種類として発見する,25,20345,[]
20346,pink_shrug,PROPOSED,CLOTHING/EVERYDAY,[],HIGH,衣服・装飾の種類として発見する,25,20346,[]
20347,pink_skin,PROPOSED,BODY_PART,[],HIGH,身体部位・身体状態を表す,25,20347,[]
20348,pink_skirt,PROPOSED,CLOTHING/EVERYDAY,[],HIGH,衣服・装飾の種類として発見する,25,20348,[]
20349,pink_sky,PROPOSED,PLACE_BACKGROUND,[],HIGH,背景・空間として発見する,25,20349,[]
20350,pink_sleeves,PROPOSED,CLOTHING/EVERYDAY,[],HIGH,衣服・装飾の種類として発見する,25,20350,[]
20351,pink_slingshot_swimsuit,PROPOSED,CLOTHING/EVERYDAY,[],HIGH,衣服・装飾の種類として発見する,25,20351,[]
20352,pink_slippers,PROPOSED,CLOTHING/EVERYDAY,[],HIGH,衣服・装飾の種類として発見する,25,20352,[]
20353,pink_socks,PROPOSED,CLOTHING/EVERYDAY,[],HIGH,衣服・装飾の種類として発見する,25,20353,[]
20354,pink_sports_bra,PROPOSED,CLOTHING/EVERYDAY,[],HIGH,衣服・装飾の種類として発見する,25,20354,[]
20355,pink_streaks,PROPOSED,HAIR_FACE,[],HIGH,髪・顔・目などの外見特徴を表す,25,20355,[]
20356,pink_suit,PROPOSED,CLOTHING/EVERYDAY,[],HIGH,衣服・装飾の種類として発見する,25,20356,[]
20357,pink_sweater,PROPOSED,CLOTHING/EVERYDAY,[],HIGH,衣服・装飾の種類として発見する,25,20357,[]
20358,pink_sweater_vest,PROPOSED,CLOTHING/EVERYDAY,[],HIGH,衣服・装飾の種類として発見する,25,20358,[]
20359,pink_sword,PROPOSED,OBJECT_PROP/WEAPON,[],HIGH,色修飾より武器identityを主経路にする,25,20359,[]
20360,pink_tabard,PROPOSED,CLOTHING/EVERYDAY,[],HIGH,衣服・装飾の種類として発見する,25,20360,[]
20361,pink_tail,PROPOSED,BODY_PART,[],HIGH,身体部位・身体状態を表す,25,20361,[]
20362,pink_tank_top,PROPOSED,CLOTHING/EVERYDAY,[],HIGH,衣服・装飾の種類として発見する,25,20362,[]
20363,pink_tattoo,PROPOSED,COLOR_APPEARANCE,[],MEDIUM,ピンク色・外観特徴として発見する,25,20363,[]
20364,pink_theme,PROPOSED,COLOR_APPEARANCE,[],HIGH,色・柄・形の特徴として発見する,25,20364,[]
20365,pink_thighhighs,PROPOSED,CLOTHING/EVERYDAY,[],HIGH,衣服・装飾の種類として発見する,25,20365,[]
20366,pink_thong,PROPOSED,CLOTHING/EVERYDAY,[],HIGH,衣服・装飾の種類として発見する,25,20366,[]
20367,pink_top,PROPOSED,CLOTHING/EVERYDAY,[],HIGH,衣服・装飾の種類として発見する,25,20367,[]
20368,pink_track_suit,PROPOSED,CLOTHING/EVERYDAY,[],HIGH,衣服・装飾の種類として発見する,25,20368,[]
20369,pink_trim,PROPOSED,CLOTHING/EVERYDAY,[],HIGH,衣服・装飾の種類として発見する,25,20369,[]
20370,pink_tube_top,PROPOSED,CLOTHING/EVERYDAY,[],HIGH,衣服・装飾の種類として発見する,25,20370,[]
20371,pink_tulip,PROPOSED,LIVING_NATURE/PLANT,[],HIGH,植物として発見する,25,20371,[]
20372,pink_tunic,PROPOSED,CLOTHING/EVERYDAY,[],HIGH,衣服・装飾の種類として発見する,25,20372,[]
20373,pink_umbrella,PROPOSED,OBJECT_PROP/DAILY,[],HIGH,色修飾より物体identityを主経路にする,25,20373,[]
20374,pink_veil,PROPOSED,CLOTHING/ACCESSORY,[],HIGH,衣服・装飾の種類として発見する,25,20374,[]
20375,pink_vest,PROPOSED,CLOTHING/EVERYDAY,[],HIGH,衣服・装飾の種類として発見する,25,20375,[]
20376,pink_visor_cap,PROPOSED,CLOTHING/EVERYDAY,[],HIGH,衣服・装飾の種類として発見する,25,20376,[]
20377,pink_water,PROPOSED,PLACE_BACKGROUND,[],HIGH,天体・背景要素として発見する,25,20377,[]
20378,pink_wings,PROPOSED,BODY_PART,[],HIGH,身体部位・身体状態を表す,25,20378,[]
20379,pink_wrist_cuffs,PROPOSED,CLOTHING/EVERYDAY,[],HIGH,衣服・装飾の種類として発見する,25,20379,[]
20380,pinky_(identity)_(project_moon),UNRESOLVED,,[],LOW,固有名・ミーム等で実用経路を安全に確定できない,25,20380,[]
20381,pinky_out,PROPOSED,POSE_MOVEMENT,[],HIGH,姿勢・動きとして発見する,25,20381,[]
20382,pinky_ring,PROPOSED,CLOTHING/ACCESSORY,[],HIGH,衣服・装飾の種類として発見する,25,20382,[]
20383,pinky_swear,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,指を使う対人しぐさとして発見する,25,20383,[]
20384,pinky_to_mouth,PROPOSED,POSE_MOVEMENT,[],HIGH,姿勢・動きとして発見する,25,20384,[]
20385,pinned,PROPOSED,POSE_MOVEMENT,[],MEDIUM,姿勢・動きとして発見する,25,20385,[]
20386,pinstripe_ascot,PROPOSED,CLOTHING/EVERYDAY,[],HIGH,衣服・装飾の種類として発見する,25,20386,[]
20387,pinstripe_bow,PROPOSED,CLOTHING/ACCESSORY,[],HIGH,衣服・装飾の種類として発見する,25,20387,[]
20388,pinstripe_camisole,PROPOSED,CLOTHING/EVERYDAY,[],HIGH,衣服・装飾の種類として発見する,25,20388,[]
20389,pinstripe_coat,PROPOSED,CLOTHING/EVERYDAY,[],HIGH,衣服・装飾の種類として発見する,25,20389,[]
20390,pinstripe_dress,PROPOSED,CLOTHING/EVERYDAY,[],HIGH,衣服・装飾の種類として発見する,25,20390,[]
20391,pinstripe_hat,PROPOSED,CLOTHING/EVERYDAY,[],HIGH,衣服・装飾の種類として発見する,25,20391,[]
20392,pinstripe_jacket,PROPOSED,CLOTHING/EVERYDAY,[],HIGH,衣服・装飾の種類として発見する,25,20392,[]
20393,pinstripe_kimono,PROPOSED,CLOTHING/EVERYDAY,[],HIGH,衣服・装飾の種類として発見する,25,20393,[]
20394,pinstripe_one-piece_swimsuit,PROPOSED,CLOTHING/EVERYDAY,[],HIGH,衣服・装飾の種類として発見する,25,20394,[]
20395,pinstripe_pants,PROPOSED,CLOTHING/EVERYDAY,[],HIGH,衣服・装飾の種類として発見する,25,20395,[]
20396,pinstripe_pantyhose,PROPOSED,CLOTHING/EVERYDAY,[],HIGH,衣服・装飾の種類として発見する,25,20396,[]
20397,pinstripe_pattern,PROPOSED,COLOR_APPEARANCE,[],HIGH,柄・プリントとして発見する,25,20397,[]
20398,pinstripe_ribbon,PROPOSED,CLOTHING/ACCESSORY,[],HIGH,衣服・装飾の種類として発見する,25,20398,[]
20399,pinstripe_shirt,PROPOSED,CLOTHING/EVERYDAY,[],HIGH,衣服・装飾の種類として発見する,25,20399,[]
20400,pinstripe_shorts,PROPOSED,CLOTHING/EVERYDAY,[],HIGH,衣服・装飾の種類として発見する,25,20400,[]
20401,pinstripe_skirt,PROPOSED,CLOTHING/EVERYDAY,[],HIGH,柄modifierより衣服・装飾品identityを優先して衣装へ分類。,26,20401,[]
20402,pinstripe_sleeves,PROPOSED,CLOTHING/EVERYDAY,[],HIGH,柄modifierより衣服・装飾品identityを優先して衣装へ分類。,26,20402,[]
20403,pinstripe_socks,PROPOSED,CLOTHING/EVERYDAY,[],HIGH,柄modifierより衣服・装飾品identityを優先して衣装へ分類。,26,20403,[]
20404,pinstripe_suit,PROPOSED,CLOTHING/EVERYDAY,[],HIGH,柄modifierよりスーツidentityを優先して衣装へ分類。,26,20404,[]
20405,pinstripe_thighhighs,PROPOSED,CLOTHING/EVERYDAY,[],HIGH,柄modifierより衣服・装飾品identityを優先して衣装へ分類。,26,20405,[]
20406,pinstripe_vest,PROPOSED,CLOTHING/EVERYDAY,[],HIGH,柄modifierより衣服・装飾品identityを優先して衣装へ分類。,26,20406,[]
20407,pinup_(style),PROPOSED,STYLE_QUALITY_META,[],HIGH,対象identityをSTYLE_QUALITY_METAの実用経路に分類。,26,20407,[]
20408,pinwheel,PROPOSED,OBJECT_PROP/DAILY,[],HIGH,対象identityをOBJECT_PROPの実用経路に分類。,26,20408,[]
20409,pinwheel_hair_ornament,PROPOSED,CLOTHING/ACCESSORY,[],HIGH,対象identityをCLOTHINGの実用経路に分類。,26,20409,[]
20410,pinyin_text,PROPOSED,TEXT_SYMBOL/TEXT,[],HIGH,対象identityをTEXT_SYMBOLの実用経路に分類。,26,20410,[]
20411,pioneer_(nikke),UNRESOLVED,,[],LOW,固有名・ミーム・作品固有概念等で、canonical単独から安全な実用経路を確定できない。,26,20411,[]
20412,pioneer_movement,UNRESOLVED,,[],LOW,固有名・ミーム・作品固有概念等で、canonical単独から安全な実用経路を確定できない。,26,20412,[]
20413,pioneer_neckerchief,PROPOSED,CLOTHING/ACCESSORY,[],HIGH,対象identityをCLOTHINGの実用経路に分類。,26,20413,[]
20414,pip_boy,PROPOSED,OBJECT_PROP,[],HIGH,対象identityをOBJECT_PROPの実用経路に分類。,26,20414,[]
20415,pipa_(instrument),PROPOSED,OBJECT_PROP/DAILY,[],HIGH,対象identityをOBJECT_PROPの実用経路に分類。,26,20415,[]
20416,pipe_bomb,PROPOSED,OBJECT_PROP/WEAPON,[],HIGH,対象identityをOBJECT_PROPの実用経路に分類。,26,20416,[]
20417,pipe_organ,PROPOSED,OBJECT_PROP/DAILY,[],HIGH,対象identityをOBJECT_PROPの実用経路に分類。,26,20417,[]
20418,pipe_wrench,PROPOSED,OBJECT_PROP/DAILY,[],HIGH,対象identityをOBJECT_PROPの実用経路に分類。,26,20418,[]
20419,pipeline,PROPOSED,PLACE_BACKGROUND,[],HIGH,対象identityをPLACE_BACKGROUNDの実用経路に分類。,26,20419,[]
20420,piper_perri_surrounded_(meme),UNRESOLVED,,[],LOW,固有名・ミーム・作品固有概念等で、canonical単独から安全な実用経路を確定できない。,26,20420,[]
20421,pipis_(deltarune),UNRESOLVED,,[],LOW,固有名・ミーム・作品固有概念等で、canonical単独から安全な実用経路を確定できない。,26,20421,[]
20422,piranha,PROPOSED,LIVING_NATURE/CREATURE,[],HIGH,対象identityをLIVING_NATUREの実用経路に分類。,26,20422,[]
20423,pirate_costume,PROPOSED,CLOTHING/COSTUME,[],HIGH,対象identityをCLOTHINGの実用経路に分類。,26,20423,[]
20424,pirate_faction_(eve_online),UNRESOLVED,,[],LOW,固有名・ミーム・作品固有概念等で、canonical単独から安全な実用経路を確定できない。,26,20424,[]
20425,pirate_hat,PROPOSED,CLOTHING/ACCESSORY,[],HIGH,対象identityをCLOTHINGの実用経路に分類。,26,20425,[]
20426,pirate_ship,PROPOSED,OBJECT_PROP/VEHICLE,[],HIGH,対象identityをOBJECT_PROPの実用経路に分類。,26,20426,[]
20427,pirelli,UNRESOLVED,,[],LOW,固有名・ミーム・作品固有概念等で、canonical単独から安全な実用経路を確定できない。,26,20427,[]
20428,pisces_(constellation),PROPOSED,PLACE_BACKGROUND,[],MEDIUM,星座・黄道概念として天体/空の発見経路を主にする。,26,20428,[]
20429,pisces_(symbol),PROPOSED,TEXT_SYMBOL/SYMBOL,[],HIGH,対象identityをTEXT_SYMBOLの実用経路に分類。,26,20429,[]
20430,pisces_(zodiac),PROPOSED,PLACE_BACKGROUND,[],MEDIUM,星座・黄道概念として天体/空の発見経路を主にする。,26,20430,[]
20431,piss_bottle,PROPOSED,OBJECT_PROP/DAILY,[],HIGH,対象identityをOBJECT_PROPの実用経路に分類。,26,20431,[]
20432,piston,PROPOSED,OBJECT_PROP,[],HIGH,対象identityをOBJECT_PROPの実用経路に分類。,26,20432,[]
20433,pita_(food),PROPOSED,OBJECT_PROP/FOOD,[],HIGH,対象identityをOBJECT_PROPの実用経路に分類。,26,20433,[]
20434,pitcher's_mound,PROPOSED,PLACE_BACKGROUND,[],HIGH,対象identityをPLACE_BACKGROUNDの実用経路に分類。,26,20434,[]
20435,pitcher_(container),PROPOSED,OBJECT_PROP/DAILY,[],HIGH,対象identityを道具・小物として分類。,26,20435,[]
20436,pitcher_plant,PROPOSED,LIVING_NATURE/PLANT,[],HIGH,対象identityをLIVING_NATUREの実用経路に分類。,26,20436,[]
20437,pitchfork,PROPOSED,OBJECT_PROP/WEAPON,[],HIGH,対象identityをOBJECT_PROPの実用経路に分類。,26,20437,[]
20438,pitching,PROPOSED,POSE_MOVEMENT,[],HIGH,対象identityをPOSE_MOVEMENTの実用経路に分類。,26,20438,[]
20439,pitfall,PROPOSED,PLACE_BACKGROUND,[],HIGH,対象identityをPLACE_BACKGROUNDの実用経路に分類。,26,20439,[]
20440,pith_helmet,PROPOSED,CLOTHING/ACCESSORY,[],HIGH,対象identityをCLOTHINGの実用経路に分類。,26,20440,[]
20441,pixel_art,PROPOSED,STYLE_QUALITY_META,[],HIGH,対象identityをSTYLE_QUALITY_METAの実用経路に分類。,26,20441,[]
