identity_key,general_path,general_status,general_confidence,token_count
mirror_twins,OBJECT_PROP/DAILY,PROPOSED,MEDIUM,2
mixer_(cooking),OBJECT_PROP/DAILY,PROPOSED,MEDIUM,2
moai,OBJECT_PROP/DAILY,PROPOSED,MEDIUM,1
mochidoru_(plush),OBJECT_PROP/DAILY,PROPOSED,MEDIUM,2
model_airplane,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
model_building,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
model_kit,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
model_ship,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
model_tank,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
model_train,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
money,OBJECT_PROP/DAILY,PROPOSED,MEDIUM,1
money_bag,OBJECT_PROP/DAILY,PROPOSED,MEDIUM,2
money_fan,OBJECT_PROP/DAILY,PROPOSED,MEDIUM,2
money_gesture,OBJECT_PROP/DAILY,PROPOSED,MEDIUM,2
monitor,OBJECT_PROP/DAILY,PROPOSED,MEDIUM,1
monitor_head,OBJECT_PROP/DAILY,PROPOSED,MEDIUM,2
monkey_bars,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
monobloc_chair,OBJECT_PROP/DAILY,PROPOSED,MEDIUM,2
monocular,OBJECT_PROP/DAILY,PROPOSED,MEDIUM,1
monofin,OBJECT_PROP/DAILY,PROPOSED,MEDIUM,1
monolith_(object),OBJECT_PROP/DAILY,PROPOSED,MEDIUM,2
monolith_(stella_sora),OBJECT_PROP/DAILY,PROPOSED,MEDIUM,3
moon_ball,OBJECT_PROP/DAILY,PROPOSED,MEDIUM,2
moon_stick_(sailor_moon),OBJECT_PROP/DAILY,PROPOSED,MEDIUM,3
mooring_bollard,OBJECT_PROP/DAILY,PROPOSED,MEDIUM,2
mop,OBJECT_PROP/DAILY,PROPOSED,MEDIUM,1
moriya's_iron_rings,OBJECT_PROP/DAILY,PROPOSED,MEDIUM,3
morph_ball,OBJECT_PROP/DAILY,PROPOSED,MEDIUM,2
mortarboard,OBJECT_PROP/DAILY,PROPOSED,MEDIUM,1
motherboard,OBJECT_PROP/DAILY,PROPOSED,MEDIUM,1
mousepad_(object),OBJECT_PROP/DAILY,PROPOSED,HIGH,2
mousetrap,OBJECT_PROP/DAILY,PROPOSED,HIGH,1
mouthwash,OBJECT_PROP/DAILY,PROPOSED,HIGH,1
movie_camera,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
movie_poster_(object),OBJECT_PROP/DAILY,PROPOSED,HIGH,3
movie_projector,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
mp3_player,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
mug,OBJECT_PROP/DAILY,PROPOSED,HIGH,1
muji_body_fitting_sofa,OBJECT_PROP/DAILY,PROPOSED,HIGH,4
muleta,OBJECT_PROP/DAILY,PROPOSED,HIGH,1
multicolored_bag,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
multicolored_umbrella,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
multiple_condoms,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
multiple_monitors,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
muntins,OBJECT_PROP/DAILY,PROPOSED,HIGH,1
music_box,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
music_stand,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
mystery_box,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
nail_(hardware),OBJECT_PROP/DAILY,PROPOSED,HIGH,2
nail_clippers,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
nail_file,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
nail_polish_bottle,OBJECT_PROP/DAILY,PROPOSED,HIGH,3
nail_polish_brush,OBJECT_PROP/DAILY,PROPOSED,HIGH,3
nameplate,OBJECT_PROP/DAILY,PROPOSED,HIGH,1
napkin,OBJECT_PROP/DAILY,PROPOSED,HIGH,1
napkin_holder,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
naruko_(instrument),OBJECT_PROP/DAILY,PROPOSED,HIGH,2
neck_pillow,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
necronomicon,OBJECT_PROP/DAILY,PROPOSED,HIGH,1
needle,OBJECT_PROP/DAILY,PROPOSED,HIGH,1
nendoroid,OBJECT_PROP/DAILY,PROPOSED,HIGH,1
nengajou,OBJECT_PROP/DAILY,PROPOSED,HIGH,1
nes,OBJECT_PROP/DAILY,PROPOSED,HIGH,1
nes_controller,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
nesoberi,OBJECT_PROP/DAILY,PROPOSED,HIGH,1
net,OBJECT_PROP/DAILY,PROPOSED,HIGH,1
net_ball,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
newspaper,OBJECT_PROP/DAILY,PROPOSED,HIGH,1
nib_pen_(object),OBJECT_PROP/DAILY,PROPOSED,HIGH,3
nightstand,OBJECT_PROP/DAILY,PROPOSED,HIGH,1
nine_of_clubs,OBJECT_PROP/DAILY,PROPOSED,HIGH,3
nine_of_diamonds,OBJECT_PROP/DAILY,PROPOSED,HIGH,3
nine_of_hearts,OBJECT_PROP/DAILY,PROPOSED,HIGH,3
nine_of_spades,OBJECT_PROP/DAILY,PROPOSED,HIGH,3
nintendo_3ds,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
nintendo_64,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
nintendo_64_controller,OBJECT_PROP/DAILY,PROPOSED,HIGH,3
nintendo_ds,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
nintendo_ds_lite,OBJECT_PROP/DAILY,PROPOSED,HIGH,3
nintendo_dsi,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
nintendo_switch,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
nintendo_switch_2,OBJECT_PROP/DAILY,PROPOSED,HIGH,3
nintendo_switch_lite,OBJECT_PROP/DAILY,PROPOSED,HIGH,3
nintendo_switch_pro_controller,OBJECT_PROP/DAILY,PROPOSED,HIGH,4
nixie_tube,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
no_toilet_paper,OBJECT_PROP/DAILY,PROPOSED,HIGH,3
nobori,OBJECT_PROP/DAILY,PROPOSED,HIGH,1
nontraditional_poke_ball,OBJECT_PROP/DAILY,PROPOSED,HIGH,3
noodle_stopper,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
noodle_strainer,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
noren,OBJECT_PROP/DAILY,PROPOSED,HIGH,1
nozzle,OBJECT_PROP/DAILY,PROPOSED,HIGH,1
nut_(hardware),OBJECT_PROP/DAILY,PROPOSED,MEDIUM,2
nutcracker,OBJECT_PROP/DAILY,PROPOSED,MEDIUM,1
o'neill_cylinder,OBJECT_PROP/DAILY,PROPOSED,MEDIUM,2
o_medal,OBJECT_PROP/DAILY,PROPOSED,MEDIUM,2
o_scanner,OBJECT_PROP/DAILY,PROPOSED,MEDIUM,2
oar,OBJECT_PROP/DAILY,PROPOSED,HIGH,1
obelisk,OBJECT_PROP/DAILY,PROPOSED,HIGH,1
oboe,OBJECT_PROP/DAILY,PROPOSED,HIGH,1
occult_ball,OBJECT_PROP/DAILY,PROPOSED,MEDIUM,2
octo_shot_(splatoon),OBJECT_PROP/DAILY,PROPOSED,MEDIUM,3
octobrush_(splatoon),OBJECT_PROP/DAILY,PROPOSED,MEDIUM,2
oculus_headset,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
oda_uri,OBJECT_PROP/DAILY,PROPOSED,MEDIUM,2
odaibako,OBJECT_PROP/DAILY,PROPOSED,MEDIUM,1
ofuda,OBJECT_PROP/DAILY,PROPOSED,HIGH,1
ohitsu,OBJECT_PROP/DAILY,PROPOSED,MEDIUM,1
oil-paper_umbrella,OBJECT_PROP/DAILY,PROPOSED,HIGH,3
oil_lamp,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
ointment,OBJECT_PROP/DAILY,PROPOSED,HIGH,1
okamochi_(container),OBJECT_PROP/DAILY,PROPOSED,HIGH,2
okamoto_condoms,OBJECT_PROP/DAILY,PROPOSED,MEDIUM,2
omake,OBJECT_PROP/DAILY,PROPOSED,MEDIUM,1
omamori,OBJECT_PROP/DAILY,PROPOSED,HIGH,1
omikuji,OBJECT_PROP/DAILY,PROPOSED,HIGH,1
omikuji-bako,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
omnitrix,OBJECT_PROP/DAILY,PROPOSED,HIGH,1
oonusa,OBJECT_PROP/DAILY,PROPOSED,HIGH,1
opal_(gemstone),OBJECT_PROP/DAILY,PROPOSED,HIGH,2
open_bag,OBJECT_PROP/DAILY,PROPOSED,MEDIUM,2
open_book,OBJECT_PROP/DAILY,PROPOSED,MEDIUM,2
open_box,OBJECT_PROP/DAILY,PROPOSED,MEDIUM,2
open_can,OBJECT_PROP/DAILY,PROPOSED,MEDIUM,2
open_cuffs,OBJECT_PROP/DAILY,PROPOSED,MEDIUM,2
open_cylinder_(revolver),OBJECT_PROP/DAILY,PROPOSED,MEDIUM,3
open_drawer,OBJECT_PROP/DAILY,PROPOSED,MEDIUM,2
open_gift,OBJECT_PROP/DAILY,PROPOSED,MEDIUM,2
open_happi,OBJECT_PROP/DAILY,PROPOSED,MEDIUM,2
open_magazine,OBJECT_PROP/DAILY,PROPOSED,MEDIUM,2
open_poke_ball,OBJECT_PROP/DAILY,PROPOSED,MEDIUM,3
open_sign,OBJECT_PROP/DAILY,PROPOSED,MEDIUM,2
open_towel,OBJECT_PROP/DAILY,PROPOSED,MEDIUM,2
opening_can,OBJECT_PROP/DAILY,PROPOSED,MEDIUM,2
operating_table,OBJECT_PROP/DAILY,PROPOSED,MEDIUM,2
optical_sight,OBJECT_PROP/DAILY,PROPOSED,MEDIUM,2
options,OBJECT_PROP/DAILY,PROPOSED,MEDIUM,1
orange_amps,OBJECT_PROP/DAILY,PROPOSED,MEDIUM,2
orange_gem,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
orange_umbrella,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
orangette,OBJECT_PROP/DAILY,PROPOSED,MEDIUM,1
orb,OBJECT_PROP/DAILY,PROPOSED,HIGH,1
order_dualies_(splatoon),OBJECT_PROP/DAILY,PROPOSED,MEDIUM,3
orel_cruise,OBJECT_PROP/DAILY,PROPOSED,MEDIUM,2
organ_(instrument),OBJECT_PROP/DAILY,PROPOSED,HIGH,2
oridigi,OBJECT_PROP/DAILY,PROPOSED,MEDIUM,1
origami,OBJECT_PROP/DAILY,PROPOSED,HIGH,1
orrery,OBJECT_PROP/DAILY,PROPOSED,HIGH,1
oscilloscope,OBJECT_PROP/DAILY,PROPOSED,HIGH,1
otamatone,OBJECT_PROP/DAILY,PROPOSED,HIGH,1
otoshidama,OBJECT_PROP/DAILY,PROPOSED,MEDIUM,1
ottoman_(furniture),OBJECT_PROP/DAILY,PROPOSED,HIGH,2
ouija,OBJECT_PROP/DAILY,PROPOSED,HIGH,1
ouroboros,OBJECT_PROP/DAILY,PROPOSED,MEDIUM,1
oven,OBJECT_PROP/DAILY,PROPOSED,HIGH,1
overhead_line,OBJECT_PROP/DAILY,PROPOSED,MEDIUM,2
overpass,OBJECT_PROP/DAILY,PROPOSED,MEDIUM,1
oversized_fork,OBJECT_PROP/DAILY,PROPOSED,MEDIUM,2
oversized_object,OBJECT_PROP/DAILY,PROPOSED,MEDIUM,2
oversized_spoon,OBJECT_PROP/DAILY,PROPOSED,MEDIUM,2
pachinko,OBJECT_PROP/DAILY,PROPOSED,MEDIUM,1
pachinko_ball,OBJECT_PROP/DAILY,PROPOSED,MEDIUM,2
pacifier,OBJECT_PROP/DAILY,PROPOSED,HIGH,1
package,OBJECT_PROP/DAILY,PROPOSED,HIGH,1
packet,OBJECT_PROP/DAILY,PROPOSED,HIGH,1
packing_peanuts,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
paddle,OBJECT_PROP/DAILY,PROPOSED,HIGH,1
padlock,OBJECT_PROP/DAILY,PROPOSED,HIGH,1
pager,OBJECT_PROP/DAILY,PROPOSED,HIGH,1
pages,OBJECT_PROP/DAILY,PROPOSED,HIGH,1
palm_leaf_fan,OBJECT_PROP/DAILY,PROPOSED,MEDIUM,3
pamphlet,OBJECT_PROP/DAILY,PROPOSED,HIGH,1
pan_flute,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
pantograph,OBJECT_PROP/DAILY,PROPOSED,HIGH,1
paper,OBJECT_PROP/DAILY,PROPOSED,HIGH,1
paper_airplane,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
paper_bag,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
paper_balloon,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
paper_boat,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
paper_chain,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
paper_crane,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
paper_doll,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
paper_doll_chain,OBJECT_PROP/DAILY,PROPOSED,HIGH,3
paper_fan,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
paper_flower,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
paper_lantern,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
paper_plate,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
paper_stack,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
paper_towel,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
paperclip,OBJECT_PROP/DAILY,PROPOSED,HIGH,1
papers,OBJECT_PROP/DAILY,PROPOSED,HIGH,1
paperwork,OBJECT_PROP/DAILY,PROPOSED,HIGH,1
parabolic_antenna,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
parachute,OBJECT_PROP/DAILY,PROPOSED,HIGH,1
parasol,OBJECT_PROP/DAILY,PROPOSED,HIGH,1
parchment,OBJECT_PROP/DAILY,PROPOSED,HIGH,1
parfait_glass,OBJECT_PROP/DAILY,PROPOSED,MEDIUM,2
park_bench,OBJECT_PROP/DAILY,PROPOSED,MEDIUM,2
partition,OBJECT_PROP/DAILY,PROPOSED,MEDIUM,1
party_horn,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
party_popper,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
party_whistle,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
passport,OBJECT_PROP/DAILY,PROPOSED,HIGH,1
pasteur_pipette,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
pastry_bag,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
pastry_box,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
patio_swing,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
patio_umbrella,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
paw_stick,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
pawn_(chess),OBJECT_PROP/DAILY,PROPOSED,HIGH,2
payphone,OBJECT_PROP/DAILY,PROPOSED,HIGH,1
pc_engine,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
pearl,OBJECT_PROP/DAILY,PROPOSED,MEDIUM,1
pebble,OBJECT_PROP/DAILY,PROPOSED,HIGH,1
pedal,OBJECT_PROP/DAILY,PROPOSED,HIGH,1
pedal_board,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
peel_(tool),OBJECT_PROP/DAILY,PROPOSED,HIGH,2
peeler,OBJECT_PROP/DAILY,PROPOSED,HIGH,1
peephole,OBJECT_PROP/DAILY,PROPOSED,HIGH,1
pen,OBJECT_PROP/DAILY,PROPOSED,HIGH,1
pen_holder,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
penalty_card,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
pencil,OBJECT_PROP/DAILY,PROPOSED,HIGH,1
pencil_case,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
pencil_sharpener,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
pendulum,OBJECT_PROP/DAILY,PROPOSED,HIGH,1
pendulum_clock,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
penlight_(glowstick),OBJECT_PROP/DAILY,PROPOSED,HIGH,2
pennant,OBJECT_PROP/DAILY,PROPOSED,HIGH,1
pepper_shaker,OBJECT_PROP/DAILY,PROPOSED,MEDIUM,2
perfume_(cosmetics),OBJECT_PROP/DAILY,PROPOSED,HIGH,2
perfume_bottle,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
periscope,OBJECT_PROP/DAILY,PROPOSED,HIGH,1
personal_digital_assistant,OBJECT_PROP/DAILY,PROPOSED,HIGH,3
personal_terminal,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
pestle,OBJECT_PROP/DAILY,PROPOSED,HIGH,1
pet_bed,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
pet_carrier,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
pet_cone,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
pet_food,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
pet_rock,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
petri_dish,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
petroleum,OBJECT_PROP/DAILY,PROPOSED,MEDIUM,1
pew,OBJECT_PROP/DAILY,PROPOSED,HIGH,1
phone,OBJECT_PROP/DAILY,PROPOSED,HIGH,1
phone_stand,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
phonecard_(medium),OBJECT_PROP/DAILY,PROPOSED,HIGH,2
phonograph,OBJECT_PROP/DAILY,PROPOSED,HIGH,1
phosphophyllite_(gemstone),OBJECT_PROP/DAILY,PROPOSED,MEDIUM,2
photo_(object),OBJECT_PROP/DAILY,PROPOSED,HIGH,2
photo_album,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
photocopier,OBJECT_PROP/DAILY,PROPOSED,HIGH,1
piano,OBJECT_PROP/DAILY,PROPOSED,HIGH,1
piano_bench,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
piano_keys,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
picnic_basket,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
picnic_blanket,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
picnic_table,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
picture_book,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
picture_frame,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
piggy_bank,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
pile,OBJECT_PROP/DAILY,PROPOSED,HIGH,1
pile_of_books,OBJECT_PROP/DAILY,PROPOSED,HIGH,3
pile_of_money,OBJECT_PROP/DAILY,PROPOSED,HIGH,3
pile_of_trash,OBJECT_PROP/DAILY,PROPOSED,HIGH,3
pill,OBJECT_PROP/DAILY,PROPOSED,HIGH,1
pill_bottle,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
pillow,OBJECT_PROP/DAILY,PROPOSED,HIGH,1
pilot_chair,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
pin,OBJECT_PROP/DAILY,PROPOSED,HIGH,1
pinata,OBJECT_PROP/DAILY,PROPOSED,HIGH,1
pinball,OBJECT_PROP/DAILY,PROPOSED,HIGH,1
pincushion,OBJECT_PROP/DAILY,PROPOSED,HIGH,1
pink_blanket,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
pink_gem,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
pink_moon_stick,OBJECT_PROP/DAILY,PROPOSED,HIGH,3
pink_pillow,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
pink_umbrella,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
pinwheel,OBJECT_PROP/DAILY,PROPOSED,HIGH,1
pipa_(instrument),OBJECT_PROP/DAILY,PROPOSED,HIGH,2
pipe_organ,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
pipe_wrench,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
pitcher_(container),OBJECT_PROP/DAILY,PROPOSED,HIGH,2
pizza_box,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
pizza_box_computer,OBJECT_PROP/DAILY,PROPOSED,HIGH,3
pizza_cutter,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
pj_bass,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
placemat,OBJECT_PROP/DAILY,PROPOSED,HIGH,1
plaid_bag,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
plaid_blanket,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
plaid_pillow,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
plaid_towel,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
plaid_umbrella,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
plank,OBJECT_PROP/DAILY,PROPOSED,HIGH,1
plaque,OBJECT_PROP/DAILY,PROPOSED,HIGH,1
plastic_bag,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
plastic_bottle,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
plastic_spoon,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
plastic_wrap,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
plate,OBJECT_PROP/DAILY,PROPOSED,HIGH,1
plate_stack,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
playground_equipment_(kemono_friends_pavilion),OBJECT_PROP/DAILY,PROPOSED,HIGH,5
playing_card,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
playstation_1,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
playstation_2,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
playstation_3,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
playstation_4,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
playstation_5,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
playstation_controller,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
playstation_portable,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
playstation_vita,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
playstation_vr,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
plectrum,OBJECT_PROP/DAILY,PROPOSED,HIGH,1
pliers,OBJECT_PROP/DAILY,PROPOSED,HIGH,1
plunger,OBJECT_PROP/DAILY,PROPOSED,HIGH,1
pocket_tissue,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
pocket_watch,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
pocketbook,OBJECT_PROP/DAILY,PROPOSED,HIGH,1
pocky_box,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
poco_grande_glass,OBJECT_PROP/DAILY,PROPOSED,HIGH,3
podium,OBJECT_PROP/DAILY,PROPOSED,HIGH,1
pogo_stick,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
poi_(goldfish_scoop),OBJECT_PROP/DAILY,PROPOSED,HIGH,3
pointer,OBJECT_PROP/DAILY,PROPOSED,HIGH,1
poke_ball,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
poke_ball_(basic),OBJECT_PROP/DAILY,PROPOSED,HIGH,3
poke_ball_mug,OBJECT_PROP/DAILY,PROPOSED,HIGH,3
poke_flute,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
pokedex,OBJECT_PROP/DAILY,PROPOSED,HIGH,1
pokegear,OBJECT_PROP/DAILY,PROPOSED,HIGH,1
pokemon_card,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
poker_chip,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
poker_table,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
poketch,OBJECT_PROP/DAILY,PROPOSED,HIGH,1
polaroid_camera,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
polaroid_photo,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
pole,OBJECT_PROP/DAILY,PROPOSED,HIGH,1
police_siren,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
polka_dot_bag,OBJECT_PROP/DAILY,PROPOSED,HIGH,3
polka_dot_blanket,OBJECT_PROP/DAILY,PROPOSED,HIGH,3
polka_dot_innertube,OBJECT_PROP/DAILY,PROPOSED,HIGH,3
polka_dot_pillow,OBJECT_PROP/DAILY,PROPOSED,HIGH,3
polka_dot_umbrella,OBJECT_PROP/DAILY,PROPOSED,HIGH,3
polyhedral_dice,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
pom_pom_(cheerleading),OBJECT_PROP/DAILY,PROPOSED,HIGH,2
pool_float,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
pool_ladder,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
pop-up_book,OBJECT_PROP/DAILY,PROPOSED,HIGH,3
pop-up_pirate,OBJECT_PROP/DAILY,PROPOSED,MEDIUM,3
pop_filter,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
pop_tab,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
popsicle_stick,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
portable_barricade,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
portable_stove,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
portrait_(object),OBJECT_PROP/DAILY,PROPOSED,HIGH,2
postage_stamp,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
postbox_(outgoing_mail),OBJECT_PROP/DAILY,PROPOSED,HIGH,3
postcard,OBJECT_PROP/DAILY,PROPOSED,HIGH,1
poster_(object),OBJECT_PROP/DAILY,PROPOSED,HIGH,2
potters_wheel,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
pottery,OBJECT_PROP/DAILY,PROPOSED,HIGH,1
potty,OBJECT_PROP/DAILY,PROPOSED,HIGH,1
pouch,OBJECT_PROP/DAILY,PROPOSED,HIGH,1
powder,OBJECT_PROP/DAILY,PROPOSED,HIGH,1
powder_puff,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
power_connection,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
power_cord,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
power_drill,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
power_lines,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
power_rack,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
power_ring_(green_lantern),OBJECT_PROP/DAILY,PROPOSED,HIGH,4
power_strip,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
power_tool,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
premier_ball,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
price_tag,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
primogem,OBJECT_PROP/DAILY,PROPOSED,HIGH,1
pringle_duck,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
print_bag,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
print_ball,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
print_bandaid,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
print_bed_sheet,OBJECT_PROP/DAILY,PROPOSED,HIGH,3
print_cup,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
print_curtains,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
print_fan,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
print_innertube,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
print_mug,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
print_paper_fan,OBJECT_PROP/DAILY,PROPOSED,HIGH,3
print_pillow,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
print_towel,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
print_umbrella,OBJECT_PROP/DAILY,PROPOSED,HIGH,2
printer,OBJECT_PROP/DAILY,PROPOSED,HIGH,1
