lane_local_index,review_seq,identity_key,manual_seen,semantic_summary_ja,discovery_mode,route_1_id,route_1_strength,route_1_reason_ja,route_2_id,route_2_strength,route_2_reason_ja,route_3_id,route_3_strength,route_3_reason_ja,local_refinement_ids,body_site_ids,theme_ids,route_vocabulary_gap,route_vocabulary_gap_note,review_depth,evidence_urls,uncertainty_note
943,2828,reflection,YES,構図・カメラ表現に関するタグ,BROWSE_WORTHY,COMPOSITION_CAMERA,CORE,構図・カメラ表現として探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
944,2831,toothpick,YES,物体・道具・小物に関するタグ,BROWSE_WORTHY,TOOL_OBJECT,CORE,物体・道具・小物として探すのが自然,,,,,,,"[""OBJECT_PROP/DAILY""]",[],[],NO,,CHECKED,[],
945,2834,flame-tipped_tail,YES,非人間的特徴・変身要素に関するタグ,BROWSE_WORTHY,NONHUMAN_TRANSFORM,CORE,非人間的特徴・変身要素として探すのが自然,LIGHT_TIME_WEATHER,SUPPORTING,光・時間帯・天候として探すのが自然,,,,[],[],[],NO,,CHECKED,[],
946,2837,grimoire_of_alice,YES,HOLD,HOLD,,,,,,,,,,,,,NO,,RESEARCHED,,
947,2840,club_facial_mark,YES,髪・顔・目などの外観に関するタグ,BROWSE_WORTHY,HAIR_FACE,CORE,髪・顔・目などの外観として探すのが自然,TEXT_SYMBOL,SUPPORTING,文字・記号・レイアウトとして探すのが自然,,,,"[""TEXT_SYMBOL/SYMBOL""]",[],[],NO,,CHECKED,[],
948,2843,headband_over_one_eye,YES,衣服・装身具・露出状態に関するタグ,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,衣服・装身具・露出状態として探すのが自然,HAIR_FACE,SUPPORTING,髪・顔・目などの外観として探すのが自然,,,,"[""CLOTHING/ACCESSORY""]",[],[],NO,,CHECKED,[],
949,2846,artstation_username,YES,文字・記号・レイアウトに関するタグ,BROWSE_WORTHY,TEXT_SYMBOL,CORE,文字・記号・レイアウトとして探すのが自然,,,,,,,"[""TEXT_SYMBOL/TEXT""]",[],[],NO,,CHECKED,[],
950,2849,flower_knot,YES,色・模様・形状に関するタグ,BROWSE_WORTHY,COLOR_PATTERN_SHAPE,CORE,色・模様・形状として独立に探すのが自然,,,,,,,[],[],[],NO,,RESEARCHED,"[""https://tags.latent.moe/en/t/flower_knot""]",
951,2852,sun_wukong_(cosplay),YES,孫悟空の衣装を模したコスプレ,MIXED,CLOTHING_EXPOSURE,CORE,コスプレ衣装として探すのが自然,,,,,,,"[""CLOTHING/COSTUME""]",[],[],NO,,CHECKED,[],
952,2855,yoitomake_(food),YES,よいとまけという菓子,BROWSE_WORTHY,TOOL_OBJECT,CORE,食べ物として探すのが自然,,,,,,,"[""OBJECT_PROP/FOOD""]",[],[],NO,,CHECKED,[],
953,2858,quilted_jacket,YES,キルティング加工のジャケット,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,上着として探すのが自然,,,,,,,"[""CLOTHING/EVERYDAY""]",[],[],NO,,CHECKED,[],
954,2861,zebra_tail,YES,シマウマの尾,BROWSE_WORTHY,NONHUMAN_TRANSFORM,CORE,動物由来の身体特徴として探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
955,2864,toy_tank,YES,戦車型のおもちゃ,BROWSE_WORTHY,TOOL_OBJECT,CORE,玩具の物体として探すのが自然,,,,,,,"[""OBJECT_PROP/DAILY""]",[],[],NO,,CHECKED,[],
956,2867,adjusting_shirt,YES,シャツの位置や着方を直している動作,BROWSE_WORTHY,ACTION_CONTACT,CORE,衣服を手で調整する動作として探すのが自然,,,,,,,"[""ACTION_CONTACT/OBJECT_USE""]",[],[],NO,,CHECKED,[],
957,2870,k-pop,YES,K-POPを主題にした表現,BROWSE_WORTHY,STYLE_PROCESSING,CORE,音楽文化・演出テーマとして探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
958,2873,twisted_torso,YES,胴体をひねった姿勢,BROWSE_WORTHY,POSE_POSITION,CORE,身体のひねり姿勢として探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
959,2876,mechanical_hips,YES,機械化された腰・臀部周辺の身体構造,BROWSE_WORTHY,NONHUMAN_TRANSFORM,CORE,機械的な身体改変として探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
960,2879,kono_lolicon_domome,YES,HOLD,HOLD,,,,,,,,,,,,,NO,,RESEARCHED,,
961,2882,mega_evolution_symbol,YES,メガシンカを表す記号,MIXED,TEXT_SYMBOL,CORE,独立した記号として探すのが自然,,,,,,,"[""TEXT_SYMBOL/SYMBOL""]",[],[],NO,,CHECKED,[],
962,2885,meat_hook,YES,肉を吊るすためのフック,BROWSE_WORTHY,TOOL_OBJECT,CORE,道具・物体として探すのが自然,,,,,,,"[""OBJECT_PROP/DAILY""]",[],[],NO,,CHECKED,[],
963,2888,hair_over_one_eye,YES,髪が片目を覆っている状態,BROWSE_WORTHY,HAIR_FACE,CORE,髪型と顔の見え方として探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
964,2891,tekoki_karaoke,YES,HOLD,HOLD,,,,,,,,,,,,,NO,,RESEARCHED,,
965,2894,holding_hoe,YES,鍬を手に持っている状態,BROWSE_WORTHY,ACTION_CONTACT,CORE,道具を保持する動作として探すのが自然,TOOL_OBJECT,SUPPORTING,鍬という道具からも探せる,,,,"[""ACTION_CONTACT/OBJECT_USE""]",[],[],NO,,CHECKED,[],
966,2897,hallucination,YES,幻覚を見ている・幻覚として描かれた表現,BROWSE_WORTHY,STYLE_PROCESSING,CORE,現実ではない知覚・視覚演出として探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
967,2900,open_clothes,YES,衣服を開いた状態,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,衣服の開放・露出状態として探すのが自然,,,,,,,"[""CLOTHING_STATE_EXPOSURE/""]",[],[],NO,,CHECKED,[],
968,2903,angel's_swimsuit_(idolmaster),YES,HOLD,HOLD,,,,,,,,,,,,,NO,,RESEARCHED,,
969,2906,twintails_day,YES,HOLD,HOLD,,,,,,,,,,,,,NO,,RESEARCHED,,
970,2909,1950s_fashion,YES,1950年代風の服装,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,時代ファッションとして衣服から探すのが自然,,,,,,,"[""CLOTHING/COSTUME""]",[],[],NO,,CHECKED,[],
971,2912,crayon_drawing,YES,クレヨンで描いたような画風,BROWSE_WORTHY,STYLE_PROCESSING,CORE,描画媒体・画風として探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
972,2915,print_background,YES,印刷物・プリント風の背景表現,BROWSE_WORTHY,SCENE_BACKGROUND,CORE,背景の表現として探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
973,2918,two-sided_dress,YES,表裏・左右など二面性のあるドレス,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,ドレスの意匠として探すのが自然,,,,,,,"[""CLOTHING/COSTUME""]",[],[],NO,,CHECKED,[],
974,2921,aspis,YES,HOLD,HOLD,,,,,,,,,,,,,NO,,RESEARCHED,,
975,2924,mouse_boy,YES,ネズミの特徴を持つ少年・男性キャラクター,BROWSE_WORTHY,NONHUMAN_TRANSFORM,CORE,人と動物の特徴が混ざった形態として探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
976,2927,reptile_boy,YES,非人間的特徴・変身要素に関するタグ,BROWSE_WORTHY,NONHUMAN_TRANSFORM,CORE,非人間的特徴・変身要素として探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
977,2930,radioactive,YES,画風・処理・表現様式に関するタグ,BROWSE_WORTHY,STYLE_PROCESSING,CORE,画風・処理・表現様式として探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
978,2933,seppuku,YES,動作・接触に関するタグ,BROWSE_WORTHY,ACTION_CONTACT,CORE,動作・接触として探すのが自然,,,,,,,[],[],"[""INJURY_R18G""]",NO,,CHECKED,[],
979,2936,exit_sign,YES,文字・記号・レイアウトに関するタグ,BROWSE_WORTHY,TEXT_SYMBOL,CORE,文字・記号・レイアウトとして探すのが自然,,,,,,,"[""TEXT_SYMBOL/SYMBOL""]",[],[],NO,,CHECKED,[],
980,2939,dismemberment,YES,身体部位・身体特徴に関するタグ,BROWSE_WORTHY,BODY_SITE,CORE,身体部位・身体特徴として探すのが自然,,,,,,,[],[],"[""INJURY_R18G""]",NO,,CHECKED,[],
981,2942,implied_injury,YES,画風・処理・表現様式に関するタグ,BROWSE_WORTHY,STYLE_PROCESSING,CORE,画風・処理・表現様式として探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
982,2945,sitting_on_person,YES,姿勢・位置関係に関するタグ,BROWSE_WORTHY,POSE_POSITION,CORE,姿勢・位置関係として探すのが自然,ACTION_CONTACT,SUPPORTING,動作・接触として探すのが自然,,,,"[""ACTION_CONTACT/INTERACTION""]",[],[],NO,,CHECKED,[],
983,2948,stuffed_rabbit,YES,物体・道具・小物に関するタグ,BROWSE_WORTHY,TOOL_OBJECT,CORE,物体・道具・小物として探すのが自然,,,,,,,"[""OBJECT_PROP/DAILY""]",[],[],NO,,CHECKED,[],
984,2951,single_sandal,YES,衣服・装身具・露出状態に関するタグ,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,衣服・装身具・露出状態として探すのが自然,,,,,,,"[""CLOTHING/EVERYDAY""]",[],[],NO,,CHECKED,[],
985,2954,emoji_censor,YES,画風・処理・表現様式に関するタグ,BROWSE_WORTHY,STYLE_PROCESSING,CORE,画風・処理・表現様式として探すのが自然,TEXT_SYMBOL,SUPPORTING,文字・記号・レイアウトとして探すのが自然,,,,"[""TEXT_SYMBOL/SYMBOL""]",[],[],NO,,CHECKED,[],
986,2957,pink_garter_belt,YES,衣服・装身具・露出状態に関するタグ,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,衣服・装身具・露出状態として探すのが自然,,,,,,,"[""CLOTHING/ACCESSORY""]",[],[],NO,,CHECKED,[],
987,2960,aburaage,YES,物体・道具・小物に関するタグ,BROWSE_WORTHY,TOOL_OBJECT,CORE,物体・道具・小物として探すのが自然,,,,,,,"[""OBJECT_PROP/FOOD""]",[],[],NO,,CHECKED,[],
988,2963,king_gainer_over!,YES,HOLD,HOLD,,,,,,,,,,,,,NO,,RESEARCHED,,
989,2966,oxygen_mask,YES,物体・道具・小物に関するタグ,BROWSE_WORTHY,TOOL_OBJECT,CORE,物体・道具・小物として探すのが自然,CLOTHING_EXPOSURE,SUPPORTING,衣服・装身具・露出状態として探すのが自然,,,,"[""OBJECT_PROP/DAILY""]",[],[],NO,,CHECKED,[],
990,2969,whammy_bar,YES,物体・道具・小物に関するタグ,BROWSE_WORTHY,TOOL_OBJECT,CORE,物体・道具・小物として探すのが自然,,,,,,,"[""OBJECT_PROP/DAILY""]",[],[],NO,,CHECKED,[],
991,2972,qixi_festival,YES,HOLD,HOLD,,,,,,,,,,,,,NO,,RESEARCHED,,
992,2975,wrap_skirt,YES,衣服・装身具・露出状態に関するタグ,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,衣服・装身具・露出状態として探すのが自然,,,,,,,"[""CLOTHING/EVERYDAY""]",[],[],NO,,CHECKED,[],
993,2978,print_thighhighs,YES,衣服・装身具・露出状態に関するタグ,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,衣服・装身具・露出状態として探すのが自然,COLOR_PATTERN_SHAPE,SUPPORTING,色・模様・形状として独立に探すのが自然,,,,"[""CLOTHING/EVERYDAY""]",[],[],NO,,CHECKED,[],
994,2981,mouse_tail,YES,非人間的特徴・変身要素に関するタグ,BROWSE_WORTHY,NONHUMAN_TRANSFORM,CORE,非人間的特徴・変身要素として探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
995,2984,squirrel_ears,YES,非人間的特徴・変身要素に関するタグ,BROWSE_WORTHY,NONHUMAN_TRANSFORM,CORE,非人間的特徴・変身要素として探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
996,2987,number_tattoo,YES,文字・記号・レイアウトに関するタグ,BROWSE_WORTHY,TEXT_SYMBOL,CORE,文字・記号・レイアウトとして探すのが自然,BODY_SITE,SUPPORTING,身体部位・身体特徴として探すのが自然,,,,"[""TEXT_SYMBOL/TEXT""]",[],[],NO,,CHECKED,[],
997,2990,variable_fighter,YES,HOLD,HOLD,,,,,,,,,,,,,NO,,RESEARCHED,,
998,2993,thigh_gap,YES,身体部位・身体特徴に関するタグ,BROWSE_WORTHY,BODY_SITE,CORE,身体部位・身体特徴として探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
999,2996,track_uniform,YES,衣服・装身具・露出状態に関するタグ,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,衣服・装身具・露出状態として探すのが自然,,,,,,,"[""CLOTHING/UNIFORM""]",[],[],NO,,CHECKED,[],
1000,2999,half-track,YES,HOLD,HOLD,,,,,,,,,,,,,NO,,RESEARCHED,,
1001,3002,bedroll,YES,携帯用に巻いて運ぶ寝具,BROWSE_WORTHY,TOOL_OBJECT,CORE,携帯用の寝具・道具として探すのが自然,,,,,,,"[""OBJECT_PROP/DAILY""]",[],[],NO,,CHECKED,[],
1002,3005,white_ribbon,YES,白色のリボン,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,身につけるリボン装飾として探すのが自然,,,,,,,"[""CLOTHING/ACCESSORY""]",[],[],NO,,CHECKED,[],
1003,3008,lily_pad,YES,水面に浮かぶスイレン類の葉,BROWSE_WORTHY,LIVING,CORE,植物要素として探すのが自然,,,,,,,"[""LIVING_NATURE/PLANT""]",[],[],NO,,CHECKED,[],
1004,3011,floral_print_thighhighs,YES,花柄のサイハイソックス,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,脚に着用する衣服として探すのが自然,COLOR_PATTERN_SHAPE,SUPPORTING,花柄という模様からも独立して探せる,,,,"[""CLOTHING/EVERYDAY""]",[],[],NO,,CHECKED,[],
1005,3014,red-crowned_crane,YES,タンチョウ,BROWSE_WORTHY,LIVING,CORE,鳥類の生物として探すのが自然,,,,,,,"[""LIVING_NATURE/CREATURE""]",[],[],NO,,CHECKED,[],
1006,3017,themed_object,YES,HOLD,HOLD,,,,,,,,,,,,,NO,,RESEARCHED,,
1007,3020,purple_cardigan,YES,紫色のカーディガン,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,上衣として探すのが自然,,,,,,,"[""CLOTHING/EVERYDAY""]",[],[],NO,,CHECKED,[],
1008,3023,gold_boots,YES,金色のブーツ,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,履物として探すのが自然,,,,,,,"[""CLOTHING/EVERYDAY""]",[],[],NO,,CHECKED,[],
1009,3026,heron,YES,サギ類の鳥,BROWSE_WORTHY,LIVING,CORE,鳥類の生物として探すのが自然,,,,,,,"[""LIVING_NATURE/CREATURE""]",[],[],NO,,CHECKED,[],
1010,3029,gradient_hat,YES,グラデーション配色の帽子,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,帽子として探すのが自然,COLOR_PATTERN_SHAPE,SUPPORTING,グラデーション表現からも探せる,,,,"[""CLOTHING/ACCESSORY""]",[],[],NO,,CHECKED,[],
1011,3032,watchtower,YES,監視・見張り用の塔,BROWSE_WORTHY,SCENE_BACKGROUND,CORE,建造物・場所要素として探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
1012,3035,varied_reactions,YES,複数の異なる反応・表情を並べた表現,BROWSE_WORTHY,EXPRESSION_GAZE,CORE,反応や表情の違いとして探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
1013,3038,aqua_neckerchief,YES,水色のネッカチーフ,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,首元の衣服アクセサリーとして探すのが自然,,,,,,,"[""CLOTHING/ACCESSORY""]",[],[],NO,,CHECKED,[],
1014,3041,yellow_panties,YES,黄色のパンティー,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,下着として探すのが自然,,,,,,,"[""CLOTHING/EVERYDAY""]",[],[],NO,,CHECKED,[],
1015,3044,snowbell_(flower),YES,スノーベルと呼ばれる花,BROWSE_WORTHY,LIVING,CORE,花・植物として探すのが自然,,,,,,,"[""LIVING_NATURE/PLANT""]",[],[],NO,,CHECKED,[],
1016,3047,b-29_superfortress,YES,B-29スーパーフォートレス爆撃機,BROWSE_WORTHY,TOOL_OBJECT,CORE,航空機・乗り物として探すのが自然,,,,,,,"[""OBJECT_PROP/VEHICLE""]",[],[],NO,,CHECKED,[],
1017,3050,brand_of_sacrifice,YES,HOLD,HOLD,,,,,,,,,,,,,NO,,RESEARCHED,,
1018,3053,howl_and_sophie_airwalking,YES,HOLD,HOLD,,,,,,,,,,,,,NO,,RESEARCHED,,
1019,3056,diffraction_spikes,YES,明るい点光源から放射状に伸びる回折スパイク,BROWSE_WORTHY,LIGHT_TIME_WEATHER,CORE,光源に現れる光学的な光条として探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
1020,3059,off-shoulder_jacket,YES,肩を露出させて着るジャケット,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,衣服の着用・露出状態として探すのが自然,,,,,,,"[""CLOTHING_STATE_EXPOSURE/""]",[],[],NO,,CHECKED,[],
1021,3062,bone_armor,YES,骨を素材・意匠にした鎧,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,防具・衣装として探すのが自然,,,,,,,"[""CLOTHING/COSTUME""]",[],[],NO,,CHECKED,[],
1022,3065,groping_motion,YES,身体をまさぐる・揉むような手の動作表現,BROWSE_WORTHY,ACTION_CONTACT,CORE,接触を伴う手の動作として探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
1023,3068,cloud_focus,YES,雲を主題・焦点にした構図,BROWSE_WORTHY,COMPOSITION_CAMERA,CORE,画面内で雲を焦点化する構図として探すのが自然,LIGHT_TIME_WEATHER,SUPPORTING,雲という気象要素からも探せる,,,,[],[],[],NO,,CHECKED,[],
1024,3071,female_pervert,YES,HOLD,HOLD,,,,,,,,,,,,,NO,,RESEARCHED,,
1025,3074,terminator_armor,YES,HOLD,HOLD,,,,,,,,,,,,,NO,,RESEARCHED,,
1026,3077,nahui_mictlan_(fate/grand_order),YES,『Fate/Grand Order』の固有名詞「ナウイ・ミクトラン」,SEARCH_ORIENTED,,,,,,,,,,[],[],[],NO,,CHECKED,[],
1027,3080,pawn_(chess),YES,チェスの駒のポーン,BROWSE_WORTHY,TOOL_OBJECT,CORE,盤上ゲームの駒・物体として探すのが自然,,,,,,,"[""OBJECT_PROP/DAILY""]",[],[],NO,,CHECKED,[],
1028,3083,crystal_sword,YES,結晶・クリスタル状の剣,BROWSE_WORTHY,TOOL_OBJECT,CORE,剣・武器として探すのが自然,,,,,,,"[""OBJECT_PROP/WEAPON""]",[],[],NO,,CHECKED,[],
1029,3086,on_box,YES,人物や物が箱の上にある状態,BROWSE_WORTHY,POSE_POSITION,CORE,箱との位置関係として探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
1030,3089,multicolored_eyes,YES,複数色を含む瞳・目,BROWSE_WORTHY,HAIR_FACE,CORE,目の外見特徴として探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
1031,3092,neck_blush,YES,首に現れた赤面・紅潮,BROWSE_WORTHY,EXPRESSION_GAZE,CORE,赤面表現の一部として探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
1032,3095,white_tabard,YES,白色のタバード,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,衣服として探すのが自然,,,,,,,"[""CLOTHING/COSTUME""]",[],[],NO,,CHECKED,[],
1033,3098,gold_circlet,YES,金色のサークレット,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,頭部アクセサリーとして探すのが自然,,,,,,,"[""CLOTHING/ACCESSORY""]",[],[],NO,,CHECKED,[],
1034,3101,lace-trimmed_capelet,YES,レース縁取りのケープレット,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,衣服として探すのが自然,,,,,,,"[""CLOTHING/COSTUME""]",[],[],NO,,CHECKED,[],
1035,3104,java_sparrow,YES,ブンチョウ（Java sparrow）,BROWSE_WORTHY,LIVING,CORE,鳥類の生物として探すのが自然,,,,,,,"[""LIVING_NATURE/CREATURE""]",[],[],NO,,CHECKED,[],
1036,3107,through_wall,YES,HOLD,HOLD,,,,,,,,,,,,,NO,,RESEARCHED,,
1037,3110,shaving_crotch,YES,股間部の毛を剃る行為,BROWSE_WORTHY,ACTION_CONTACT,CORE,身体を剃る行為として探すのが自然,,,,,,,[],"[""FEMALE_GENITAL""]",[],NO,,CHECKED,[],
1038,3113,argyle_footwear,YES,アーガイル柄の履物,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,履物として探すのが自然,,,,,,,"[""CLOTHING/EVERYDAY""]",[],[],NO,,CHECKED,[],
1039,3116,hand_warmer,YES,手を温めるための携帯用保温具,BROWSE_WORTHY,TOOL_OBJECT,CORE,日用品・保温具として探すのが自然,,,,,,,"[""OBJECT_PROP/DAILY""]",[],[],NO,,CHECKED,[],
1040,3119,libra_(symbol),YES,天秤座を表す記号,BROWSE_WORTHY,TEXT_SYMBOL,CORE,独立した記号として探すのが自然,,,,,,,"[""TEXT_SYMBOL/SYMBOL""]",[],[],NO,,CHECKED,[],
1041,3122,floor,YES,床・床面,BROWSE_WORTHY,SCENE_BACKGROUND,CORE,空間の背景・床面要素として探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
1042,3125,grey_streaks,YES,髪の一部に入った灰色の筋・メッシュ,BROWSE_WORTHY,HAIR_FACE,CORE,髪色の部分的特徴として探すのが自然,,,,,,,[],[],[],NO,,RESEARCHED,"[""https://safebooru.donmai.us/wiki_pages/streaked_hair""]",
1043,3128,testicle_hair,YES,陰嚢・睾丸周辺に生える毛,BROWSE_WORTHY,HAIR_FACE,CORE,体毛の外見特徴として探すのが自然,,,,,,,[],"[""MALE_GENITAL""]",[],NO,,CHECKED,[],
1044,3131,hands_on_another's_cheeks,YES,相手の両頬に手を置く動作,BROWSE_WORTHY,ACTION_CONTACT,CORE,他者への身体接触として探すのが自然,,,,,,,"[""ACTION_CONTACT/INTERACTION""]",[],[],NO,,CHECKED,[],
1045,3134,purple_robe,YES,紫色のローブ,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,衣服として探すのが自然,,,,,,,"[""CLOTHING/COSTUME""]",[],[],NO,,CHECKED,[],
1046,3137,wrestling,YES,レスリング・組み合って争う動作,BROWSE_WORTHY,ACTION_CONTACT,CORE,複数者が組み合う接触行為として探すのが自然,,,,,,,"[""ACTION_CONTACT/INTERACTION""]",[],[],NO,,CHECKED,[],
1047,3140,taut_shorts,YES,身体に張り付くほどぴんと張ったショートパンツ,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,衣服の密着・状態として探すのが自然,,,,,,,"[""CLOTHING_STATE_EXPOSURE/""]",[],[],NO,,CHECKED,[],
1048,3143,text_focus,YES,文字を画面の主な焦点にした構図,BROWSE_WORTHY,COMPOSITION_CAMERA,CORE,文字を主題化する構図として探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
1049,3146,hair_down,YES,髪を結ばず下ろした状態,BROWSE_WORTHY,HAIR_FACE,CORE,髪型・髪の状態として探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
1050,3149,wingdings,YES,Wingdings系の記号文字・絵文字フォント表現,BROWSE_WORTHY,TEXT_SYMBOL,CORE,記号文字の表現として探すのが自然,,,,,,,"[""TEXT_SYMBOL/TEXT""]",[],[],NO,,CHECKED,[],
1051,3152,rigging,YES,HOLD,HOLD,,,,,,,,,,,,,NO,,RESEARCHED,,
1052,3155,sour_model_(mikumikudance),YES,MikuMikuDanceのSour式モデルを指す固有モデル名,SEARCH_ORIENTED,,,,,,,,,,[],[],[],NO,,CHECKED,[],
1053,3158,chocolate_clothes,YES,チョコレートを素材・意匠にした衣服,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,衣服として探すのが自然,,,,,,,"[""CLOTHING/COSTUME""]",[],[],NO,,CHECKED,[],
1054,3161,mandarin_orange,YES,ミカン・マンダリンオレンジ,BROWSE_WORTHY,TOOL_OBJECT,CORE,食べ物・果物として探すのが自然,,,,,,,"[""OBJECT_PROP/FOOD""]",[],[],NO,,CHECKED,[],
1055,3164,massage,YES,マッサージする行為,BROWSE_WORTHY,ACTION_CONTACT,CORE,身体への接触行為として探すのが自然,,,,,,,"[""ACTION_CONTACT/INTERACTION""]",[],[],NO,,CHECKED,[],
1056,3167,string_of_light_bulbs,YES,ひも状に連ねた電球・ストリングライト,BROWSE_WORTHY,TOOL_OBJECT,CORE,照明器具・物体として探すのが自然,,,,,,,"[""OBJECT_PROP/DAILY""]",[],[],NO,,CHECKED,[],
1057,3170,two-tone_wristband,YES,2色配色のリストバンド,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,身につけるアクセサリーとして探すのが自然,,,,,,,"[""CLOTHING/ACCESSORY""]",[],[],NO,,CHECKED,[],
1058,3173,two-tone_skin,YES,2色に分かれた皮膚・肌の配色,BROWSE_WORTHY,COLOR_PATTERN_SHAPE,CORE,身体表面の二色配色として探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
1059,3176,binding_blade_(weapon),YES,固有武器「封印の剣（Binding Blade）」,BROWSE_WORTHY,TOOL_OBJECT,CORE,武器として探すのが自然,,,,,,,"[""OBJECT_PROP/WEAPON""]",[],[],NO,,CHECKED,[],
1060,3179,possum_ears,YES,ポッサムの耳を模した耳,BROWSE_WORTHY,NONHUMAN_TRANSFORM,CORE,動物耳の非人間的身体特徴として探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
1061,3182,octopus_boy,YES,タコの特徴を持つ少年・男性キャラクター表現,BROWSE_WORTHY,NONHUMAN_TRANSFORM,CORE,タコ由来の非人間特徴として探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
1062,3185,spacecraft_turret,YES,宇宙船に備えた砲塔,BROWSE_WORTHY,TOOL_OBJECT,CORE,兵器・砲塔として探すのが自然,,,,,,,"[""OBJECT_PROP/WEAPON""]",[],[],NO,,CHECKED,[],
1063,3188,blue_eyeliner,YES,青色のアイライナー,BROWSE_WORTHY,HAIR_FACE,CORE,目元の化粧特徴として探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
1064,3191,plaid_shirt,YES,チェック柄のシャツ,BROWSE_WORTHY,CLOTHING_EXPOSURE,CORE,衣服として探すのが自然,,,,,,,"[""CLOTHING/EVERYDAY""]",[],[],NO,,CHECKED,[],
1065,3194,duck,YES,アヒル・カモ類の鳥,BROWSE_WORTHY,LIVING,CORE,鳥類の生物として探すのが自然,,,,,,,"[""LIVING_NATURE/CREATURE""]",[],[],NO,,CHECKED,[],
1066,3197,swastika_tattoo,YES,卍・スワスティカ形のタトゥー,BROWSE_WORTHY,TEXT_SYMBOL,CORE,独立した記号意匠として探すのが自然,,,,,,,"[""TEXT_SYMBOL/SYMBOL""]",[],[],NO,,CHECKED,[],
1067,3200,nightmare,YES,HOLD,HOLD,,,,,,,,,,,,,NO,,RESEARCHED,,
1068,3203,confession,YES,告白する場面・行為,BROWSE_WORTHY,ACTION_CONTACT,CORE,人物の行為・やり取りとして探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
1069,3206,folding,YES,物を折り畳む行為,BROWSE_WORTHY,ACTION_CONTACT,CORE,手作業の行為として探すのが自然,,,,,,,"[""ACTION_CONTACT/OBJECT_USE""]",[],[],NO,,CHECKED,[],
1070,3209,breast_conscious,YES,HOLD,HOLD,,,,,,,,,,,,,NO,,RESEARCHED,,
1071,3212,blowhole,YES,鯨類などの頭部にある呼吸孔,BROWSE_WORTHY,BODY_SITE,CORE,生物の明示的な身体部位として探すのが自然,,,,,,,[],[],[],NO,,CHECKED,[],
