row_id,canonical_tag,post_count,display_ja,search_ja,translation_status,translation_note,risk_flags,source_aliases,verified_aliases,existing_display_ja,existing_search_ja,existing_candidate_ja,existing_rejected_ja,related_copyright_top1,related_copyright_top1_coverage,family_base_canonical,family_base_display_ja,has_stronger_ja_evidence
I70-031465,okada_izou_(second_ascension)_(fate),60,岡田izou（第二性性能）（運命）,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED,,,,,岡田izou（第二性性能）（運命）,,fate/grand_order,1.0,,,false
I70-031778,kohaku_(cookie),59,KHK兄貴,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE,,,,,KHK兄貴,,cookie_(touhou),1.0,,,false
I70-031927,sirene_(last_origin),59,AG-2Cセイレーン,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE,,,,,AG-2Cセイレーン,,last_origin,1.0,,,false
I70-031936,spriggan_(final_fantasy),59,Spriggan（ファイナルファンタジー）,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED,,,,,Spriggan（ファイナルファンタジー）,,final_fantasy,1.0,,,false
I70-032010,yuzuki_yukari_(vocaloid6),59,Vocaloid6_ai_結月ゆかり,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED | RAW_TAG_SYNTAX_IN_DISPLAY | DISAMBIGUATOR_NOT_VISIBLE,,,,,Vocaloid6_ai_結月ゆかり,,vocaloid,0.982456,,,false
I70-032104,fuji_izumi,58,富士izumi,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED,,,,,富士izumi,,original,1.0,,,false
I70-032154,kagamine_rin_(if),58,鏡音リンif,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE,,,,,鏡音リンif,,vocaloid,1.0,kagamine_rin,鏡音リン,false
I70-032220,meltryllis_(second_ascension)_(fate),58,Meltryllis（第二性性能）（運命）,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED | VARIANT_DISPLAY_MISSING_BASE_IDENTITY,,,,,Meltryllis（第二性性能）（運命）,,fate_(series),1.0,meltryllis_(fate),メルトリリス（Fate）,false
I70-032361,tsuwabuki_(souma_(ordures)),58,津波（スマ（ordures））,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED,,,,,津波（スマ（ordures））,,original,0.982759,,,false
I70-032456,code:_ultimate_(elsword),57,コード：Ultimate（Elsword）,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED,,,,,コード：Ultimate（Elsword）,,elsword,1.0,,,false
I70-032470,echoes_act1,57,エコーズACT1,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED,,,,,エコーズACT1,,jojo_no_kimyou_na_bouken,1.0,,,false
I70-032472,edea_cluster,57,EDEAクラスター,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED,,,,,EDEAクラスター,,phantasy_star,1.0,,,false
I70-032484,fake_nyon_(cookie),57,偽NYN姉貴,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE,,,,,偽NYN姉貴,,cookie_(touhou),1.0,,,false
I70-032486,fate_testarossa_(blaze_iii),57,ブレイズIII,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE | VARIANT_DISPLAY_MISSING_BASE_IDENTITY,,,,,ブレイズIII,,lyrical_nanoha,1.0,fate_testarossa,フェイト・テスタロッサ,false
I70-032504,george_joestar_ii,57,ジョージ・ジョースターII世,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED,,,,,ジョージ・ジョースターII世,,jojo_no_kimyou_na_bouken,1.0,,,false
I70-032513,gm_sniper_ii,57,ジム・スナイパーII,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED,,,,,ジム・スナイパーII,,gundam,1.0,,,false
I70-032536,haruka-chan_(pan_(mimi)),57,Haruka-chan（パン（ミミ））,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED,,,,,Haruka-chan（パン（ミミ））,,original,1.0,,,false
I70-032631,mingyin_meion_(vtuber),57,铭音MeIoN,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE,,,,,铭音MeIoN,,indie_virtual_youtuber,1.0,,,false
I70-032635,miyaguchi_hiromi,57,宮口hiromi,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED,,,,,宮口hiromi,,original,1.0,,,false
I70-032647,nanakusa_nazuna_(kouji_(campus_life)),57,ナナクーサ・ナズナ（Kouji（キャンパスライフ））,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED,,,,,ナナクーサ・ナズナ（Kouji（キャンパスライフ））,,original,1.0,,,false
I70-032687,qt_(space_dandy),57,QT（スペースダンディ）,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED,,,,,QT（スペースダンディ）,,space_dandy,1.0,,,false
I70-032714,sawsbuck_(summer),57,Sawsbuck（夏）,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED | VARIANT_DISPLAY_MISSING_BASE_IDENTITY,,,,,Sawsbuck（夏）,,pokemon,1.0,sawsbuck,メブキジカ,false
I70-032721,sharuru_(precure)_(human),57,シャルル（dokidoki！precure）（人間）,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED,sharuru_(dokidoki!_precure)_(human),sharuru (dokidoki! precure) (human),,,シャルル（dokidoki！precure）（人間）,,dokidoki!_precure,1.0,sharuru_(precure),シャルル,false
I70-032797,5pb_(neptunia),56,5pb.ちゃん,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE,5pb_(neptune_series),5pb (neptune series),,,5pb.ちゃん,,neptune_(series),1.0,,,false
I70-032844,blaze_(burst_feline)_(arknights),56,Blaze（ネコのバースト）（arknights）,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED | VARIANT_DISPLAY_MISSING_BASE_IDENTITY,,,,,Blaze（ネコのバースト）（arknights）,,arknights,1.0,blaze_(arknights),ブレイズ,false
I70-032975,kingprotea_(second_ascension)_(fate),56,kingprotea（第二性性能）（運命）,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED | VARIANT_DISPLAY_MISSING_BASE_IDENTITY,,,,,kingprotea（第二性性能）（運命）,,fate_(series),1.0,kingprotea_(fate),キングプロテア,false
I70-033304,dusk_of_oolacile,55,Oolacileの夕暮れ,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED,,,,,Oolacileの夕暮れ,,dark_souls_(series),1.0,,,false
I70-033325,fatui_pyro_agent_(genshin_impact),55,Fatui Pyroエージェント（Genshin Impact）,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED,,,,,Fatui Pyroエージェント（Genshin Impact）,,genshin_impact,1.0,,,false
I70-033333,fleur_(personal_ami),55,fleur（個人的なami）,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED,,,,,fleur（個人的なami）,,original,1.0,,,false
I70-033362,gyari_(bird),55,gyari（鳥）,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED,,,,,gyari（鳥）,,voms,0.963636,,,false
I70-033413,kamen_rider_geats_ix,55,仮面ライダーギーツIX,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED,,,,,仮面ライダーギーツIX,,kamen_rider,1.0,,,false
I70-033491,matsuda_tsubaki,55,松田tsubaki,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED,,,,,松田tsubaki,,kantai_collection,1.0,,,false
I70-033523,nanami_sai,55,七海SAI,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED,,,,,七海SAI,,dr._stone,1.0,,,false
I70-033676,zima_(ready_to_go)_(arknights),55,Zima（準備ができている）（Arknights）,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED | VARIANT_DISPLAY_MISSING_BASE_IDENTITY,,,,,Zima（準備ができている）（Arknights）,,arknights,1.0,zima_(arknights),ズィマー,false
I70-033679,61cm_quadruple_(oxygen)_torpedo_mount,54,61cm四連装(酸素)魚雷,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED,,,,,61cm四連装(酸素)魚雷,,kantai_collection,1.0,,,false
I70-033687,agucala_(cookie),54,AGCL姉貴,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE,,,,,AGCL姉貴,,cookie_(touhou),1.0,,,false
I70-033902,mochiya_(cookie),54,MCY姉貴,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE,,,,,MCY姉貴,,cookie_(touhou),1.0,,,false
I70-033910,mu_(caligula),54,Mu（カリグラ）,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED,,,,,Mu（カリグラ）,,caligula_(game),1.0,,,false
I70-033925,nishijima_ren,54,西島ren,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED,,,,,西島ren,,kanojo_ga_aitsu_ni_sareta_koto,1.0,,,false
I70-034188,gm_iii,53,ジムIII,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED,,,,,ジムIII,,gundam,1.0,,,false
I70-034269,lava_the_purgatory_(dusk_wisteria)_(arknights),53,溶岩The Purgatory（Dusk Wisteria）（Arknights）,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED | VARIANT_DISPLAY_MISSING_BASE_IDENTITY,,,,,溶岩The Purgatory（Dusk Wisteria）（Arknights）,,arknights,1.0,lava_the_purgatory_(arknights),炎獄ラヴァ(アークナイツ),false
I70-034323,mr._bright,53,Mr.シャイン&Mr.ブライト,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED | DUPLICATE_DISPLAY_WITHIN_CATEGORY,,,,,Mr.シャイン&Mr.ブライト,,kirby_(series),1.0,,,false
I70-034433,shirako_(vtuber),53,白桃Shirako,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE,,,,,白桃Shirako,,indie_virtual_youtuber,0.433962,,,false
I70-034493,uematsu_koboshi,53,上umatsu koboshi,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED,,,,,上umatsu koboshi,,pita_ten,1.0,,,false
I70-034499,uss_lexington_(cv-16)_(y.ssanoha),53,USSレキシントン（CV-16）（Y.Ssanoha）,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED,,,,,USSレキシントン（CV-16）（Y.Ssanoha）,,warship_girls_r,1.0,,,false
I70-034562,baund_doc,52,NRX-055バウンド・ドック,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED,,,,,NRX-055バウンド・ドック,,gundam,1.0,,,false
I70-034615,enkidu_(sensha_otoko)_(fate),52,Enkidu（Sensha Otoko）（運命）,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED | VARIANT_DISPLAY_MISSING_BASE_IDENTITY,,,,,Enkidu（Sensha Otoko）（運命）,,fate_(series),1.0,enkidu_(fate),エルキドゥ,false
I70-034622,firewatch_(wilted_cypress)_(arknights),52,FireWatch（しおれたサイプレス）（Arknights）,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED | VARIANT_DISPLAY_MISSING_BASE_IDENTITY,,,,,FireWatch（しおれたサイプレス）（Arknights）,,arknights,1.0,firewatch_(arknights),ファイヤーウォッチ,false
I70-034628,fujisaki_yuusuke,52,藤井uusuke,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED,,,,,藤井uusuke,,sket_dance,1.0,,,false
I70-034644,haishan_nick,52,山海nick,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED,,,,,山海nick,,original,1.0,,,false
I70-034670,idoll_sun_(nikke),52,I-DOLL・サン,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE,,,,,I-DOLL・サン,,goddess_of_victory:_nikke,1.0,,,false
I70-034699,kaiser_pmc_director_(blue_archive),52,カイザーPMC理事,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE,,,,,カイザーPMC理事,,blue_archive,1.0,,,false
I70-034761,master_xehanort,52,マスターXehanort,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED,,,,,マスターXehanort,,kingdom_hearts,1.0,,,false
I70-034877,sigurd_(first_ascension)_(fate),52,Sigurd（最初の昇天）（運命）,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED | VARIANT_DISPLAY_MISSING_BASE_IDENTITY,,,,,Sigurd（最初の昇天）（運命）,,fate/grand_order,1.0,sigurd_(fate),シグルド,false
I70-034930,walpurgisnacht's_familiars,52,Walpurgisnachtの家族,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED,,,,,Walpurgisnachtの家族,,mahou_shoujo_madoka_magica,1.0,,,false
I70-035109,haitai_(haitai_umita),51,海太Umita,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE,,,,,海太Umita,,indie_virtual_youtuber,1.0,,,false
I70-035120,heiwajima_kasuka,51,kasuka老him,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED,,,,,kasuka老him,,durarara!!,1.0,,,false
I70-035135,ichimoku_ren,51,一方ren,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED,,,,,一方ren,,jigoku_shoujo,0.979592,,,false
I70-035175,keishi_(shining_star),51,keishi（輝く星）,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED,,,,,keishi（輝く星）,,shining_star,1.0,,,false
I70-035254,nereid_(last_origin),51,nereid（最後の起源）,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED,ag-1_nereid,ag-1 nereid,,,nereid（最後の起源）,,last_origin,1.0,,,false
I70-035262,office_lady_(madoka_magica),51,マミOL,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE,,,,,マミOL,,mahou_shoujo_madoka_magica,1.0,,,false
I70-035282,reisen_udongein_inaba_(bunny),51,Reisen Udongein inaba（バニー）,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED | VARIANT_DISPLAY_MISSING_BASE_IDENTITY,,,,,Reisen Udongein inaba（バニー）,,touhou,1.0,reisen_udongein_inaba,鈴仙・優曇華院・イナバ,false
I70-035385,umeru_(admiral_bahroo),51,umeru（バルー提督）,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED,,,,,umeru（バルー提督）,,original,0.862745,,,false
I70-035459,cagliostro_(summer)_(granblue_fantasy),50,Cagliostro（夏）（Granblueファンタジー）,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED | VARIANT_DISPLAY_MISSING_BASE_IDENTITY,,,,,Cagliostro（夏）（Granblueファンタジー）,,granblue_fantasy,1.0,cagliostro_(granblue_fantasy),カリオストロ,false
I70-035581,hraesvelgr_(last_origin),50,EB-48Gフレースヴェルグ,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE,eb-48g_hraesvelgr,eb-48g hraesvelgr,,,EB-48Gフレースヴェルグ,,last_origin,1.0,,,false
I70-035603,jr._(xenosaga),50,ガイナン・クーカイ・Jr.,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE | CHARACTER_NO_COPYRIGHT_CONTEXT,rubedo,rubedo,,,ガイナン・クーカイ・Jr.,,,,,,false
I70-035674,mazinger_zero_(mecha),50,マジンガーZERO,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED | DISAMBIGUATOR_NOT_VISIBLE,,,,,マジンガーZERO,,mazinger_(series),1.0,,,false
I70-035695,mr._shine,50,Mr.シャイン&Mr.ブライト,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED | DUPLICATE_DISPLAY_WITHIN_CATEGORY,,,,,Mr.シャイン&Mr.ブライト,,kirby_(series),1.0,,,false
I70-035698,murakami_mozu_(cyclone),50,村上mozu（サイクロン）,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED,,,,,村上mozu（サイクロン）,,original,1.0,,,false
I70-035728,ooba_minato,50,OOBA港,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED,,,,,OOBA港,,hyakko,1.0,,,false
I70-035882,yui_(new_year)_(princess_connect!),50,Yui（新年）（Princess Connect！）,,REVIEW_REQUIRED,Latin-heavy candidate requires verification,STATUS_REVIEW_REQUIRED | VARIANT_DISPLAY_MISSING_BASE_IDENTITY,,,,,Yui（新年）（Princess Connect！）,,princess_connect!,1.0,yui_(princess_connect!),ユイ,false
