canonical_tag,post_count,aliases,prescreen_status,nearest_special_identity,reason,confidence,review_priority,concept_area,heuristic_score,heuristic_signals,calibration_anchor,content_filter_used
pp-2000,56,,LIKELY_GENERAL_ONLY,anus peek (SpecialID 3; score=0.056),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
pudding_hair_ornament,56,,LIKELY_GENERAL_ONLY,tentacle hair ornament (SpecialID 1882; score=0.647),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,1,compound,NO,NO
rainbow-tinted_eyewear,56,,LIKELY_GENERAL_ONLY,rainbow vomit (SpecialID 2612; score=0.431),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,1,compound,NO,NO
rapi_(nikke)_(cosplay),56,,LIKELY_GENERAL_ONLY,cooperative fellatio (SpecialID 102; score=0.150),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,1,compound,NO,NO
rapunzel_(disney)_(cosplay),56,,LIKELY_GENERAL_ONLY,building sex (SpecialID 72; score=0.138),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,1,compound,NO,NO
riding_shark,56,,LIKELY_GENERAL_ONLY,riding crop (SpecialID 1836; score=0.555),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
rof-mao,56,,LIKELY_GENERAL_ONLY,after oral (SpecialID 112; score=0.159),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
schedule,56,,LIKELY_GENERAL_ONLY,clothed sex (SpecialID 15; score=0.237),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
scorpion_pose,56,,LIKELY_GENERAL_ONLY,bound puppy pose (SpecialID 2451; score=0.442),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,POSE_POSITION,1,pose/camera,NO,NO
shaving_armpit,56,,LIKELY_GENERAL_ONLY,licking armpit (SpecialID 45; score=0.563),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,BODY_MORPHOLOGY,0,,NO,NO
she_holds_my_weakness_(meme),56,,LIKELY_GENERAL_ONLY,insertion threshold (meme) (SpecialID 1186; score=0.379),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,1,compound,NO,NO
shedding_fur,56,,LIKELY_GENERAL_ONLY,naked fur coat (SpecialID 2573; score=0.433),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
shiisaa,56,shisa,LIKELY_GENERAL_ONLY,foot worship (SpecialID 23; score=0.142),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
silo,56,,LIKELY_GENERAL_ONLY,blowjob (SpecialID 109; score=0.164),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
spathiphyllum,56,,LIKELY_GENERAL_ONLY,cooperative fellatio (SpecialID 102; score=0.164),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
sphynx_cat,56,,LIKELY_GENERAL_ONLY,cat penis (SpecialID 1079; score=0.384),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
spoken_hand,56,,LIKELY_GENERAL_ONLY,spoken impregnation (SpecialID 2454; score=0.512),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,BODY_MORPHOLOGY,0,,NO,NO
stilt_house,56,,LIKELY_GENERAL_ONLY,armpit sex (SpecialID 11; score=0.214),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
stuffed_pegasus,56,,LIKELY_GENERAL_ONLY,exposed genitals (SpecialID 5; score=0.203),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
survey_corps,56,,LIKELY_GENERAL_ONLY,after oral (SpecialID 112; score=0.164),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
takizakura_school_uniform,56,,LIKELY_GENERAL_ONLY,naked school attendance (SpecialID 2413; score=0.363),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,1,compound,NO,NO
tenor_saxophone,56,,LIKELY_GENERAL_ONLY,after sex (SpecialID 10; score=0.225),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
tongue_wrap,56,,LIKELY_GENERAL_ONLY,tongue clamp (SpecialID 1842; score=0.594),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
tsubakisakuhana_school_uniform,56,,LIKELY_GENERAL_ONLY,naked school attendance (SpecialID 2413; score=0.343),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,1,compound,NO,NO
umbrella_sword,56,,LIKELY_GENERAL_ONLY,sword-swallowing fellatio (SpecialID 996; score=0.340),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
us_navy_(emblem),56,,LIKELY_GENERAL_ONLY,anus peek (SpecialID 3; score=0.180),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,1,compound,NO,NO
velcro,56,,LIKELY_GENERAL_ONLY,fellatio (SpecialID 104; score=0.193),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
vollstandig,56,,LIKELY_GENERAL_ONLY,fellatio (SpecialID 104; score=0.189),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
wall_cross-section,56,,LIKELY_GENERAL_ONLY,cross-section (SpecialID 2003; score=0.861),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,1,compound,NO,NO
water_stream,56,,LIKELY_GENERAL_ONLY,water masturbation (SpecialID 1015; score=0.542),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
wig_stand,56,,LIKELY_GENERAL_ONLY,stand and carry (SpecialID 135; score=0.412),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
wonder_woman_(cosplay),56,,LIKELY_GENERAL_ONLY,footjob under table (SpecialID 26; score=0.176),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,1,compound,NO,NO
yakisoba_spill,56,,LIKELY_GENERAL_ONLY,backjob (SpecialID 71; score=0.171),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
youkai_pad,56,,LIKELY_GENERAL_ONLY,pee pad (SpecialID 2443; score=0.453),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
zenryoku_cheerleader_(idolmaster),56,,LIKELY_GENERAL_ONLY,clothed after sex (SpecialID 14; score=0.162),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,1,compound,NO,NO
zipper_legwear,56,,LIKELY_GENERAL_ONLY,penis in unworn legwear (SpecialID 999; score=0.483),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
a_baoa_qu,55,,LIKELY_GENERAL_ONLY,dick in a box (SpecialID 1116; score=0.314),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,1,compound,NO,NO
aestus_domus_aurea,55,,LIKELY_GENERAL_ONLY,after paizuri (SpecialID 9; score=0.174),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,1,compound,NO,NO
after_time_valentine_2026,55,,LIKELY_GENERAL_ONLY,after peeing (SpecialID 2500; score=0.458),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,1,compound,NO,NO
airbrush,55,,LIKELY_GENERAL_ONLY,anus (SpecialID 1; score=0.225),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
animal_hairband,55,,LIKELY_GENERAL_ONLY,animal dildo (SpecialID 294; score=0.542),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,NONHUMAN_TRANSFORM,1,deep-area,NO,NO
ankle_fins,55,,LIKELY_GENERAL_ONLY,anilingus (SpecialID 101; score=0.284),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
anti-aircraft_missile,55,aa_missile,LIKELY_GENERAL_ONLY,automatic sex (SpecialID 70; score=0.185),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,1,compound,NO,NO
armor_girls_project,55,,LIKELY_GENERAL_ONLY,naked armor (SpecialID 2438; score=0.375),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,1,compound,NO,NO
armory,55,,LIKELY_GENERAL_ONLY,after oral (SpecialID 112; score=0.225),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
arsene_lupin_iii_(cosplay),55,,LIKELY_GENERAL_ONLY,anilingus (SpecialID 101; score=0.154),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,1,compound,NO,NO
art_styles_image_response,55,,LIKELY_GENERAL_ONLY,after masturbation (SpecialID 84; score=0.167),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,1,compound,NO,NO
asymmetry,55,,LIKELY_GENERAL_ONLY,ear sex (SpecialID 22; score=0.169),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
b-2_spirit,55,,LIKELY_GENERAL_ONLY,after paizuri (SpecialID 9; score=0.196),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,1,compound,NO,NO
backpack_vacuum_cleaner,55,,LIKELY_GENERAL_ONLY,vacuum fellatio (SpecialID 1361; score=0.438),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,1,compound,NO,NO
bearskin_cap,55,,LIKELY_GENERAL_ONLY,ear sex (SpecialID 22; score=0.189),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
being_late,55,,LIKELY_GENERAL_ONLY,building sex (SpecialID 72; score=0.245),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
bitter,55,,LIKELY_GENERAL_ONLY,buttjob (SpecialID 12; score=0.208),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
bleeding_heart_(flower),55,,LIKELY_GENERAL_ONLY,bleeding (SpecialID 2163; score=0.649),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,1,compound,NO,NO
breast_shake,55,,LIKELY_GENERAL_ONLY,breast (SpecialID 2632; score=0.750),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,BODY_MORPHOLOGY,0,,NO,NO
breeches,55,,LIKELY_GENERAL_ONLY,bare anus (SpecialID 4; score=0.212),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
broken_hypnosis,55,,LIKELY_GENERAL_ONLY,broken rape victim (SpecialID 1406; score=0.470),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
bronze,55,,LIKELY_GENERAL_ONLY,bare anus (SpecialID 4; score=0.180),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
bug_print,55,,LIKELY_GENERAL_ONLY,cow print pasties (SpecialID 2466; score=0.433),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
camelopardalis_(constellation),55,,LIKELY_GENERAL_ONLY,cooperative fellatio (SpecialID 102; score=0.234),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
capotain,55,pilgrim_hat,LIKELY_GENERAL_ONLY,amazon position (SpecialID 118; score=0.235),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
carrying_pole,55,,LIKELY_GENERAL_ONLY,anus peek (SpecialID 3; score=0.205),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
charge_blade,55,,LIKELY_GENERAL_ONLY,bare anus (SpecialID 4; score=0.214),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
color_filter,55,,LIKELY_GENERAL_ONLY,off-color semen (SpecialID 1566; score=0.458),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
comically_sharp_chin,55,yaoi_chin,LIKELY_GENERAL_ONLY,cowgirl position (SpecialID 119; score=0.200),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,1,compound,NO,NO
constellation_crystal_(ff14),55,,LIKELY_GENERAL_ONLY,cooperative fellatio (SpecialID 102; score=0.188),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,1,compound,NO,NO
control_tower,55,,LIKELY_GENERAL_ONLY,remote control vibrator (SpecialID 284; score=0.500),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
cooperative_naizuri,55,multiple_naizuri,LIKELY_GENERAL_ONLY,naizuri (SpecialID 2032; score=0.692),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
coronavirus,55,,LIKELY_GENERAL_ONLY,coitus (SpecialID 76; score=0.265),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
cosplay_photo_inset,55,,LIKELY_GENERAL_ONLY,cowgirl position (SpecialID 119; score=0.231),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,1,compound,NO,NO
cow_print_wrist_cuffs,55,,LIKELY_GENERAL_ONLY,cow print pasties (SpecialID 2466; score=0.621),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,BODY_MORPHOLOGY,1,compound,NO,NO
creative_signature,55,,LIKELY_GENERAL_ONLY,cooperative fellatio (SpecialID 102; score=0.237),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
creodron_(eve_online),55,,LIKELY_GENERAL_ONLY,footjob from behind (SpecialID 25; score=0.158),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,1,compound,NO,NO
cross-laced_collar,55,,LIKELY_GENERAL_ONLY,open collar (SpecialID 2232; score=0.504),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,1,compound,NO,NO
cure_happy_(cosplay),55,,LIKELY_GENERAL_ONLY,happy sex (SpecialID 39; score=0.442),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,1,compound,NO,NO
dell,55,,LIKELY_GENERAL_ONLY,fellatio (SpecialID 104; score=0.225),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
dreamcast_controller,55,,LIKELY_GENERAL_ONLY,wireless sex toy controller (SpecialID 879; score=0.502),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
dryad_fruit_(dungeon_meshi),55,,LIKELY_GENERAL_ONLY,fruit dildo (SpecialID 1547; score=0.404),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,1,compound,NO,NO
eggplant_costume,55,,LIKELY_GENERAL_ONLY,naked costume (SpecialID 2434; score=0.521),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
escape_ad,55,,LIKELY_GENERAL_ONLY,bare anus (SpecialID 4; score=0.200),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
ff_gradient,55,,LIKELY_GENERAL_ONLY,after masturbation (SpecialID 84; score=0.186),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
flayed_skin,55,,LIKELY_GENERAL_ONLY,face fucking (SpecialID 110; score=0.274),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,BODY_MORPHOLOGY,0,,NO,NO
fur-trimmed_pajamas,55,,LIKELY_GENERAL_ONLY,pajamas pull (SpecialID 2237; score=0.428),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,1,compound,NO,NO
gloriosa_(flower),55,,LIKELY_GENERAL_ONLY,footjob with footwear (SpecialID 28; score=0.166),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
goldeen_(cosplay),55,,LIKELY_GENERAL_ONLY,deep throat (SpecialID 113; score=0.193),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
goldion_hammer,55,,LIKELY_GENERAL_ONLY,building sex (SpecialID 72; score=0.208),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
golf_bag,55,,LIKELY_GENERAL_ONLY,loli in a bag (SpecialID 1457; score=0.472),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
gradient_shoes,55,,LIKELY_GENERAL_ONLY,naked shoes (SpecialID 2392; score=0.530),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
grandma,55,,LIKELY_GENERAL_ONLY,bare anus (SpecialID 4; score=0.169),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
gudok,55,,LIKELY_GENERAL_ONLY,buttjob (SpecialID 12; score=0.150),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
gunkata,55,,LIKELY_GENERAL_ONLY,after oral (SpecialID 112; score=0.159),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
half-leotard,55,,LIKELY_GENERAL_ONLY,crotchless leotard (SpecialID 2091; score=0.512),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,CLOTHING_EXPOSURE,0,,NO,NO
headwear_pull,55,,LIKELY_GENERAL_ONLY,hakama pull (SpecialID 2218; score=0.542),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,ACTION_CONTACT,1,relation/body-site,NO,NO
helipad,55,,LIKELY_GENERAL_ONLY,fellatio (SpecialID 104; score=0.180),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
hello_good_day!_(project_sekai),55,hello_to_a_new_day!_(project_sekai),LIKELY_GENERAL_ONLY,masturbation day (SpecialID 1040; score=0.304),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,1,compound,NO,NO
himaruya_hidekazu_(style),55,,LIKELY_GENERAL_ONLY,hentai style (SpecialID 1706; score=0.420),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,1,compound,NO,NO
hinduism,55,,LIKELY_GENERAL_ONLY,anus (SpecialID 1; score=0.225),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
hirasawa_yui_(cosplay),55,,LIKELY_GENERAL_ONLY,after masturbation (SpecialID 84; score=0.135),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,1,compound,NO,NO
holographic_wings,55,,LIKELY_GENERAL_ONLY,bound wings (SpecialID 2456; score=0.467),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
hungary,55,,LIKELY_GENERAL_ONLY,cuddling handjob (SpecialID 19; score=0.157),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
imaginary_scramble,55,,LIKELY_GENERAL_ONLY,after oral (SpecialID 112; score=0.193),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
iron_sting_(genshin_impact),55,,LIKELY_GENERAL_ONLY,amazon position (SpecialID 118; score=0.150),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,1,compound,NO,NO
island_turtle,55,,LIKELY_GENERAL_ONLY,deep throat (SpecialID 113; score=0.188),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
izumi_sagiri_(cosplay),55,,LIKELY_GENERAL_ONLY,cowgirl position (SpecialID 119; score=0.142),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,1,compound,NO,NO
jagged_sclera,55,,LIKELY_GENERAL_ONLY,after sex (SpecialID 10; score=0.205),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
jalapeno_pepper,55,jalapeno_(chili),LIKELY_GENERAL_ONLY,anus peek (SpecialID 3; score=0.225),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
jazz_for_your_soul_(meme),55,,LIKELY_GENERAL_ONLY,game controller nipples (meme) (SpecialID 1139; score=0.325),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,1,compound,NO,NO
joya_no_kane,55,,LIKELY_GENERAL_ONLY,no panties (SpecialID 2111; score=0.470),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,1,compound,NO,NO
judaism,55,jewish,LIKELY_GENERAL_ONLY,building sex (SpecialID 72; score=0.189),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
kazoo,55,,LIKELY_GENERAL_ONLY,amazon position (SpecialID 118; score=0.180),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
ki-43_hayabusa,55,,LIKELY_GENERAL_ONLY,bare anus (SpecialID 4; score=0.157),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,1,compound,NO,NO
kingstone,55,,LIKELY_GENERAL_ONLY,building sex (SpecialID 72; score=0.214),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
koopalings,55,,LIKELY_GENERAL_ONLY,anilingus (SpecialID 101; score=0.284),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
kraken_regiment,55,,LIKELY_GENERAL_ONLY,cooperative fellatio (SpecialID 102; score=0.154),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
labraunda_(fire_emblem),55,,LIKELY_GENERAL_ONLY,fire play (SpecialID 1971; score=0.394),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,1,compound,NO,NO
lace_arm_warmers,55,,LIKELY_GENERAL_ONLY,lace (SpecialID 2103; score=0.597),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,BODY_MORPHOLOGY,1,compound,NO,NO
last_shooting,55,,LIKELY_GENERAL_ONLY,after footjob (SpecialID 8; score=0.208),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
lightning_farron_(cosplay),55,,LIKELY_GENERAL_ONLY,cuddling handjob (SpecialID 19; score=0.150),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,1,compound,NO,NO
