subject_type,subject_key,relation_type,object_key,authority_type,evidence_basis,source_url,source_claim,review_state,source_provenance,migration_class
Family,si_land,FAMILY_HOME,si_land,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'si_land' equals the unique in-catalog Copyright root 'si_land'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=si_land; candidate_root_hint=si_land; state=PASS,SAFE_TO_MIGRATE
Family,signalis,FAMILY_HOME,signalis,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'signalis' equals the unique in-catalog Copyright root 'signalis'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=signalis; candidate_root_hint=signalis; state=PASS,SAFE_TO_MIGRATE
Family,silent_witch,FAMILY_HOME,silent_witch,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'silent_witch' equals the unique in-catalog Copyright root 'silent_witch'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=silent_witch; candidate_root_hint=silent_witch; state=PASS,SAFE_TO_MIGRATE
Family,silver_palace,FAMILY_HOME,silver_palace,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'silver_palace' equals the unique in-catalog Copyright root 'silver_palace'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=silver_palace; candidate_root_hint=silver_palace; state=PASS,SAFE_TO_MIGRATE
Family,simoun,FAMILY_HOME,simoun,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'simoun' equals the unique in-catalog Copyright root 'simoun'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=simoun; candidate_root_hint=simoun; state=PASS,SAFE_TO_MIGRATE
Family,sinoalice,FAMILY_HOME,sinoalice,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'sinoalice' equals the unique in-catalog Copyright root 'sinoalice'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=sinoalice; candidate_root_hint=sinoalice; state=PASS,SAFE_TO_MIGRATE
Family,sister_princess,FAMILY_HOME,sister_princess,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'sister_princess' equals the unique in-catalog Copyright root 'sister_princess'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=sister_princess; candidate_root_hint=sister_princess; state=PASS,SAFE_TO_MIGRATE
Family,skullgirls,FAMILY_HOME,skullgirls,FIRST_PARTY_REVIEWED,EXTERNAL_AUTHORITY,https://skullgirls.com/characters/,Official Skullgirls character roster identifies franchise characters.,VALIDATED,P1_P3_AUTHORITY_SECOND_REVIEW_V1.csv; second-review=P1_P3_AUTHORITY_SECOND_REVIEW_V1.csv; key=skullgirls; candidate_root=skullgirls; state=PASS,SAFE_TO_MIGRATE
Family,sky:_children_of_the_light,FAMILY_HOME,sky:_children_of_the_light,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'sky:_children_of_the_light' equals the unique in-catalog Copyright root 'sky:_children_of_the_light'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=sky:_children_of_the_light; candidate_root_hint=sky:_children_of_the_light; state=PASS,SAFE_TO_MIGRATE
Family,slay_the_princess,FAMILY_HOME,slay_the_princess,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'slay_the_princess' equals the unique in-catalog Copyright root 'slay_the_princess'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=slay_the_princess; candidate_root_hint=slay_the_princess; state=PASS,SAFE_TO_MIGRATE
Family,slay_the_spire,FAMILY_HOME,slay_the_spire,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'slay_the_spire' equals the unique in-catalog Copyright root 'slay_the_spire'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=slay_the_spire; candidate_root_hint=slay_the_spire; state=PASS,SAFE_TO_MIGRATE
Family,slow_damage,FAMILY_HOME,slow_damage,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'slow_damage' equals the unique in-catalog Copyright root 'slow_damage'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=slow_damage; candidate_root_hint=slow_damage; state=PASS,SAFE_TO_MIGRATE
Family,solo_leveling,FAMILY_HOME,solo_leveling,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'solo_leveling' equals the unique in-catalog Copyright root 'solo_leveling'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=solo_leveling; candidate_root_hint=solo_leveling; state=PASS,SAFE_TO_MIGRATE
Family,sora_no_method,FAMILY_HOME,sora_no_method,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'sora_no_method' equals the unique in-catalog Copyright root 'sora_no_method'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=sora_no_method; candidate_root_hint=sora_no_method; state=PASS,SAFE_TO_MIGRATE
Family,sora_no_otoshimono,FAMILY_HOME,sora_no_otoshimono,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'sora_no_otoshimono' equals the unique in-catalog Copyright root 'sora_no_otoshimono'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=sora_no_otoshimono; candidate_root_hint=sora_no_otoshimono; state=PASS,SAFE_TO_MIGRATE
Family,soukou_akki_muramasa,FAMILY_HOME,soukou_akki_muramasa,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'soukou_akki_muramasa' equals the unique in-catalog Copyright root 'soukou_akki_muramasa'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=soukou_akki_muramasa; candidate_root_hint=soukou_akki_muramasa; state=PASS,SAFE_TO_MIGRATE
Family,soul_eater,FAMILY_HOME,soul_eater,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'soul_eater' equals the unique in-catalog Copyright root 'soul_eater'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=soul_eater; candidate_root_hint=soul_eater; state=PASS,SAFE_TO_MIGRATE
Family,soul_hackers_2,FAMILY_HOME,soul_hackers_2,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'soul_hackers_2' equals the unique in-catalog Copyright root 'soul_hackers_2'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=soul_hackers_2; candidate_root_hint=soul_hackers_2; state=PASS,SAFE_TO_MIGRATE
Family,soulcalibur,FAMILY_HOME,soulcalibur,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'soulcalibur' equals the unique in-catalog Copyright root 'soulcalibur'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=soulcalibur; candidate_root_hint=soulcalibur; state=PASS,SAFE_TO_MIGRATE
Family,sound_horizon,FAMILY_HOME,sound_horizon,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'sound_horizon' equals the unique in-catalog Copyright root 'sound_horizon'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=sound_horizon; candidate_root_hint=sound_horizon; state=PASS,SAFE_TO_MIGRATE
Family,sound_voltex,FAMILY_HOME,sound_voltex,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'sound_voltex' equals the unique in-catalog Copyright root 'sound_voltex'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=sound_voltex; candidate_root_hint=sound_voltex; state=PASS,SAFE_TO_MIGRATE
Family,sousou_no_frieren,FAMILY_HOME,sousou_no_frieren,FIRST_PARTY_REVIEWED,EXTERNAL_AUTHORITY,https://frieren-anime.jp/character/,Official Frieren anime character page identifies the cast.,VALIDATED,P1_P3_AUTHORITY_SECOND_REVIEW_V1.csv; second-review=P1_P3_AUTHORITY_SECOND_REVIEW_V1.csv; key=sousou_no_frieren; candidate_root=sousou_no_frieren; state=PASS,SAFE_TO_MIGRATE
Family,space_adventure_cobra,FAMILY_HOME,space_adventure_cobra,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'space_adventure_cobra' equals the unique in-catalog Copyright root 'space_adventure_cobra'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=space_adventure_cobra; candidate_root_hint=space_adventure_cobra; state=PASS,SAFE_TO_MIGRATE
Family,space_dandy,FAMILY_HOME,space_dandy,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'space_dandy' equals the unique in-catalog Copyright root 'space_dandy'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=space_dandy; candidate_root_hint=space_dandy; state=PASS,SAFE_TO_MIGRATE
Family,space_maria,FAMILY_HOME,space_maria,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'space_maria' equals the unique in-catalog Copyright root 'space_maria'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=space_maria; candidate_root_hint=space_maria; state=PASS,SAFE_TO_MIGRATE
Family,spice_and_wolf,FAMILY_HOME,spice_and_wolf,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'spice_and_wolf' equals the unique in-catalog Copyright root 'spice_and_wolf'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=spice_and_wolf; candidate_root_hint=spice_and_wolf; state=PASS,SAFE_TO_MIGRATE
Family,splatoon_3,FAMILY_HOME,splatoon_(series),POLICY_ROOT_NORMALIZATION,ROOT_POLICY_NORMALIZATION,,Exact Issue #180 policy mapping root_policy_normalization['splatoon_3']='splatoon_(series)'; no prefix or approximate matching used.,VALIDATED,docs/issue180/autonomous/AUTONOMOUS_POLICY_V2.json#root_policy_normalization:splatoon_3,SAFE_TO_MIGRATE
Family,splatoon_raiders,FAMILY_HOME,splatoon_(series),POLICY_ROOT_NORMALIZATION,ROOT_POLICY_NORMALIZATION,,Exact Issue #180 policy mapping root_policy_normalization['splatoon_raiders']='splatoon_(series)'; no prefix or approximate matching used.,VALIDATED,docs/issue180/autonomous/AUTONOMOUS_POLICY_V2.json#root_policy_normalization:splatoon_raiders,SAFE_TO_MIGRATE
Family,spy_kyoushitsu,FAMILY_HOME,spy_kyoushitsu,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'spy_kyoushitsu' equals the unique in-catalog Copyright root 'spy_kyoushitsu'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=spy_kyoushitsu; candidate_root_hint=spy_kyoushitsu; state=PASS,SAFE_TO_MIGRATE
Family,spy_x_family,FAMILY_HOME,spy_x_family,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'spy_x_family' equals the unique in-catalog Copyright root 'spy_x_family'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=spy_x_family; candidate_root_hint=spy_x_family; state=PASS,SAFE_TO_MIGRATE
Family,squid_game,FAMILY_HOME,squid_game,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'squid_game' equals the unique in-catalog Copyright root 'squid_game'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=squid_game; candidate_root_hint=squid_game; state=PASS,SAFE_TO_MIGRATE
Family,ssss.gridman,FAMILY_HOME,ssss.gridman,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'ssss.gridman' equals the unique in-catalog Copyright root 'ssss.gridman'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=ssss.gridman; candidate_root_hint=ssss.gridman; state=PASS,SAFE_TO_MIGRATE
Family,star_ocean,FAMILY_HOME,star_ocean,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'star_ocean' equals the unique in-catalog Copyright root 'star_ocean'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=star_ocean; candidate_root_hint=star_ocean; state=PASS,SAFE_TO_MIGRATE
Family,star_wars,FAMILY_HOME,star_wars,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'star_wars' equals the unique in-catalog Copyright root 'star_wars'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=star_wars; candidate_root_hint=star_wars; state=PASS,SAFE_TO_MIGRATE
Family,starcraft,FAMILY_HOME,starcraft,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'starcraft' equals the unique in-catalog Copyright root 'starcraft'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=starcraft; candidate_root_hint=starcraft; state=PASS,SAFE_TO_MIGRATE
Family,stardew_valley,FAMILY_HOME,stardew_valley,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'stardew_valley' equals the unique in-catalog Copyright root 'stardew_valley'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=stardew_valley; candidate_root_hint=stardew_valley; state=PASS,SAFE_TO_MIGRATE
Family,starward,FAMILY_HOME,starward,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'starward' equals the unique in-catalog Copyright root 'starward'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=starward; candidate_root_hint=starward; state=PASS,SAFE_TO_MIGRATE
Family,steins;gate,FAMILY_HOME,steins;gate,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'steins;gate' equals the unique in-catalog Copyright root 'steins;gate'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=steins;gate; candidate_root_hint=steins;gate; state=PASS,SAFE_TO_MIGRATE
Family,stella_glow,FAMILY_HOME,stella_glow,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'stella_glow' equals the unique in-catalog Copyright root 'stella_glow'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=stella_glow; candidate_root_hint=stella_glow; state=PASS,SAFE_TO_MIGRATE
Family,stella_sora,FAMILY_HOME,stella_sora,FIRST_PARTY_REVIEWED,EXTERNAL_AUTHORITY,https://stellasora.global/,Official Stella Sora site exposes its character roster.,VALIDATED,P1_P3_AUTHORITY_SECOND_REVIEW_V1.csv; second-review=P1_P3_AUTHORITY_SECOND_REVIEW_V1.csv; key=stella_sora; candidate_root=stella_sora; state=PASS,SAFE_TO_MIGRATE
Family,stellar_blade,FAMILY_HOME,stellar_blade,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'stellar_blade' equals the unique in-catalog Copyright root 'stellar_blade'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=stellar_blade; candidate_root_hint=stellar_blade; state=PASS,SAFE_TO_MIGRATE
Family,steven_universe,FAMILY_HOME,steven_universe,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'steven_universe' equals the unique in-catalog Copyright root 'steven_universe'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=steven_universe; candidate_root_hint=steven_universe; state=PASS,SAFE_TO_MIGRATE
Family,street_fighter,FAMILY_HOME,street_fighter,FIRST_PARTY_REVIEWED,EXTERNAL_AUTHORITY,https://www.streetfighter.com/6/ja-jp/character,Capcom official Street Fighter 6 character page identifies franchise characters.,VALIDATED,P1_P3_AUTHORITY_SECOND_REVIEW_V1.csv; second-review=P1_P3_AUTHORITY_SECOND_REVIEW_V1.csv; key=street_fighter; candidate_root=street_fighter; state=PASS,SAFE_TO_MIGRATE
Family,street_fighter_6,FAMILY_HOME,street_fighter_6,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'street_fighter_6' equals the unique in-catalog Copyright root 'street_fighter_6'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=street_fighter_6; candidate_root_hint=street_fighter_6; state=PASS,SAFE_TO_MIGRATE
Family,strinova,FAMILY_HOME,strinova,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'strinova' equals the unique in-catalog Copyright root 'strinova'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=strinova; candidate_root_hint=strinova; state=PASS,SAFE_TO_MIGRATE
Family,subarashiki_hibi,FAMILY_HOME,subarashiki_hibi,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'subarashiki_hibi' equals the unique in-catalog Copyright root 'subarashiki_hibi'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=subarashiki_hibi; candidate_root_hint=subarashiki_hibi; state=PASS,SAFE_TO_MIGRATE
Family,suisei_no_gargantia,FAMILY_HOME,suisei_no_gargantia,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'suisei_no_gargantia' equals the unique in-catalog Copyright root 'suisei_no_gargantia'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=suisei_no_gargantia; candidate_root_hint=suisei_no_gargantia; state=PASS,SAFE_TO_MIGRATE
