canonical,display_ja,search_ja,priority_class,final_state,route,reason,risk_class
piloting,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pimple,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pin,ピン,ピン,P2,JA_ACCEPT_MACHINE,V2_RESOLVED_VERIFIED,V2_SEMANTIC_VERIFIER_PASS,LOW
pin_(hollow_knight),ピン（空洞の・騎士）,ピン（空洞の・騎士）,P2,JA_ACCEPT_MACHINE,V2_RESOLVED_VERIFIED,V2_SEMANTIC_VERIFIER_PASS,LOW
pin_legs,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pinap_berry,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pinata,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pinball,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pincers,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pinch_grip,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pinching,つまむ,つまむ,P2,JA_ACCEPT_MACHINE,V2_RESOLVED_VERIFIED,V2_SEMANTIC_VERIFIER_PASS,LOW
pinching_another's_belly,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pinching_gesture,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pinching_own_belly,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pinching_sleeves,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pincushion,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pineapple,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pineapple_hair_ornament,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pineapple_on_pizza,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pineapple_print,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pineapple_slice,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pinecone,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pink-tinted_eyewear,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pink_arm_warmers,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pink_armband,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pink_armor,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pink_ascot,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pink_bandana,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pink_bandeau,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pink_belt,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pink_bird,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pink_blanket,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pink_blood,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pink_bloomers,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pink_bonnet,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pink_border,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pink_bridal_gauntlets,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pink_buruma,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pink_butterfly,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pink_cape,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pink_capelet,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pink_car,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pink_carnation,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pink_carpet,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pink_cat,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pink_check_school_(idolmaster),,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pink_chemise,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pink_claws,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pink_cloak,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pink_coat,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pink_corset,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pink_crown,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pink_diamond_765_(idolmaster),,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pink_dog,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pink_donut,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pink_eyeliner,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pink_feathers,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pink_fire,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pink_frills,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pink_garter,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pink_garter_straps,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pink_hakama,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pink_hanbok,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pink_hanfu,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pink_haori,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pink_headband,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pink_headdress,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pink_headscarf,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pink_helmet,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pink_hijab,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pink_hiphighs,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pink_hood,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pink_jumpsuit,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pink_kimono,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pink_leaf,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pink_leash,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pink_leg_warmers,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pink_leggings,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pink_leotard_(dq),,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pink_light,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pink_liquid,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pink_male_swimwear,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pink_mittens,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pink_moon,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pink_moon_stick,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pink_neckerchief,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pink_necktie,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pink_negligee,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pink_nightgown,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pink_nose,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pink_one-piece_swimsuit,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pink_outline,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pink_overalls,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pink_overskirt,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pink_pajamas,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pink_pants,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pink_pantyhose,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pink_petals,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pink_pillow,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pink_pubic_hair,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pink_raincoat,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pink_robe,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pink_sailor_collar,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pink_sarong,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pink_sash,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pink_scales,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pink_scarf,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pink_sclera,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pink_serafuku,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pink_shawl,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pink_shorts,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pink_sky,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pink_slippers,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pink_streaks,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pink_suit,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pink_sweater_vest,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pink_sword,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pink_tabard,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pink_tank_top,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pink_tattoo,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pink_thong,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pink_top,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pink_track_suit,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pink_tulip,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pink_tunic,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pink_umbrella,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pink_vest,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pink_visor_cap,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pink_water,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pink_wings,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pink_wrist_cuffs,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pinky_(identity)_(project_moon),,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_TRUE_EXCEPTION,TRUE_ORIGINAL_FORM_EXCEPTION:PROPER_NAME_OR_QUALIFIED_LABEL,EXCEPTION
pinky_ring,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pinky_swear,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pinky_to_mouth,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pinstripe_ascot,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pinstripe_bow,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pinstripe_camisole,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pinstripe_coat,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pinstripe_dress,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pinstripe_hat,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pinstripe_jacket,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pinstripe_kimono,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pinstripe_one-piece_swimsuit,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pinstripe_pants,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pinstripe_pantyhose,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pinstripe_pattern,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pinstripe_ribbon,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pinstripe_shirt,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pinstripe_shorts,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pinstripe_skirt,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pinstripe_sleeves,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pinstripe_socks,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pinstripe_suit,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pinstripe_thighhighs,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pinstripe_vest,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pinwheel,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pinwheel_hair_ornament,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pinyin_text,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pioneer_(nikke),,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pioneer_movement,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pioneer_neckerchief,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pip_boy,,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
pipa_(instrument),,,P2,ENGLISH_FALLBACK_EXCEPTION,V2_SEMANTIC_FALLBACK,EVIDENCE_UNRESOLVED_FALLBACK,EXCEPTION
